film_id,titre,titre_original,annee,sortie,duree,franchise_id,pays
2457,Les Enfants du Paradis,,1945,1945-03-15,205,,{fr}
2459,Un éléphant ça trompe énormément,,1976,1976-09-22,100,351667,{fr}
2462,Hibernatus,,1969,1969-09-10,78,,"{fr,it}"
2469,Attache-moi !,¡Átame!,1990,1990-01-22,100,,{es}
2487,Lady Snowblood,修羅雪姫,1973,1973-12-01,97,149191,{jp}
2493,Princess Bride,The Princess Bride,1987,1987-09-25,98,,{us}
2501,La Mémoire dans la peau,The Bourne Identity,2002,2002-06-14,118,31562,"{us,de,cz}"
2502,La Mort dans la peau,The Bourne Supremacy,2004,2004-07-23,108,31562,"{de,us}"
2503,La Vengeance dans la peau,The Bourne Ultimatum,2007,2007-08-03,115,31562,"{fr,de,es,us}"
2528,Madame Bovary,,1991,1991-04-03,160,,{fr}
2565,Joe Contre le Volcan,Joe Versus the Volcano,1990,1990-03-09,102,,{us}
2604,Né un 4 juillet,Born on the Fourth of July,1989,1989-12-20,145,,{us}
2605,Short Circuit,,1986,1986-05-09,98,86347,{us}
2609,Un ticket pour deux,"Planes, Trains and Automobiles",1987,1987-11-26,93,,{us}
2614,L'Aventure intérieure,Innerspace,1987,1987-07-01,120,,{us}
2616,L'oncle Buck,Uncle Buck,1989,1989-08-16,99,,{us}
2617,Vacances très mouvementées,The Great Outdoors,1988,1988-06-17,91,,{us}
2619,Splash,,1984,1984-03-09,111,248126,{us}
2620,Armed and Dangerous,,1986,1986-08-15,88,,{us}
2623,Officier et Gentleman,An Officer and a Gentleman,1982,1982-07-28,124,,{us}
2625,Mister Jones,Mr. Jones,1993,1993-10-08,114,,{us}
2636,L'Expert,The Specialist,1994,1994-10-07,110,,"{pe,us}"
2640,Fatal Games,Heathers,1989,1989-03-31,103,,{us}
2649,The Game,The Game,1997,1997-09-12,129,,{us}
2655,Apparences,What Lies Beneath,2000,2000-07-21,125,,{us}
2666,Dark City,Dark City,1998,1998-02-27,95,,"{au,us}"
2668,"Sleepy hollow, la légende du cavalier sans tête",Sleepy Hollow,1999,1999-11-19,105,,"{de,us}"
2669,Le Bounty,The Bounty,1984,1984-05-04,130,,"{us,gb}"
2731,Indochine,,1992,1992-04-15,159,,{fr}
2742,Le festin nu,Naked Lunch,1991,1991-12-27,115,,"{ca,jp,gb}"
2756,Abyss,The Abyss,1989,1989-09-27,140,,{us}
2758,Les Valeurs de la famille Addams,Addams Family Values,1993,1993-11-19,94,11716,{us}
2768,American Gigolo,,1980,1980-02-08,123,,{us}
2788,Génération 90,Reality Bites,1994,1994-02-18,95,,{us}
2898,Pour le pire et pour le meilleur,As Good as It Gets,1997,1997-12-19,139,,{us}
2907,La Famille Addams,The Addams Family,1991,1991-11-22,99,11716,{us}
2912,Le Boucher,,1970,1970-02-27,93,,"{fr,it}"
2924,Backdraft,,1991,1991-09-25,132,597142,{us}
2926,Les Trois Mousquetaires,The Three Musketeers,1973,1973-12-11,105,87631,"{es,gb,us}"
2978,S.O.S. Fantômes 2,Ghostbusters II,1989,1989-06-16,104,2980,{us}
2984,La Comtesse de Hong-Kong,A Countess from Hong Kong,1967,1967-01-05,120,,{gb}
2990,Fenêtre sur Pacifique,Pacific Heights,1990,1990-09-28,102,,{us}
3004,12 + 1,,1969,1969-10-07,94,,"{fr,it}"
3036,Frankenstein,Mary Shelley's Frankenstein,1994,1994-11-04,123,,"{jp,us}"
3049,"Ace Ventura, détective chiens et chats",Ace Ventura: Pet Detective,1994,1994-02-04,86,3167,{us}
3053,Le Bal des vampires,Dance of the Vampires,1968,1968-04-01,108,,{gb}
3054,Matt Helm règle son comte,The Wrecking Crew,1968,1968-12-30,105,157890,{us}
3055,La Vallée des poupées,Valley of the Dolls,1967,1967-12-27,123,,{us}
3101,Je t'aime à te tuer,I Love You to Death,1990,1990-04-06,97,,{us}
3116,Macadam Cowboy,Midnight Cowboy,1969,1969-05-25,108,,{us}
3176,Battle Royale,バトル・ロワイアル,2000,2000-12-16,114,16302,{jp}
3480,Le Vieux fusil,Le vieux fusil,1975,1975-08-22,102,,"{fr,de}"
3512,Piège à grande vitesse,Under Siege 2: Dark Territory,1995,1995-07-13,100,112399,{us}
3525,Working Girl,,1988,1988-12-20,115,,{us}
3536,U-571,,,,116,,"{fr,it,us}"
3580,L'Échange,Changeling,2008,2008-10-24,142,,{us}
3586,Prêt-à-porter,Prêt-à-Porter,1994,1994-12-23,133,,{us}
3591,Un million d'années avant J.C.,One Million Years B.C.,1966,1966-11-24,100,,{gb}
3604,Flash Gordon,,1980,1980-09-01,111,,"{nl,gb,us}"
3870,1900,Novecento,1976,1976-08-28,325,,"{fr,de,it}"
3934,Tenue de soirée,,1986,1986-04-23,84,,{fr}
3980,Critters,,1986,1986-09-10,86,10893,"{gb,us}"
4011,Beetlejuice,,1988,1988-03-30,98,945475,{us}
4032,My Girl,,1992,1992-06-24,102,85960,{us}
4034,L'Homme de Rio,L'Homme de Rio,1964,1964-02-05,120,,"{br,fr,it}"
4043,La Loi du désir,La ley del deseo,1987,1987-02-07,100,,{es}
4104,Benny & Joon,,1993,1993-04-16,98,,{us}
4105,Black Rain,,1989,1989-09-22,125,,{us}
4180,3 Hommes et un couffin,,1985,1985-09-18,106,12141,{fr}
4192,Mort sur le Nil,Death on the Nile,1978,1978-09-29,142,752992,{gb}
4193,Meurtre au soleil,Evil Under the Sun,1982,1982-03-05,117,752992,{gb}
4202,Danton,,1983,1983-01-12,136,,"{de,fr,pl}"
4203,Femmes au bord de la crise de nerfs,Mujeres al borde de un ataque de nervios,1988,1988-03-25,88,,{es}
4228,La Révolution française,,1989,1989-05-10,324,,"{gb,fr,it,de,ca}"
4235,Le Clan des Siciliens,,1969,1969-12-05,120,,"{fr,it}"
4271,La vie est un long fleuve tranquille,La vie est un long fleuve tranquille,1988,1988-02-03,90,,{fr}
4274,Fort Saganne,Fort Saganne,1984,1984-05-11,173,,{fr}
4327,Charlie et ses drôles de dames,Charlie's Angels,2000,2000-11-02,98,86029,{us}
4437,2010 : L'année du premier contact,2010,1984,1984-12-06,116,4438,{us}
4476,Légendes d'automne,Legends of the Fall,1994,1994-12-16,133,,{us}
4477,Ennemis rapprochés,The Devil's Own,1997,1997-03-13,111,,{us}
4478,Proposition Indécente,Indecent Proposal,1993,1993-04-07,112,,{us}
4480,Jean de Florette,Jean de Florette,1986,1986-08-27,120,39460,{fr}
4481,Manon des Sources,Manon des sources,1986,1986-11-19,120,39460,{fr}
4482,Gazon maudit,,1995,1995-01-18,105,,{fr}
4483,Le Retour de Martin Guerre,,1982,1982-05-14,107,,{fr}
4484,La Cage aux folles,La Cage aux folles,1978,1978-10-25,103,239968,"{fr,it}"
4485,Diva,,1981,1981-03-11,117,,{fr}
4488,Vendredi 13,Friday the 13th,1980,1980-05-09,95,9735,{us}
4546,Le Comte de Monte-Cristo,The Count of Monte-Cristo,1975,1975-10-31,119,,"{it,gb}"
4547,Panic Room,Panic Room,2002,2002-03-29,112,,{us}
4580,Je t'aime moi non plus,,1976,1976-03-10,90,,{fr}
4584,Raison et Sentiments,Sense and Sensibility,1995,1995-12-13,136,,"{gb,us}"
4587,Les Deux Sirènes,Mermaids,1990,1990-12-14,105,,{us}
4680,Deux hommes dans la ville,,1973,1973-10-24,100,,"{fr,it}"
4683,Une belle fille comme moi,,1972,1972-09-13,98,,{fr}
4722,Body Snatchers,Body Snatchers,1993,1993-06-09,87,,{us}
4727,Le Gendarme de Saint-Tropez,,1964,1964-09-09,99,10517,{fr}
4728,Le Gendarme à New-York,,1965,1965-10-28,95,10517,{fr}
4729,Le Gendarme se marie,,1968,1968-10-30,92,10517,{fr}
4730,OSS 117 prend des vacances,OSS 117 prend des vacances,1970,1970-02-04,92,183680,"{br,fr,it}"
4788,La Poursuite implacable,Revolver,1973,1973-09-27,105,,"{fr,de,it}"
4823,Sang chaud pour meurtre de sang froid,Final Analysis,1992,1992-02-07,120,,{us}
4909,Chacal,The Day of the Jackal,1973,1973-05-15,140,,"{fr,gb}"
4918,Le Quatrième protocole,The Fourth Protocol,1987,1987-02-24,119,,{gb}
4929,Pendez-les haut et court,,1968,1968-11-20,114,,{us}
4946,La Piscine,,1969,1969-01-31,122,,"{fr,it}"
4983,"Run, Simon, Run","Run, Simon, Run",1970,1970-12-01,74,,{us}
5121,Sugarland Express,The Sugarland Express,1974,1974-04-05,108,,{us}
5143,Hannah et ses sœurs,Hannah and Her Sisters,1986,1986-02-07,105,,{us}
5144,Marquise,Marquise,1997,1997-08-20,120,,"{ch,es,fr,it}"
5203,L'Orchidée sauvage,Wild Orchid,1989,1989-12-22,105,5202,{us}
5228,Stay Hungry,,1976,1976-04-23,98,,{us}
5503,Le Fugitif,The Fugitive,1993,1993-08-06,130,721111,{us}
5548,RoboCop,,1988,1988-01-20,102,5547,{us}
5549,RoboCop 2,,1990,1990-06-22,117,5547,{us}
5602,Dupont Lajoie,Dupont Lajoie,1975,1975-02-26,100,,{fr}
5902,Un pont trop loin,A Bridge Too Far,1977,1977-06-15,176,,"{gb,us}"
5919,La Tour infernale,The Towering Inferno,1975,1975-03-05,165,,{us}
5923,La Canonnière du Yang-Tse,The Sand Pebbles,1966,1966-12-20,183,,{us}
5924,Papillon,,1973,1973-12-13,150,,{us}
5925,La Grande Évasion,The Great Escape,1963,1963-07-03,172,990446,{us}
5968,La Fille en rouge,The Woman in Red,1984,1984-08-15,86,,{us}
5971,Nous ne sommes pas des anges,We're No Angels,1989,1989-06-02,101,,{us}
6028,Le miroir se brisa,The Mirror Crack'd,1980,1980-09-19,105,,{gb}
6037,Un cadavre au dessert,Murder by Death,1976,1976-06-23,94,,{us}
6068,Six jours sept nuits,Six Days Seven Nights,1998,1998-06-12,95,,{us}
6069,Les Sorcières d'Eastwick,The Witches of Eastwick,1987,1987-09-10,114,,{us}
6071,Kiss of Death,,1995,1995-04-21,101,,{us}
6075,L'Impasse,Carlito's Way,1993,1993-11-10,143,625861,{us}
6081,La Malédiction de la Panthère rose,Revenge of the Pink Panther,1978,1978-01-08,99,937,"{gb,us}"
6114,Dracula,Bram Stoker's Dracula,1992,1992-11-13,130,,{us}
6217,La Féline,Cat People,1982,1982-04-02,118,,{us}
6279,Sister Act : Acte 2,Sister Act 2: Back in the Habit,1993,1993-12-09,107,103573,"{sk,us}"
6312,Le Pacte des loups,Le Pacte des loups,2001,2001-01-31,151,,{fr}
6320,Police,Police,1985,1985-09-04,108,,{fr}
6341,Tonnerre de feu,Blue Thunder,1983,1983-08-17,110,,{us}
6399,"Salut l'ami, adieu le trésor",Chi trova un amico trova un tesoro,1981,1981-12-09,99,,{it}
6404,Nosferatu - Fantôme de la nuit,,,,107,,"{de,fr}"
6444,Tatie Danielle,Tatie Danielle,1990,1990-04-04,110,,{fr}
6471,Un vrai schnock,The Jerk,1979,1979-12-14,94,983340,{us}
6474,Navajo Joe,Navajo Joe,1966,1966-11-25,93,,"{es,it}"
6476,C'est arrivé entre midi et trois heures,From Noon Till Three,1976,1976-08-13,99,,{us}
6488,Arachnophobie,Arachnophobia,1990,1990-07-20,105,,{us}
6520,Lancelot : Le Premier Chevalier,First Knight,1995,1995-07-07,129,,{us}
6538,La Guerre selon Charlie Wilson,Charlie Wilson's War,2007,2007-12-19,105,,"{de,us}"
6620,Sabrina,,1954,1954-09-10,113,,{us}
6644,El Dorado,,1966,1966-12-17,126,,{us}
6916,"Attention, on va s'fâcher !",...altrimenti ci arrabbiamo!,1974,1974-03-29,98,,"{es,it}"
6917,The Gate : La Fissure,The Gate,1987,1987-04-21,85,340623,"{ca,us}"
6950,Alerte !,Outbreak,1995,1995-03-10,128,,{us}
6964,Tout peut arriver,Something's Gotta Give,2003,2003-12-12,128,,{us}
6977,No Country for Old Men,No Country for Old Men,2007,2007-06-13,122,,{us}
6978,Les Aventures de Jack Burton dans les griffes du mandarin,Big Trouble in Little China,1986,1986-09-03,99,,{us}
7007,Soleil levant,Rising Sun,1993,1993-07-30,128,,{us}
7091,Embrasse-moi vampire,Vampire's Kiss,1988,1988-09-17,103,,{us}
7219,L'Enfer des Zombies,Zombi 2,1979,1979-08-25,91,133923,{it}
7227,Les Naufragés du 747,Airport '77,1977,1977-03-11,113,33938,{us}
7234,Le Crépuscule des Magiciens,Wizards of the Lost Kingdom,1985,1985-10-01,82,544508,"{ar,us}"
7326,Juno,Juno,2007,2007-12-05,91,,{us}
7340,Carrie au bal du diable,Carrie,1976,1976-11-03,98,257053,{us}
7452,"Le Cuisinier, le voleur, sa femme et son amant","The Cook, the Thief, His Wife & Her Lover",1989,1989-10-13,124,,"{fr,nl,gb}"
7459,Speed Racer,Speed Racer,2008,2008-05-07,129,,"{de,gb,us}"
7520,Cocktail,,1988,1988-07-29,104,,{us}
8005,Sacré Robin des bois,Robin Hood: Men in Tights,1993,1993-07-28,104,,"{fr,us}"
8007,En territoire ennemi,Behind Enemy Lines,2001,2001-11-30,106,98513,{us}
8009,Highlander,,1986,1986-03-26,106,8050,"{gb,us}"
8011,Highlander 3,Highlander III: The Sorcerer,1994,1994-11-29,94,8050,"{ca,fr,gb,us}"
8012,Get Shorty,,1995,1995-10-20,105,91698,{us}
8047,Matador,,1986,1986-03-07,99,,{es}
8068,Desperado,,1995,1995-08-25,107,9649,"{us,mx}"
8069,Barbarella,,1968,1968-10-10,98,,"{fr,it}"
8073,Bande à part,,1964,1964-08-05,95,,{fr}
8075,Week-end,Week End,1967,1967-12-29,105,,"{fr,it}"
8077,Alien³,,1992,1992-08-26,114,8091,"{gb,us}"
8078,"Alien, la résurrection",Alien Resurrection,1997,1997-11-12,109,8091,"{us,fr}"
8130,Recherche Susan désespérément,Desperately Seeking Susan,1985,1985-03-29,100,,{us}
8217,Alice,,1990,1990-12-25,102,,{us}
8271,Paranoïak,Disturbia,2007,2007-04-12,104,,{us}
8290,La Grande Vadrouille,,1966,1966-12-08,132,,"{fr,gb}"
8337,Invasion Los Angeles,They Live,1988,1988-11-04,93,,{us}
8348,Le Canardeur,Thunderbolt and Lightfoot,1974,1974-05-23,115,,{us}
8358,Seul au monde,Cast Away,2000,2000-12-22,144,,{us}
8367,"Robin des Bois, prince des voleurs",Robin Hood: Prince of Thieves,1991,1991-06-14,143,,{us}
8398,Hitcher,The Hitcher,2007,2007-01-19,80,,"{us,gb}"
8428,Pump Up the Volume,,1990,1990-08-22,105,,"{ca,us}"
8446,Du rififi chez les mômes,Bugsy Malone,1976,1976-07-22,93,,{gb}
8467,Dumb & Dumber,Dumb and Dumber,1994,1994-12-16,113,96665,{us}
8469,American College,Animal House,1978,1978-07-28,109,,{us}
8491,Week-end chez Bernie,Weekend at Bernie's,1989,1989-07-05,97,118221,{us}
8512,Le Diable en robe bleue,Devil in a Blue Dress,1995,1995-09-15,97,,{us}
8536,Superman II,,1980,1980-12-04,127,8537,"{gb,us,ca}"
8592,Dick Tracy,,1990,1990-04-05,101,,{us}
8665,K-19,,,,128,,"{ca,de,gb,us}"
8690,La Secte des cannibales,Mangiati vivi!,1980,1980-03-19,92,,{it}
8692,Pulsions cannibales,Apocalypse Domani,1980,1980-08-04,91,,"{it,es,us,ca}"
8736,Dikkenek,,2006,2006-06-21,84,,"{be,fr}"
8764,Top Secret !,Top Secret!,1984,1984-06-08,86,,"{gb,us}"
8810,Mad Max 2: le défi,Mad Max 2,1982,1982-08-11,97,8945,{au}
8831,Timecop,,1994,1994-09-15,99,170452,"{us,jp,ca}"
8833,Attention les dégâts,Non c'è due senza quattro,1984,1984-10-19,100,,{it}
8839,Casper,,1995,1995-05-26,101,8819,{us}
8844,Jumanji,,1995,1995-12-15,104,495527,{us}
8845,Piège en haute mer,Under Siege,1992,1992-10-08,102,112399,"{fr,us}"
8851,Danger planétaire,The Blob,1958,1958-09-10,86,422193,{us}
8852,Prince des ténèbres,Prince of Darkness,1987,1987-10-23,103,,{us}
8856,Karaté Kid 2,The Karate Kid Part II,1986,1986-06-18,113,8580,"{us,cn}"
8867,Punisher,The Punisher,1989,1989-10-05,89,,"{au,us,hk}"
8872,Wayne's World,,1992,1992-02-14,90,8979,{us}
8963,USS Alabama,,,,115,,{us}
8984,Harcèlement,Disclosure,1994,1994-12-09,123,,{us}
8986,La Surprise,Milk Money,1994,1994-08-31,110,,{us}
8987,La Rivière sauvage,The River Wild,1994,1994-09-30,107,,{us}
9037,Brillantine 2,Grease 2,1982,1982-06-11,115,86083,"{gb,us}"
9040,Serpico,,1973,1973-12-18,130,,{us}
9041,L'Été meurtrier,,1983,1983-05-11,130,,{fr}
9048,Histoires de fantômes chinois 3,倩女幽魂III：道道道,1991,1991-07-18,104,9046,{hk}
9050,Histoires de fantômes chinois 2,倩女幽魂II人間道,1990,1990-07-13,104,9046,{hk}
9051,Elle,10,1979,1979-10-05,120,,{us}
9056,Police Story,警察故事,1985,1985-12-14,100,269098,{hk}
9059,Les Contes de la crypte - Le Cavalier du diable,Tales from the Crypt: Demon Knight,1995,1995-01-13,92,115142,{us}
9061,Juste Cause,Just Cause,1995,1995-02-17,105,,{us}
9064,Hellraiser 2 : Les écorchés,Hellbound: Hellraiser II,1988,1988-12-23,97,8917,"{gb,us}"
9079,Le Choix d'aimer,Dying Young,1991,1991-06-20,105,,{us}
9080,Drôles d'Espions,Spies Like Us,1985,1985-12-06,102,,"{us,gb}"
9086,Young Guns II,,1990,1990-08-01,104,9329,{us}
9087,Le président et Miss Wade,The American President,1995,1995-11-17,115,,{us}
9089,Week-end en Famille,Home for the Holidays,1995,1995-11-02,105,,{us}
9090,Extravagances,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,1995-09-07,109,,{us}
9102,Planète hurlante,Screamers,1995,1995-09-08,108,122017,"{ca,jp,us}"
9208,Broken Arrow,Broken Arrow,1996,1996-02-09,108,,{us}
9263,Souvenirs d'un été,Now and Then,1995,1995-10-20,100,,{us}
9264,Fleur de poison,Poison Ivy,1992,1992-05-08,100,48188,{us}
9271,Programmé pour tuer,Virtuosity,1995,1995-08-04,101,,{us}
9272,Le Bon Fils,The Good Son,1993,1993-09-24,87,,{us}
9273,Ace Ventura en Afrique,Ace Ventura: When Nature Calls,1995,1995-11-10,91,3167,{us}
9277,L'Arnaque,The Sting,1973,1973-12-25,129,330605,{us}
9281,Witness,,1985,1985-02-08,112,,"{us,nl}"
9292,"Hudson Hawk, Gentleman et Cambrioleur",Hudson Hawk,1991,1991-05-23,100,,{us}
9312,Mortal Kombat,,1995,1995-08-18,102,9818,{us}
9315,Flight Plan,Flightplan,2005,2005-09-22,98,,{us}
9317,La Soupe aux choux,,1981,1981-12-02,98,,{fr}
9319,Le Dernier Samaritain,The Last Boy Scout,1991,1991-12-13,106,,{us}
9326,À la poursuite du diamant vert,Romancing the Stone,1984,1984-07-04,106,89264,"{mx,us}"
9331,Danger immédiat,Clear and Present Danger,1994,1994-08-03,136,192492,"{us,mx}"
9340,Les Goonies,The Goonies,1985,1985-12-04,114,,{us}
9343,Fitzcarraldo,Fitzcarraldo,1982,1982-01-01,157,,"{de,pe}"
9348,La Mutante,Species,1995,1995-07-07,108,9887,{us}
9349,Unité spéciale,Universal Soldier,1992,1992-07-10,95,10713,{us}
9350,Cliffhanger : Traque au sommet,Cliffhanger,1993,1993-05-28,113,1120657,"{fr,it,jp,us}"
9354,"Chérie, j'ai rétréci les gosses","Honey, I Shrunk the Kids",1989,1989-06-23,94,72119,{us}
9355,Mad Max: Au-delà du dôme du tonnerre,Mad Max Beyond Thunderdome,1985,1985-09-25,107,8945,"{au,us}"
9356,"Allô maman, c'est encore moi",Look Who's Talking Too,1990,1990-12-14,81,9521,{us}
9359,Maverick,,1994,1994-05-20,121,,{us}
9361,Le Dernier des Mohicans,The Last of the Mohicans,1992,1992-08-26,111,,{us}
9362,Tremors,,1990,1990-01-19,96,91799,{us}
9366,Donnie Brasco,Donnie Brasco,1997,1997-02-27,125,,{us}
9374,La mort vous va si bien,Death Becomes Her,1992,1992-07-30,99,,{us}
9377,La Folle Journée de Ferris Bueller,Ferris Bueller's Day Off,1986,1986-06-11,103,,{us}
9378,13 fantômes,Thir13en Ghosts,2001,2001-10-26,91,,"{us,ca}"
9382,Avec ou sans hommes,Boys on the Side,1995,1995-02-03,115,,"{fr,us}"
9387,Conan le barbare,Conan the Barbarian,1982,1982-04-07,129,43055,"{us,mx}"
9390,Jerry Maguire,Jerry Maguire,1996,1996-12-13,138,,{us}
9394,On l'appelle Trinita,Lo chiamavano Trinità...,1971,1971-07-21,114,583555,{it}
9395,Nico,Above the Law,1988,1988-08-16,99,,"{us,hk}"
9396,Crocodile Dundee II,,1988,1988-05-19,110,9332,"{au,us}"
9399,Full Contact,Lionheart,1990,1990-08-01,108,,{us}
9411,Le Témoin du mal,Fallen,1998,1998-01-16,119,,{us}
9426,La mouche,The Fly,1987,1987-01-21,96,109609,"{ca,gb,us}"
9428,La Famille Tenenbaum,The Royal Tenenbaums,2001,2001-10-05,108,,{us}
9446,Un indien à New York,Jungle 2 Jungle,1997,1997-03-04,105,,"{fr,us}"
9462,La Fureur du dragon,猛龍過江,1972,1972-06-01,98,,{hk}
9474,Mon nom est Personne,Il mio nome è Nessuno,1973,1973-12-13,117,,"{fr,de,it}"
9475,Le Temps d'un week-end,Scent of a Woman,1992,1992-12-23,157,,{us}
9479,L'Étrange Noël de monsieur Jack,The Nightmare Before Christmas,1993,1993-10-09,75,,{us}
9481,Bone Collector,The Bone Collector,1999,1999-11-04,118,,{us}
9482,Judge Dredd,,1995,1995-06-30,96,,{us}
9489,Vous avez un mess@ge,You've Got Mail,1998,1998-12-18,119,,{us}
9491,Blue steel,Blue Steel,1990,1990-03-16,102,,{us}
9493,Jumeaux,Twins,1989,1989-03-22,104,,{us}
9494,"Allô maman, ici bébé",Look Who's Talking,1989,1989-10-12,92,9521,{us}
9495,The Crow,,1994,1994-05-11,102,9436,"{us,gb}"
9504,Glengarry,Glengarry Glen Ross,1992,1992-09-15,100,,{us}
9507,Runaway : L'évadé du futur,Runaway,1984,1984-12-14,99,,{us}
9531,Superman III,,1983,1983-06-17,125,8537,"{gb,us,in}"
9533,Dragon rouge,Red Dragon,2002,2002-10-02,124,9743,"{de,it,us}"
9538,Scanners,,1981,1981-01-14,103,88574,{ca}
9542,Hitcher,The Hitcher,1986,1986-01-17,98,476054,{us}
9545,Sniper - Tireur d'élite,Sniper,1993,1993-01-29,98,14246,"{pe,us}"
9549,L'Étoffe des héros,The Right Stuff,1983,1983-10-20,192,,{us}
9550,Le Secret des poignards volants,十面埋伏,2004,2004-05-19,119,,"{cn,hk,us}"
9552,L'Exorciste,The Exorcist,1973,1973-12-26,133,12263,{us}
9556,Darkman,,1990,1990-08-24,95,45154,{us}
9558,The King of New York,King of New York,1990,1990-07-18,109,,"{it,gb,us}"
9559,Un Monde Parfait,A Perfect World,1993,1993-11-24,138,,{us}
9560,Les vendanges de feu,A Walk in the Clouds,1995,1995-05-27,102,,{us}
9569,Echec et mort,Hard to Kill,1990,1990-02-09,95,,"{us,es}"
9570,Le Trou Noir,The Black Hole,1979,1979-12-18,98,,{us}
9571,Génération Rebelle,Dazed and Confused,1993,1993-09-24,103,,{us}
9574,Plaxmol,Flubber,1997,1997-11-26,94,,{us}
9576,Tootsie,,1982,1982-12-17,117,,{us}
9586,Le Bûcher des vanités,The Bonfire of the Vanities,1990,1990-12-21,126,,{us}
9587,Les Quatre Filles du docteur March,Little Women,1994,1994-12-21,115,,"{us,ca}"
9588,Monsieur Quigley l'Australien,Quigley Down Under,1990,1990-10-17,119,,"{us,au}"
9589,"Moi, Christiane F., 13 ans, droguée, prostituée…",Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,1981-04-02,131,,{de}
9591,That Thing You Do!,That Thing You Do!,1996,1996-10-04,107,,{us}
9593,Last Action Hero,,1993,1993-06-18,130,,{us}
9594,Double Impact,,1991,1991-07-31,100,,{us}
9595,Hot Shots !,Hot Shots!,1991,1991-07-31,90,52988,{us}
9599,Le Blob,The Blob,1988,1988-08-05,85,,{us}
9602,Un prince à New York,Coming to America,1988,1988-06-29,117,647077,{us}
9603,Les Collégiennes de Beverly Hills,Clueless,1995,1995-07-19,98,,{us}
9604,Double Détente,Red Heat,1988,1988-06-17,106,,"{us,hu}"
9607,Super Mario Bros.,,1993,1993-05-28,104,,"{gb,us}"
9610,Conan le destructeur,Conan the Destroyer,1984,1984-08-29,100,43055,{us}
9612,Têtes De Cône,Coneheads,1993,1993-07-23,87,,{us}
9618,Tango et Cash,Tango & Cash,1990,1990-03-28,103,,"{us,pt}"
9626,Kalidor - la légende du talisman,Red Sonja,1985,1985-12-18,89,,"{it,nl,us}"
9644,Alarme fatale,National Lampoon's Loaded Weapon 1,1993,1993-02-04,84,,{us}
9647,Fantômes en fête,Scrooged,1988,1988-12-20,100,,{us}
9651,Supergirl,,1984,1984-07-01,106,,"{gb,us,de}"
9659,Mad Max,,1982,1982-01-13,85,8945,"{au,us}"
9663,Starman,,1984,1984-12-13,115,,{us}
9665,Glory,,1989,1989-12-15,122,,{us}
9671,Crocodile Dundee,'Crocodile' Dundee,1987,1987-02-04,95,9332,"{au,us}"
9686,Histoires extraordinaires,New York Stories,1989,1989-03-10,124,,{us}
9691,Assassins,,1995,1995-10-06,135,,"{fr,us}"
9699,À la recherche de la Panthère Rose,Trail of the Pink Panther,1982,1982-12-03,96,937,"{gb,us}"
9702,Les Princes de la ville,Bound by Honor,1993,1993-02-05,180,,{us}
9710,Allan Quatermain et la cité de l'or perdu,Allan Quatermain and the Lost City of Gold,1987,1987-01-30,95,135502,"{us,il}"
9717,Randonnée pour un tueur,Shoot to Kill,1988,1988-02-12,109,,{us}
9739,Demolition Man,,1993,1993-10-08,115,,{us}
9740,Hannibal,Hannibal,2001,2001-02-08,125,9743,"{gb,us}"
9741,Incassable,Unbreakable,2000,2000-11-22,106,,{us}
9748,Mort à l'arrivée,D.O.A.,1988,1988-03-18,96,,{us}
9749,Fletch aux trousses,Fletch,1985,1985-05-31,98,104833,{us}
9754,Firewall,Firewall,2006,2006-02-08,105,,"{us,au}"
9768,Cry-Baby,,1990,1990-04-06,85,,{us}
9800,Philadelphie,Philadelphia,1993,1993-12-22,125,,{us}
9804,Waterworld,,1995,1995-07-28,136,,{us}
9838,Allan Quatermain et les mines du roi Salomon,King Solomon's Mines,1986,1986-02-26,95,135502,{us}
9846,Police Fédérale - Los Angeles,To Live and Die in L.A.,1985,1985-11-01,115,,{us}
9869,Jeux de guerre,Patriot Games,1992,1992-06-04,117,192492,{us}
9873,"F/X, effet de choc",F/X,1986,1986-02-07,109,171439,{us}
9874,Cobra,,1986,1986-10-22,87,,{us}
9876,Arrête ou ma mère va tirer !,Stop! Or My Mom Will Shoot,1992,1992-02-21,87,,{us}
9882,Couvre-feu,The Siege,1998,1998-11-06,111,,{us}
9886,Johnny Mnemonic,,1995,1995-05-26,98,,"{ca,us}"
9922,Postman,The Postman,1997,1997-12-25,177,,{us}
9930,L'Affaire Chelsea Deardon,Legal Eagles,1986,1986-06-18,116,,{us}
9941,Le Clochard de Beverly Hills,Down and Out in Beverly Hills,1986,1986-01-31,103,,{us}
9942,Les Indians,Major League,1989,1989-02-16,107,97771,{us}
9944,L'Affaire Pélican,The Pelican Brief,1993,1993-09-17,141,,{us}
9952,Rescue Dawn,Rescue Dawn,2006,2006-09-09,126,,"{lu,us}"
9967,Retour vers l'enfer,Uncommon Valor,1983,1983-12-16,100,,{us}
9972,Haute sécurité,Lock Up,1989,1989-08-30,108,,{us}
10003,Le Saint,The Saint,1997,1997-04-03,116,,{us}
10013,Peggy Sue s'est mariée,Peggy Sue Got Married,1986,1986-10-10,103,,{us}
10014,La Revanche de Freddy,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,1985-11-01,87,8581,"{gb,us}"
