film_id,titre,titre_original,annee,sortie,duree,franchise_id,pays
10017,Turbo Interceptor,The Wraith,1986,1986-10-01,93,,"{us,ca}"
10019,Mannequin,,1987,1987-02-13,88,124951,{us}
10021,Le Secret de mon succès,The Secret of My Success,1987,1987-04-10,111,,{us}
10023,Dragnet,Dragnet,1987,1987-06-23,101,,{us}
10057,Les Trois Mousquetaires,The Three Musketeers,1993,1993-11-11,101,,"{us,at}"
10061,Los Angeles 2013,Escape from L.A.,1996,1996-08-09,100,115838,{us}
10065,Amityville,The Amityville Horror,2005,2005-04-14,90,397842,{us}
10068,9 Semaines ½,Nine 1/2 Weeks,1986,1986-02-09,112,121195,{us}
10072,Les Griffes du cauchemar,A Nightmare on Elm Street 3: Dream Warriors,1987,1987-02-27,96,8581,"{gb,us}"
10083,Sens unique,No Way Out,1987,1987-08-14,110,,{us}
10117,Action Jackson,,1988,1988-02-12,96,,{us}
10122,Le Vol du Navigateur,Flight of the Navigator,1986,1986-07-30,89,,{us}
10127,Critters 2,,1988,1988-04-29,86,10893,{us}
10130,Gorilles dans la brume,Gorillas in the Mist,1989,1989-01-25,130,,{us}
10131,Le Cauchemar de Freddy,A Nightmare on Elm Street 4: The Dream Master,1988,1988-08-19,99,8581,"{gb,us}"
10134,Cyborg,,1989,1989-04-07,86,98853,{us}
10135,Road House,,1989,1989-05-19,114,224976,{us}
10136,Golden child - L'enfant sacré du Tibet,The Golden Child,1987,1987-03-27,90,,{us}
10141,Le Plus Escroc des deux,Dirty Rotten Scoundrels,1988,1988-12-14,110,,{us}
10142,Outrages,Casualties of War,1989,1989-08-18,113,,{us}
10149,Smoke,,1995,1995-06-09,103,439053,"{de,jp,us}"
10150,La Dernière Licorne,The Last Unicorn,1982,1982-11-19,92,,"{gb,us}"
10153,Sphère,Sphere,1998,1998-02-13,129,,{us}
10157,Police Academy 2 : Au boulot !,Police Academy 2: Their First Assignment,1985,1985-03-28,84,9338,{us}
10160,L'Enfant du cauchemar,A Nightmare on Elm Street: The Dream Child,1989,1989-08-11,89,8581,{us}
10163,Le Cobaye,The Lawnmower Man,1992,1992-03-05,108,124935,"{gb,jp,us}"
10168,Premiers pas dans la mafia,The Freshman,1990,1990-07-20,103,,{us}
10169,Men at work,Men at Work,1990,1990-08-24,95,,{us}
10173,Désigné pour mourir,Marked for Death,1990,1990-10-05,85,,{us}
10186,The Rocker,The Rocker,2008,2008-08-20,102,,{us}
10206,"Buffy, tueuse de vampires",Buffy the Vampire Slayer,1992,1992-07-24,86,,{us}
10219,La neige tombait sur les cèdres,Snow Falling on Cedars,1999,1999-12-22,127,,{us}
10222,Kickboxer,,1989,1989-04-20,96,105322,{us}
10246,Porky's,Porky's,1981,1981-11-13,94,109592,"{ca,us}"
10249,Les aventures de Rocketeer,The Rocketeer,1991,1991-06-21,108,869156,{us}
10260,Les Ripoux,Les Ripoux,1984,1984-09-19,107,238448,{fr}
10264,Hamlet,,1990,1990-12-19,135,,"{fr,gb,us}"
10295,Les super flics de Miami,Miami Supercops,1985,1985-12-12,92,,"{it,us}"
10303,Le diamant du Nil,The Jewel of the Nile,1986,1986-04-02,102,89264,{us}
10306,Poltergeist III,,1988,1988-06-10,98,10453,{us}
10326,Forever Young,,1992,1992-12-16,98,,{us}
10328,Cocoon,,1985,1985-06-21,117,86307,{us}
10329,Congo,Congo,1995,1995-06-09,108,,{us}
10331,La Nuit des morts-vivants,Night of the Living Dead,1968,1968-10-04,96,261590,{us}
10333,Le Prince des marées,The Prince of Tides,1991,1991-12-25,132,,{us}
10337,Bugsy,,1991,1991-12-10,134,,{us}
10344,La Mouche 2,The Fly II,1989,1989-02-10,105,109609,"{ca,us}"
10372,L'Aventure des Ewoks : La Bataille pour Endor,Ewoks: The Battle for Endor,1985,1985-11-24,94,133830,{us}
10377,Mon cousin Vinny,My Cousin Vinny,1992,1992-03-13,120,,{us}
10379,Drop Dead Fred,,1991,1991-04-19,103,,"{gb,us}"
10393,Les Remplaçants,The Replacements,2000,2000-08-11,118,,{us}
10395,Wolf,,1994,1994-06-17,135,,{us}
10396,Tequila Sunrise,,1988,1988-12-02,115,,{us}
10403,The Player,,1992,1992-04-03,124,,{us}
10406,California Man,Encino Man,1992,1992-05-22,88,,{us}
10407,Fais comme chez toi !,Housesitter,1992,1992-06-12,102,,{us}
10410,Hoffa,Hoffa,1992,1992-12-25,140,,{us}
10424,Jennifer 8,Jennifer Eight,1992,1992-11-06,124,,{us}
10428,Hackers,"",1995,1995-09-14,102,,{us}
10435,Chaplin,,1992,1992-12-17,143,,"{fr,it,jp,gb,us}"
10439,Hocus Pocus : Les trois sorcières,Hocus Pocus,1994,1994-01-26,96,751156,{us}
10443,État second,Fearless,1993,1993-10-15,122,,{us}
10449,Pour l'amour d'une femme,When a Man Loves a Woman,1994,1994-04-29,126,,{us}
10452,La Reine Margot,,1994,1994-05-13,158,,"{fr,de,it}"
10466,Une Baraque à Tout Casser,The Money Pit,1986,1986-03-26,87,,{us}
10474,Basketball Diaries,The Basketball Diaries,1995,1995-04-21,100,,{us}
10484,Les Compères,,1983,1983-11-23,92,,{fr}
10486,"My Father, ce héros",My Father the Hero,1994,1994-02-04,90,,"{fr,us}"
10488,L'Île de Nim,Nim's Island,2008,2008-04-03,100,232844,{us}
10489,Cujo,,1983,1983-08-10,93,,{us}
10493,Calme Blanc,Dead Calm,1989,1989-04-07,97,,{au}
10495,Karaté Kid 3,The Karate Kid Part III,1989,1989-06-16,112,8580,{us}
10514,Le Mystère Andromède,The Andromeda Strain,1971,1971-03-12,130,,{us}
10516,Le Gendarme et les Extra-terrestres,,1979,1979-01-31,96,10517,{fr}
10518,Marathon Man,,1976,1976-10-08,125,,{us}
10536,L'or se barre,The Italian Job,1969,1969-06-02,100,,{gb}
10537,The Doors,,1991,1991-03-01,138,,{us}
10543,Fear,Fear,1996,1996-04-12,95,,{us}
10551,Family business,Family Business,1989,1989-12-06,110,,{us}
10552,Cat's Eye,,1985,1985-04-12,95,,"{nl,us}"
10553,Remo sans arme et dangereux,Remo Williams: The Adventure Begins,1985,1985-10-11,112,,{us}
10585,Jeu d'enfant,Child's Play,1988,1988-11-09,87,10455,{us}
10587,Police Academy 4 : Aux armes citoyens,Police Academy 4: Citizens on Patrol,1987,1987-04-02,87,9338,{us}
10604,Zorba le Grec,Αλέξης Ζορμπάς,1964,1964-12-14,142,,"{us,gr}"
10608,Bob Roberts,,1992,1992-09-04,102,,"{gb,us}"
10617,Il était une fois en Chine,黃飛鴻,1991,1991-08-15,134,10457,{hk}
10618,Il était une fois en Chine 2 : La secte du lotus blanc,黃飛鴻之二 男兒當自強,1992,1992-04-16,108,10457,{hk}
10619,Il était une fois en Chine 3 : Le tournoi du lion,黃飛鴻之三獅王爭霸,1993,1993-02-11,105,10457,{hk}
10620,Il était une fois en Chine 6 : Dr Wong en Amérique,黃飛鴻之西域雄獅,1997,1997-02-01,102,10457,"{us,hk}"
10640,Les Rescapés du futur,Futureworld,1976,1976-08-13,107,166698,{us}
10648,Magnum Force,,1973,1973-12-13,125,10456,{us}
10651,La Dernière Cible,The Dead Pool,1988,1988-07-13,92,10456,{us}
10655,Gettysburg,,1993,1993-10-08,271,725681,{us}
10656,Subway,,1985,1985-04-10,104,,{fr}
10658,Howard… une nouvelle race de héros,Howard the Duck,1986,1986-08-01,111,,{us}
10660,Milliardaire malgré lui,It Could Happen to You,1994,1994-07-29,101,,{us}
10673,Wall Street,,1987,1987-12-10,122,52783,{us}
10675,Frantic,Frantic,1988,1988-02-19,119,,"{us,fr}"
10692,"Henry, portrait d'un serial killer",Henry: Portrait of a Serial Killer,1986,1986-09-24,82,143755,{us}
10699,Héros malgré lui,Hero,1992,1992-10-02,119,,{us}
10708,École paternelle,Daddy Day Care,2003,2003-05-09,92,228887,{us}
10714,Le Livre de la Jungle,The Jungle Book,1994,1994-12-23,115,,{us}
10722,Le Jour de la bête,El día de la bestia,1995,1995-10-20,103,,"{it,es}"
10724,"Firefox, l'arme absolue",Firefox,1982,1982-06-18,137,,{us}
10729,Hold-up à New York,Quick Change,1990,1990-07-13,89,,{us}
10730,King Kong,,1976,1976-09-08,136,135498,"{it,us}"
10731,Le Client,The Client,1994,1994-07-20,116,,{us}
10732,La Fille de d'Artagnan,La Fille de d'Artagnan,1994,1994-08-24,129,,{fr}
10734,L'Évadé d'Alcatraz,Escape from Alcatraz,1979,1979-06-22,113,,{us}
10750,L'école des héros,Toy Soldiers,1991,1991-04-24,107,,{us}
10753,Police Story 2,警察故事續集,1988,1988-08-13,101,269098,{hk}
10765,La Bidasse,Private Benjamin,1980,1980-10-06,110,,{us}
10766,La Malédiction II,Damien: Omen II,1978,1978-06-09,106,10919,{us}
10768,La Malédiction finale,The Final Conflict,1981,1981-03-20,108,10919,{us}
10771,Le Smoking,The Tuxedo,2002,2002-09-27,98,,{us}
10774,Network : Main basse sur la télévision,Network,1976,1976-11-14,121,,{us}
10776,La Petite Boutique des horreurs,Little Shop of Horrors,1986,1986-12-19,94,,{us}
10780,Un couple à la mer,Overboard,1987,1987-12-16,112,,{us}
10786,La Rose et la Flèche,Robin and Marian,1976,1976-03-11,106,,{us}
10792,Coup de tête,,1979,1979-02-14,85,,{fr}
10798,Les Chevaliers du ciel,Les Chevaliers du ciel,2005,2005-10-15,102,,"{be,fr,de}"
10802,Showgirls,,1995,1995-09-22,131,247294,"{fr,us}"
10803,L’Âge de Cristal,Logan's Run,1976,1976-06-23,118,,{us}
10806,In & Out,In & Out,1997,1997-09-10,85,,{us}
10823,Les Démons du maïs,Children of the Corn,1984,1984-03-09,93,115225,{us}
10843,After Hours,,1985,1985-08-16,98,,{us}
10849,La Rose pourpre du Caire,The Purple Rose of Cairo,1985,1985-03-01,82,,{us}
10854,Zombies,Wicked Little Things,2006,2006-11-17,94,,{us}
10859,Étroite surveillance,Stakeout,1987,1987-08-05,116,162028,{us}
10860,Potins de Femmes,Steel Magnolias,1989,1989-11-15,118,,{us}
10868,Les Accusés,The Accused,1988,1988-10-14,108,,"{ca,us}"
10890,Les Bleus,Stripes,1981,1981-06-26,106,,{us}
10897,Les Chenapans,The Little Rascals,1994,1994-08-05,82,,{us}
10911,Les Canons de Navarone,The Guns of Navarone,1961,1961-04-27,150,366826,"{gb,us}"
10915,"Un génie, deux associés, une cloche","Un genio, due compari, un pollo",1976,1976-01-21,126,,"{fr,de,it}"
10925,Le retour des morts vivants,The Return of the Living Dead,1985,1985-05-15,91,101471,"{gb,us}"
10935,La Porte du paradis,Heaven's Gate,1980,1980-11-19,217,,{us}
10937,Barfly,,1987,1987-09-02,100,,{us}
10939,Le Retour du Grand Blond,,1974,1974-11-12,80,105764,{fr}
10945,Jumpin' Jack Flash,,1986,1986-04-23,100,,{us}
10957,Taram et le chaudron magique,The Black Cauldron,1985,1985-07-24,80,,{us}
10974,Mister Dynamite,龍兄虎弟,1986,1986-08-16,94,146136,{hk}
10998,Liaison fatale,Fatal Attraction,1987,1987-09-18,119,,{us}
10999,Commando,,1985,1985-10-03,88,1149208,{us}
11000,The Birdcage,The Birdcage,1996,1996-03-08,119,,{us}
11002,"Greystoke, la légende de Tarzan","Greystoke: The Legend of Tarzan, Lord of the Apes",1984,1984-03-30,135,,"{gb,us}"
11006,Cours après moi shérif,Smokey and the Bandit,1977,1977-05-26,96,87220,{us}
11008,Major Payne,,1995,1995-03-24,97,,{us}
11009,La Fièvre du samedi soir,Saturday Night Fever,1977,1977-12-16,118,288280,{gb}
11011,Richie Rich,Ri¢hie Ri¢h,1994,1994-12-19,95,167985,{us}
11018,L'Année du dragon,Year of the Dragon,1985,1985-08-16,135,,{us}
11027,Le facteur sonne toujours deux fois,The Postman Always Rings Twice,1981,1981-03-20,115,,"{de,us}"
11031,Spinal Tap,This Is Spinal Tap,1984,1984-03-02,82,975227,{us}
11033,Pulsions,Dressed to Kill,1980,1980-07-25,106,,{us}
11034,Gatsby le magnifique,The Great Gatsby,1974,1974-03-27,146,,{us}
11037,Aigle de fer,Iron Eagle,1986,1986-05-28,117,123251,"{ca,il,us}"
11039,Faut pas pousser,Chissà perché... capitano tutte a me,1980,1980-12-11,99,351721,{it}
11046,Quand les aigles attaquent,Where Eagles Dare,1968,1968-12-04,158,,{gb}
11050,Tendres Passions,Terms of Endearment,1983,1983-11-20,132,507956,{us}
11051,La Dernière Tentation du Christ,The Last Temptation of Christ,1988,1988-05-28,163,,"{us,ca}"
11060,Affaires Privées,Internal Affairs,1990,1990-01-12,107,,"{ca,us}"
11066,Boomerang,,1992,1992-06-30,111,,{us}
11067,Les Indians II,Major League II,1994,1994-03-30,105,97771,{us}
11068,Singles,,1992,1992-09-18,99,,{us}
11074,Piège en eaux troubles,Striking Distance,1993,1993-09-17,102,,{us}
11077,Junior le terrible,Problem Child,1990,1990-07-27,81,180854,{us}
11082,La Septième Prophétie,The Seventh Sign,1988,1988-04-01,97,,{us}
11087,La Main sur le berceau,The Hand that Rocks the Cradle,1992,1992-01-10,110,,{us}
11092,Présumé innocent,Presumed Innocent,1990,1990-07-27,127,,{us}
11120,Mosquito Coast,The Mosquito Coast,1986,1986-11-26,118,,{us}
11133,Poltergeist II,Poltergeist II: The Other Side,1986,1986-08-20,90,10453,{us}
11134,Police Story 3 : Supercop,警察故事 III：超級警察,1992,1992-07-04,95,269098,{hk}
11144,Mon nom est Bulldozer,Lo chiamavano Bulldozer,1978,1978-09-15,102,,"{de,it}"
11153,Bonjour les vacances,National Lampoon's Vacation,1983,1983-07-29,98,108693,{us}
11157,"She-Devil, la diable",She-Devil,1989,1989-12-08,99,,{us}
11158,"Chérie, j'ai agrandi le bébé","Honey, I Blew Up the Kid",1992,1992-07-16,89,72119,{us}
11160,Pied-Plat sur le Nil,Piedone d'Egitto,1980,1980-03-01,108,10964,{it}
11177,Mask,,1985,1985-03-08,120,,{us}
11183,Les bronzés,,1978,1978-11-22,92,52835,{fr}
11186,"Chucky, la poupée de sang",Child's Play 2,1990,1990-11-09,83,10455,{us}
11191,Mystic Pizza,,1988,1988-10-13,104,,{us}
11205,Soif de Justice,快餐車,1984,1984-08-17,108,,{hk}
11215,Baby Boom,,1987,1987-10-07,110,,{us}
11221,Une défense canon,Best Defense,1984,1984-07-20,90,,{us}
11223,Morts suspectes,Coma,1978,1978-01-06,113,,{us}
11231,Miss Karaté Kid,The Next Karate Kid,1994,1994-07-18,90,8580,{us}
11249,Le Fils de Chucky,Seed of Chucky,2004,2004-11-12,87,10455,{us}
11259,Horizons lointains,Far and Away,1992,1992-05-22,140,,{us}
11281,Halloween 2,Halloween II,1981,1981-10-30,92,91361,{us}
11284,La Fin de Freddy : L'Ultime Cauchemar,Freddy's Dead: The Final Nightmare,1991,1991-09-05,105,8581,{us}
11286,L'Équipée du Cannonball,The Cannonball Run,1981,1981-07-08,95,101688,"{hk,us}"
11287,Une équipe hors du commun,A League of Their Own,1992,1992-07-01,128,,{us}
11296,Birdy,,1984,1984-12-14,120,,{us}
11298,Hurlements,The Howling,1981,1981-01-21,90,174218,{us}
11300,Dangereuse sous tous rapports,Something Wild,1986,1986-11-07,113,,{us}
11305,Mystery Train,,1989,1989-09-06,106,,"{jp,us}"
11308,L'hôtel New Hampshire,The Hotel New Hampshire,1984,1984-03-09,109,,"{ca,gb,us}"
11310,L'Or de Curly,City Slickers II: The Legend of Curly's Gold,1994,1994-06-10,116,150156,{us}
11317,"My Girl 2 - Copain, copine",My Girl 2,1994,1994-02-11,99,85960,{us}
11318,La folie du roi George,The Madness of King George,1994,1994-12-28,107,,{gb}
11324,Shutter Island,Shutter Island,2010,2010-02-14,138,,{us}
11327,Midnight Express,,1978,1978-08-31,120,,"{gb,us}"
11336,Dead Zone,The Dead Zone,1983,1983-10-21,103,,"{ca,us}"
11338,Série noire pour une nuit blanche,Into the Night,1985,1985-02-22,114,,{us}
11347,Le Repaire du ver blanc,The Lair of the White Worm,1988,1988-09-21,93,,{gb}
11352,Always,,1989,1989-12-22,124,,{us}
11364,À propos d'Henry,Regarding Henry,1991,1991-07-10,107,,{us}
11368,Sang pour sang,Blood Simple,1984,1984-09-07,96,,{us}
11372,L'aigle s'est envolé,The Eagle Has Landed,1976,1976-12-24,131,,{gb}
11379,Les Aventures de Buckaroo Banzaï à travers la 8e dimension,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,1984-08-15,102,,{us}
11381,Le courage d'un con,Tommy Boy,1995,1995-03-31,98,,{us}
11393,Le Meilleur,The Natural,1984,1984-05-11,122,,{us}
11400,Le Nouveau Monde,The New World,2005,2005-12-25,136,,{us}
11411,Superman IV : Le Face‐à‐face,Superman IV: The Quest for Peace,1987,1987-07-24,86,8537,"{gb,us}"
11415,House,,1986,1986-06-04,92,102782,{us}
11416,Mission,The Mission,1986,1986-09-24,125,,"{fr,gb}"
11422,La Bataille de Midway,Midway,1976,1976-06-18,123,,{us}
11428,La Nuit déchirée,Sleepwalkers,1992,1992-04-10,91,,{us}
11448,Maudite Aphrodite,Mighty Aphrodite,1995,1995-09-13,94,,{us}
11449,Amityville : La Maison du diable,The Amityville Horror,1979,1979-07-26,118,397842,{us}
11465,Great Balls of Fire!,,1989,1989-06-30,107,,{us}
11472,Neuf mois aussi,Nine Months,1995,1995-07-12,108,,{us}
11474,Les Guerriers de la nuit,The Warriors,1979,1979-02-01,92,,{us}
11477,Mes chers voisins,La comunidad,2000,2000-09-29,105,,{es}
11479,Un Indien dans la ville,,1994,1994-12-14,90,,{fr}
11482,Le Locataire,Le locataire,1976,1976-05-26,125,,{fr}
11484,Rollerball,,1975,1975-06-25,125,,"{us,gb}"
11495,Charlie,Firestarter,1984,1984-05-11,114,,{us}
11498,Dead Again,,1991,1991-08-23,103,,{us}
11499,"Frost / Nixon, l'heure de vérité",Frost/Nixon,2008,2008-10-15,121,,"{fr,gb,us}"
11507,Body Double,,1984,1984-10-25,114,,{us}
11509,Silverado,,1985,1985-07-10,133,,{us}
11510,Y a-t-il un exorciste pour sauver le monde ?,Repossessed,1990,1990-09-14,80,,{us}
11519,1941,,,,118,,{us}
11521,Le Petit Homme,Little Man Tate,1991,1991-09-06,99,,{us}
11522,Rose Bonbon,Pretty in Pink,1986,1986-02-28,92,,{us}
11524,Le Solitaire,Thief,1981,1981-03-27,124,,{us}
11527,Excalibur,Excalibur,1981,1981-04-10,135,,"{gb,us}"
11528,Le Gang des Champions,The Sandlot,1993,1993-04-07,101,87214,{us}
11530,La Zizanie,,1978,1978-03-16,90,,{fr}
11532,La Forêt d'émeraude,The Emerald Forest,1985,1985-06-22,113,,"{gb,us}"
11533,Jason et les Argonautes,Jason and the Argonauts,1963,1963-06-19,104,,{us}
11539,Don Camillo,Don Camillo,1984,1984-02-08,126,,{it}
11541,L'Année de tous les dangers,The Year of Living Dangerously,1982,1982-12-17,115,,"{au,us}"
11546,Police Academy : Mission à Moscou,Police Academy: Mission to Moscow,1994,1994-06-09,83,9338,{us}
11548,Miracle sur la 8ème rue,*batteries not included,1987,1987-12-18,106,,{us}
11549,L'Invasion des profanateurs de sépultures,Invasion of the Body Snatchers,1956,1956-02-05,80,,{us}
11557,St. Elmo's Fire,,1985,1985-06-28,110,,{us}
11561,Woody et les robots,Sleeper,1973,1973-12-17,89,,{us}
11564,Class 1984,Class of 1984,1982,1982-08-20,98,164397,{ca}
11566,Président d’un Jour,Dave,1993,1993-05-07,125,,{us}
11573,L'infaillible inspecteur Clouseau,Inspector Clouseau,1968,1968-07-19,96,937,{gb}
11578,Le Retour de Don Camillo,Le Retour de Don Camillo,1953,1953-06-05,105,11582,"{fr,it}"
11579,La Grande Bagarre de Don Camillo,Don Camillo e l'onorevole Peppone,1955,1955-09-29,97,11582,{it}
11580,Don Camillo monseigneur,Don Camillo monsignore... ma non troppo,1961,1961-10-07,115,11582,{it}
11583,La Grande Attaque du train d'or,The First Great Train Robbery,1978,1978-12-14,110,,{gb}
11584,Roxanne,,1987,1987-06-19,107,,"{ca,us}"
11589,De l'or pour les braves,Kelly's Heroes,1970,1970-06-22,144,,"{us,yu}"
11591,L'Homme aux deux cerveaux,The Man with Two Brains,1983,1983-06-10,93,,{us}
11592,Serial mother,Serial Mom,1994,1994-04-13,95,,{us}
11593,Un homme presque parfait,Nobody's Fool,1994,1994-12-23,110,,{us}
11595,48 heures de plus,Another 48 Hrs.,1990,1990-08-15,91,93295,{us}
11596,Freddy sort de la nuit,New Nightmare,1994,1994-10-13,112,8581,{us}
11607,M.A.L. Mutant Aquatique en Liberté,DeepStar Six,1989,1989-01-13,105,,{us}
11616,"Quand faut y aller, faut y aller",Nati con la camicia,1983,1983-02-01,104,,"{it,us}"
11620,Quo Vadis,,1951,1951-11-08,171,,{us}
11623,La Grande menace,The Medusa Touch,1978,1978-11-22,105,,"{fr,gb}"
11626,Fifi Brindacier en balade,På rymmen med Pippi Långstrump,1970,1970-11-14,94,11875,"{de,se}"
11630,Tels pères telle fille,3 Men and a Little Lady,1990,1990-11-21,104,107688,{us}
11634,Fucking Åmål,Fucking Åmål,1998,1998-10-23,89,,"{dk,se}"
11644,Blow Out,,1981,1981-07-24,107,,{us}
11649,Les Maîtres de l'Univers,Masters of the Universe,1987,1987-08-07,110,,{us}
11654,Les Prédateurs,The Hunger,1983,1983-04-29,100,,{us}
11657,Le Cercle rouge,Le Cercle rouge,1970,1970-10-19,140,,"{fr,it}"
11667,Street Fighter : L'Ultime combat,Street Fighter,1994,1994-12-23,102,,"{au,jp,th,us}"
11673,Cyrano de Bergerac,,1990,1990-03-28,137,,{fr}
11681,Les 2 Missionnaires,Porgi l'altra guancia,1974,1974-12-21,98,,"{fr,it}"
11684,La Cage aux folles II,La Cage aux folles II,1980,1980-12-10,101,239968,"{fr,it}"
11687,Les Visiteurs,,1993,1993-01-27,105,52888,{fr}
11689,Deux Super-flics,I due superpiedi quasi piatti,1977,1977-04-01,108,,{it}
11690,"Bloodsport, tous les coups sont permis",Bloodsport,1988,1988-02-26,92,36694,{us}
11694,Cat Ballou,,1965,1965-06-24,97,,{us}
11696,Les Grandes Vacances,,1967,1967-01-12,84,,"{fr,it}"
11709,Camille Claudel,,1988,1988-12-07,170,,{fr}
11718,Mais qui est Harry Crumb ?,Who's Harry Crumb?,1989,1989-02-03,94,,{us}
11778,Voyage au Bout de l’Enfer,The Deer Hunter,1978,1978-12-08,183,,"{gb,us}"
11780,Rob Roy,,1995,1995-04-13,133,,"{gb,us}"
11797,"Vampire, vous avez dit vampire ?",Fright Night,1986,1986-01-25,106,98168,{us}
11811,Leprechaun,,1993,1993-01-08,91,19285,{us}
11814,Une créature de rêve,Weird Science,1985,1985-08-01,93,,{us}
11816,La Maison du lac,On Golden Pond,1981,1981-12-04,109,,"{gb,us}"
11824,Teen Wolf,,1985,1985-08-23,91,43066,{us}
11827,Métal Hurlant,Heavy Metal,1981,1981-08-07,86,141086,{ca}
11829,On continue à l'appeler Trinita,Continuavano a chiamarlo Trinità,1972,1972-03-15,109,583555,{it}
11837,La folle escapade,Watership Down,1978,1978-10-14,88,,{gb}
11843,Le Retour de la Panthère rose,The Return of the Pink Panther,1975,1975-05-21,113,937,"{gb,us}"
11850,L'Invasion des profanateurs,Invasion of the Body Snatchers,1978,1978-12-20,115,,{us}
11851,"Presidio : Base militaire, San Francisco",The Presidio,1988,1988-06-10,95,,{us}
11853,Les belles de l'ouest,Bad Girls,1994,1994-04-22,99,,{us}
11856,Air America,,1990,1990-08-10,112,,{us}
11858,Opération Shakespeare,Renaissance Man,1994,1994-06-03,135,,"{ca,us}"
11859,Fair Game,,1995,1995-11-03,90,,{us}
11861,Le Patchwork de la vie,How to Make an American Quilt,1995,1995-10-06,117,,{us}
11862,Le Père de la mariée II,Father of the Bride Part II,1995,1995-12-08,106,96871,{us}
11863,Jade,,1995,1995-10-13,95,,{us}
11864,Enemy,Enemy Mine,1986,1986-03-05,108,,{us}
11873,La Couleur de l'argent,The Color of Money,1986,1986-10-17,119,387219,{us}
11874,Les 4 de l'Ave Maria,I quattro dell'Ave Maria,1968,1968-10-02,131,266731,{it}
11879,Aux frontières de l'aube,Near Dark,1987,1987-10-02,94,,{us}
11890,L'embrouille est dans le sac,Oscar,1991,1991-04-26,110,,{us}
11893,Runaway Train,Runaway Train,1985,1985-11-15,110,,{us}
11896,Balance maman hors du train,Throw Momma from the Train,1988,1988-06-22,88,,{us}
11899,Les Muppets à Manhattan,The Muppets Take Manhattan,1984,1984-06-27,94,,{us}
11904,Le secret de la pyramide,Young Sherlock Holmes,1985,1985-03-26,104,,{us}
11913,Le Gendarme en balade,,1970,1970-10-28,101,10517,{fr}
11914,Sur un arbre perché,Sur Un Arbre Perché,1971,1971-04-12,90,,{fr}
11915,Le Gendarme et les Gendarmettes,,1982,1982-10-03,100,10517,{fr}
11932,La Fiancée de Chucky,Bride of Chucky,1998,1998-10-16,88,10455,{us}
11934,Le grand saut,The Hudsucker Proxy,1994,1994-03-11,111,,"{gb,us}"
11943,Jeremiah Johnson,,1972,1972-09-10,102,,{us}
11948,Furyo,戦場のメリークリスマス,1983,1983-05-28,124,,"{jp,nz,gb}"
11950,L'Équipée du Cannonball 2,Cannonball Run II,1984,1984-06-29,90,101688,"{us,hk}"
11955,Aigle de fer II,Iron Eagle II,1989,1989-02-15,105,123251,"{ca,il}"
11963,Les Trois Jours du Condor,Three Days of the Condor,1975,1975-08-01,117,,{us}
11966,Appelez-moi Johnny 5,Short Circuit 2,1988,1988-07-06,110,86347,{us}
11967,Young Guns,Young Guns,1988,1988-02-17,102,9329,{us}
11969,Tombstone,,1994,1994-02-16,130,,{us}
11971,Beaucoup de bruit pour rien,Much Ado About Nothing,1993,1993-05-07,110,,"{gb,us}"
11972,Le Petit Monde de Don Camillo,Don Camillo,1952,1952-03-28,107,11582,"{fr,it}"
11974,Les Banlieusards,The 'Burbs,1989,1989-02-17,97,,{us}
11976,Legend,,1985,1985-08-28,100,,"{us,gb}"
11977,Le golf en folie,Caddyshack,1980,1980-07-25,118,104847,{us}
11979,La Reine des damnés,Queen of the Damned,2002,2002-02-10,101,217704,"{au,us}"
11980,The Prophecy,"",1995,1995-08-05,98,9068,{us}
11982,"Allô maman, c'est Noël",Look Who's Talking Now!,1993,1993-11-05,98,9521,{us}
12088,Fortress,,1993,1993-03-17,88,86341,"{au,us}"
12089,Le Grand Blond avec une chaussure noire,,1972,1972-12-06,90,105764,{fr}
12097,Les Aventures de Fifi Brindacier,Pippi Långstrump,1969,1969-05-09,100,11875,"{de,se}"
12101,Soleil Vert,Soylent Green,1973,1973-04-18,97,,{us}
12102,Kramer contre Kramer,Kramer vs. Kramer,1980,1980-02-27,104,,{us}
12104,Pink Floyd : The Wall,Pink Floyd: The Wall,1982,1982-07-14,95,,"{gb,us}"
12106,Mort ou Vif,The Quick and the Dead,1995,1995-02-09,105,,"{jp,us}"
12110,"Dracula, mort et heureux de l’être",Dracula: Dead and Loving It,1995,1995-12-22,88,,"{fr,us}"
12111,Les Spécialistes,Les Spécialistes,1985,1985-03-13,92,,{fr}
12120,J'ai épousé une extra-terrestre,My Stepmother Is an Alien,1988,1988-12-09,103,,{us}
12122,Le Village des damnés,Village of the Damned,1995,1995-04-28,98,,{us}
12127,Fifi Brindacier chez les pirates,Pippi Långstrump på de sju haven,1970,1970-01-24,95,11875,"{de,se}"
12139,Denis la malice,Dennis the Menace,1993,1993-06-24,95,195441,{us}
12150,Mélodie pour un meurtre,Sea of Love,1989,1989-09-15,113,,{us}
12151,Y a-t-il quelqu'un pour tuer ma femme ?,Ruthless People,1986,1986-12-10,93,,{us}
12154,Trois Hommes et un bébé,3 Men and a Baby,1987,1987-11-27,102,107688,{us}
12157,Green Card,,1990,1990-12-23,108,,"{fr,au,us}"
12158,Un vampire à Brooklyn,,,,96,,{us}
