id,site_id,identifiant
25403df0-26d5-481b-89b7-94159b12176c,5,Q709973
b9e9e696-d003-4093-ba49-a9e63a13ee0b,5,Q294927
cb9804c8-7a2e-4f77-9a0c-e543991b12af,5,Q269975
09825472-40c7-4245-b729-f377b124319f,1,17268
8a65d8a5-cefb-4ba5-9ed5-60c518c56152,5,Q295964
31f38d15-1fdc-4609-8d5f-68f668de6b23,2,nm0001102
aaa02a74-5d42-4842-a149-5a6b5c5b48e3,5,Q188137
4ec5d847-98bf-46e1-b29a-3a5fe34d83cf,5,Q722890
5cf859e8-56f6-4451-b329-2530b87e97ea,5,Q53002
8a8dc013-3ec2-4e61-8bf4-2506c346b6b9,2,nm0305296
1ce780e4-9914-4dd0-a53a-84ef720eab95,2,nm1196794
c3a51596-eb7e-42d5-8d70-ee4dbeacc101,2,nm0897505
bf81abee-e5bb-44e4-92bf-22d9b5d01653,5,Q3496872
d83dae62-1511-40b3-850e-fe164233a157,5,Q237214
aa7a390d-1ba8-4806-871f-a39d220e3382,5,Q1701175
d0a109e8-8af9-40b5-8b87-5fb9cbd1fdac,2,nm0005972
454ec208-bf90-40d4-ae70-41acf7b5ac07,2,nm0726098
ee73d21d-3f8a-4fa9-a462-a7653700cdfd,2,nm0785385
4c7e93dd-e643-48c2-ab7e-a9ed8ab2533c,1,20552
71a54f4d-bff4-4dfe-80f1-9ad9a759b10c,5,Q318374
241a4544-aceb-46bb-9228-744827d2ba7a,1,29494
5818b6a0-c862-4f00-8515-44f6b55fabc3,2,nm0001502
918d3a1a-492e-448b-bec1-07e1feb02385,2,nm0349238
5ff1a712-7a9d-4ea3-92b0-b3ce71a854ca,1,22317
3993d16e-f76b-48b4-a7e6-1c266c54f9b9,2,nm0000067
61c4a0af-278d-402d-946b-c7cd4b688142,5,Q62961
3d7d455b-456f-4d3c-be5e-12c49dff229f,2,nm0462272
6d6b9926-4fcc-4d9d-a518-c235ae6cf8e8,2,nm0006344
44625a60-0134-4163-8d57-75024fe34cd9,2,nm0236740
6a939301-14d5-42ac-9593-98b14726cfc6,2,nm0796923
aa8ea578-ca5e-42b8-833f-6b8f030d0559,2,nm0279830
58a3cb5e-8e5d-48f4-86c3-3e9f911df47f,2,nm0292155
9ecb7c39-9dc6-4af8-8f2b-d39d4ea21c85,5,Q312053
5b3b6c51-1ac3-4334-923b-8ddda2e3514a,5,Q712180
b60809c5-a878-4178-a5af-3f4e81a8b720,5,Q964311
8816af0b-22ab-4856-90d3-cd974c00d46c,5,Q719035
055abf0e-d282-4be6-8bef-9a51b9b9e7f3,2,nm0547440
d8afda78-ba3f-4f0c-8cde-8959964e85c2,1,1173107
92130895-90d9-49f0-9fc0-6efe13b526c5,1,225892
027eaaff-c80f-491b-98e3-c935859bf257,5,Q3489578
83bfa646-a8d2-4769-867c-fc201e9c65b1,2,nm0001317
b7007d03-2337-41ef-94cd-eca410b20496,2,nm0429350
b443599c-6f17-405b-910e-af97f7b54980,1,24914
c8df334f-6349-4791-9abf-3dc86bb097c4,2,nm0098559
6bfe6c85-3e45-4d99-8153-2010f9bced64,2,nm2014514
8fc3d3e3-14df-4719-ab9a-e8c1bea3b779,5,Q185696
a63bcd8c-6125-435b-851f-bdb6884dd9ba,2,nm0564777
942c8fb1-c179-4e53-907a-6ba561f78ba7,5,Q7245
fb06e810-b362-4f2b-905f-9fc20e6f2fc1,5,Q1346580
9482c5fc-06aa-4b79-a348-44edce462928,1,3829
39a5150c-c54d-42ee-aa58-fcea02bfe2b1,2,nm1297015
d62a4eb7-0230-4adb-b5d0-027a7896210c,2,nm0627262
4a3dc803-a9e6-444c-8da1-368a535b7db6,5,Q313377
eb029103-19e7-4826-88f7-91903e5243b6,2,nm0006235
176d46d3-98e2-438f-b134-753f435570b9,1,26502
f00d628e-ae21-44ab-8330-2690b7d52d99,2,nm0203661
48e56314-4e9c-4fc7-a0a0-d98d5326f45b,2,nm0199660
69c8522f-3975-49d6-8978-e1c8606a05e3,2,nm0422791
2ef60e47-e58a-4815-bbb7-738e235b664a,5,Q310367
cc9d1a2f-79e7-4a44-ab43-d853cd398d70,2,nm0006165
ae12e5a6-4853-49fa-a5c3-f434471fa9b2,5,Q529696
5536e7b3-39bc-4f3d-ad30-0c4b196f93a6,1,57865
5ab427b2-50ca-4647-af42-012c5d599fdd,5,Q367084
dc32d442-0c57-4206-829c-dcf7133f33ce,1,69900
503fd014-ae27-4136-9683-a7e27e703954,5,Q111074
03bfee64-d1f4-4df9-92af-cefb41238336,2,nm0001649
54c75bea-8026-4e1d-a382-054352c650ec,1,4082
b2dbfff8-2da9-4691-9e73-7fbcdcdb2fcc,1,24798
98667488-b286-4419-8779-d70a2497d7d8,5,Q266429
838fdeed-2846-4131-a721-cd8e86ffacea,2,nm0000776
d1d7a1a5-bb64-45e2-9595-5c7c8a31df73,1,58728
ddf98218-d902-4176-b062-62e53deb71fb,2,nm0902129
6bd96ffb-281e-4712-89c3-daba32c1d7ba,1,87463
ff270c86-6154-4358-8ed2-d688675b18f9,5,Q448566
c8a07d00-8ea3-48fe-9925-2cf7ca18ee24,1,151394
ec8746a3-b544-4a5b-99ad-e44753db50a9,1,1386296
bf66a5ed-6e76-4fd8-823b-8ece9de032a7,1,24955
eff93ca7-8984-4f45-b217-4764d81e9b04,2,nm0716457
506ff4f3-eb1e-4125-87db-b45e7c68f3c7,1,161745
0c2f6284-1ad1-4fe1-87c0-3bf34e3f0fe0,1,5572
dc5985a7-415e-4b7f-9768-6378c97e55da,1,1016872
246075a8-476b-4743-b4a4-67cf7128542c,1,12939
a4b69f5f-d0f5-427c-8800-7cb683d320f7,5,Q746932
f46ec750-4a76-4c02-8c74-395c8445fa24,1,1130686
fa5d5e53-7b7c-4233-b426-0423bf35f8a7,5,Q263772
9aa14350-7fd4-4e6f-8365-d8bb1d2f6ff7,5,Q971735
0ed89573-1089-45a9-941f-cf9ff67b0843,1,40035
f56fbbdc-9939-4960-bb42-998aa70ef7ce,1,72635
ac408fbb-df5e-47b1-beb9-b02c5b8d6857,1,10492
e255e9c9-099a-4e40-b42d-b8b243f3ea83,1,9202
3ff15aa2-7f11-43b9-82fd-2900445309b4,1,28155
9ac22027-1382-45e5-9402-3f26906494ff,1,35073
9beac602-c66e-4f3f-a5e2-8e4497ab056f,1,1024736
27c576df-56b9-4417-9a6b-240d5b5a720b,1,20104
92dcb37b-6331-4235-91bd-4c23b3e18231,1,40438
5604b6e5-3b99-427a-b8b3-9ddc30224bbd,1,72141
dda5b0e6-5b54-404e-8aaa-4e2d7a2941f9,1,17004
0df9989e-bbab-4341-b80f-6a630039df5f,1,9790
ca003363-bc63-4e79-94a0-d3b5ae1cde35,1,23486
a0a12da4-e2f7-4f2c-a306-97e27b1749bb,1,10934
3e5b94b4-91aa-407f-86f1-10b5504242ff,1,9160
f45801fe-26a1-4343-bafc-34d9d7c49216,1,8485
21ebe214-7b8e-4ac3-bb1c-b6ba8a6d6cdc,1,4500
49325dd4-b7a6-4fb2-a377-ce1391e73375,1,10572
a27fc5de-ca8d-4560-8110-59e3d32b5e7d,1,119798
1381852d-13d6-4c57-8190-70d4cc2a7d2e,1,14971
d08637a5-8a39-4e58-9cb0-34d2cef60395,1,56931
0e289c4b-e10b-4cdb-8506-949c7ee8d14c,1,1741885
881bb84f-4030-4e33-8d17-ba58fd4f5066,2,nm0005540
dafabd3a-29fc-44e8-aa49-145f0e7e757e,2,nm0541632
174fcbe2-f624-4385-b751-80818bc45155,2,nm0929186
5011da49-7370-4c24-bb9d-db2deb98b29a,5,Q665744
8ef61b5d-0e03-4f16-bcf2-bed307c24195,1,70449
363a0c28-98d5-4735-bf46-249849cf332a,2,nm0001681
fc899292-2be7-466a-8c4c-39b75618cca3,2,nm0419986
f8c01140-a3b6-4cf6-a1fa-d40e1be6defa,2,nm0426095
e605c18f-8f35-4b4f-826f-8bb3c2cb1178,2,nm0142286
8a65d8a5-cefb-4ba5-9ed5-60c518c56152,2,nm0269463
20ed145d-412e-4a78-980e-6812bfe19f1e,2,nm0546672
31f38d15-1fdc-4609-8d5f-68f668de6b23,5,Q455279
aaa02a74-5d42-4842-a149-5a6b5c5b48e3,2,nm0009190
6af98669-004b-4d70-839f-e01c18cefa72,5,Q55260
578ed45b-edca-4465-b142-40a0e256569f,5,Q539703
5b35204f-55fd-4034-ae9e-6e80295dd9e5,5,Q721389
59b4abb1-90dd-4697-a7ed-a4a234a73eff,2,nm0679326
75bd9383-0241-493f-b8cc-32f1ff3abec2,2,nm0000265
984184bc-4ecb-4849-b74f-3aca5caf47fd,5,Q57316
257a4d28-0ace-45c6-bcc0-7db7b498fc74,2,nm0108745
50bf21dd-c7ff-4172-8482-cdfa43add6a4,5,Q951493
5364b4f4-10a5-42a8-87da-eea446be19c8,5,Q345325
4e756a99-0733-4dd6-8725-0a1f06bd09a4,5,Q484779
d8e423d8-143c-4fda-8a44-4e8b4e50a52d,5,Q432265
eaf9d7cc-a7c1-4a83-b644-a8b3d630047f,2,nm0405336
68d24155-aa5e-4061-9dc1-55d802ee34cd,5,Q40791
4a01966f-53ec-4351-bb20-2df8d9335202,2,nm0006233
99fc8715-d0d6-49d6-9255-ffba28ff0ba9,1,1885
0fbf7806-9be2-4e95-b68b-76bc3d6139d4,1,126585
68f010ab-caaf-430d-9668-de4d430b8a17,2,nm0002008
ed469c3e-2d94-4e38-9b98-251502005d96,5,Q202172
f6a3110e-12e7-4179-95fe-cb95363a97a7,5,Q939079
3dede616-b6db-4963-80d7-7d0bff8bafd2,5,Q464534
b60809c5-a878-4178-a5af-3f4e81a8b720,2,nm0006043
1faf7266-039e-42bd-9f3f-c948f674a9af,1,2490
c54783a6-1130-48c1-8e46-e2e77cdea2ce,2,nm0147575
f350f84f-ad88-4a09-acb2-ff07e5ebcb48,5,Q7934
c104700f-582a-443f-8cce-5f36405ec867,2,nm0018583
fd02f5ea-a568-4aa8-8995-d90df01aee1b,5,Q55767
c3e420d2-62e7-49d3-9cde-1532e801ed41,1,947
264035dd-691a-4196-ab02-726d3734a5e3,5,Q318026
4029ce68-3d06-4a6b-b385-40cdfb10e145,5,Q214622
a6fb636e-1a5c-4413-bd26-34466324c4ff,1,1812185
ebeffe28-6ab6-49ca-81f0-5ead7ac84778,1,545679
c1b0264b-9e2e-46d4-9523-9e6b859d01a0,5,Q148234
5d07741b-2da8-4c2e-9d2a-e85e3e854331,2,nm0479583
1b3a4366-d13b-4a4d-8e66-352aab3e7817,5,Q5950
1c830a17-ed42-45cc-865f-7796b54c0dad,5,Q334958
55386f2e-7ee7-4c38-872f-91f0eb29463f,2,nm0000823
29e646f9-69b2-452b-99f5-d2bfe7fa0ca7,2,nm0343165
6b68048e-f6a0-4edb-b3b1-22c2b0f85a97,5,Q213900
8244153a-dfa2-4bf0-822b-eaeef4a8396d,5,Q158250
294341cc-a210-4adc-8c07-f12532ba50d1,2,nm0380282
caf57934-6007-4b67-b21a-6759ac3c2601,1,22636
f4210a59-3996-49e8-8f4a-ee2485cadadc,1,2308
ca7f30d3-9e55-4f5f-9af3-6d9a37404a11,5,Q1740191
814abdf3-dea8-45c5-8112-7666517a6248,2,nm0764832
747f85fc-a088-48f9-96cb-3c4a62440404,2,nm0671210
e255e9c9-099a-4e40-b42d-b8b243f3ea83,2,nm0429293
18943b91-4872-45a1-b234-40491ebacd34,2,nm1157480
67c7a62d-2ec6-446c-b5ea-11c90b94a84b,2,nm0169552
d2a66da8-1db1-415d-923e-a9d35bf364aa,1,24478
95536f8a-feb4-4772-bcda-2f0f16121131,2,nm0624217
b59fe97a-50de-4df9-a650-6c25e6dbe179,5,Q298658
b1dfeb03-cb11-410d-81b3-7497013246a0,2,nm0099541
e4dafb71-da99-4851-b415-aff9b6bec66c,2,nm0006263
3ff15aa2-7f11-43b9-82fd-2900445309b4,2,nm0547579
f4e24088-edad-4b00-b13e-99910b2e3db0,5,Q318287
2ac8814e-64f7-4156-be4d-bca1c4b84387,5,Q2669574
94fe79b5-a9e0-490d-b445-0e0d9f57b517,1,1045
9ac22027-1382-45e5-9402-3f26906494ff,5,Q594586
9beac602-c66e-4f3f-a5e2-8e4497ab056f,5,Q31164
27c576df-56b9-4417-9a6b-240d5b5a720b,2,nm0677639
dadc6be7-5e52-4b08-ade2-503c4beea5ca,1,2227
93ff5fb9-3b27-43e3-a430-8be08351a2cc,2,nm0006055
dc0c3439-cd14-4c6c-9bda-b6595a364761,1,33279
57daaa0d-7243-47a6-b00f-605ce4fc55e5,1,49454
d8d56827-84c1-41f9-94ca-8c67f905ea63,2,nm3123612
973c1f14-b498-40df-a7b6-44153c64281b,2,nm0764592
a319b40e-cbaf-4a56-9298-638f633e5646,1,9769
cf7aa04b-5bfa-499b-96c2-bdbe9de37e56,5,Q212476
aef110fb-9e2a-4d45-9b0e-fca2bd08cd6e,1,58864
dea3c291-d9ac-4c2b-9608-0c08045f5deb,1,19665
abf04d95-6d19-4577-9e57-e316080e2671,1,1921244
91379e29-0339-4119-bccd-a98a4ca0de6d,2,nm0000824
7583b14a-7a72-41f2-bf91-2d57937cfaf2,2,nm0588883
800bd466-3d2e-4466-b3ad-1214d997786c,1,70380
3a53a0b1-6a16-4892-819c-9affb39d3167,1,2554577
3a8b99b8-b098-4240-8096-ff0d68fcb03d,1,37187
540f8f57-7f7e-4983-ad60-1454e63e90bd,1,58046
a0a12da4-e2f7-4f2c-a306-97e27b1749bb,5,Q313281
c093db96-c0e4-4dd9-ba0d-172f43f78999,1,1071189
3952e3b9-3661-4e9d-9791-7d0fd145998a,1,1500631
e43bcff8-2a5f-4b3d-98b5-57a71930cbc5,1,568289
8184de2c-3cef-47c6-a166-77e38de608e6,5,Q105875
d83a0337-a82e-4812-8085-6eb1f673ace3,1,58124
b04bd9b4-8b79-4dc0-a569-9395bbec1e48,1,1435494
26d5a442-e06c-426f-bbdf-45687da520fa,2,nm0000168
526dd416-bc52-4450-8867-dce83f8280a5,1,557090
d45adb5e-ab97-48a3-941f-1f157f25eb84,1,1893028
0a28ca55-8333-43b3-9ae2-c95ad96ab0c2,2,nm0174410
655ef0e7-0fd9-459d-9bf5-086caf679488,1,14702
67bdfa2a-339a-4072-8e9d-4a15c2add543,1,19646
95da3c96-b306-4694-aa63-678d865edbf5,1,3131
7d5be22e-928c-4f5b-a396-ab610d04a12e,1,75459
1676f6d3-0bcc-49d4-828c-bb8b5d7b1473,1,54449
9f74b34e-1ecf-48dd-827c-17c9853b80d2,1,2398
bd769bdf-23ac-487c-a962-2a2e7c0e5008,1,21810
4e537f81-e393-465e-aac7-db683667f42a,1,9204
3063733a-9626-43ee-9cbc-4721fe905dcd,1,10364
4157d873-250f-4dfd-9cbf-d3c3821b670c,1,1118227
b3a9bf4a-8fc6-4e0f-9d43-bc2a21cdbe20,1,1729
c579dd33-bee1-41dd-9345-d48b09688972,1,2949
d8906ec5-fff5-4881-9265-bfaea408941e,1,1181479
88798121-6737-49e8-96e1-97b2a7805f13,1,23451
37422808-ea5f-4692-8a16-1f8c6aa64f0d,1,42623
0bd9d112-c625-4fc3-9ce3-83afd7007302,1,4069458
19f5f25a-524f-4254-8c62-86cfc4169857,1,1807
ca012900-ae86-401e-9234-1a6369587344,1,1643846
e813099f-b443-4850-8a37-1e1e5120a010,1,66855
eec80990-1186-4dff-832a-0b741415d569,1,21672
8f603441-7cba-4a2d-aad7-294e80d5a7d8,1,57949
6b7039d4-df3a-4fc2-a29f-b67a026a7268,1,69544
241c7db2-701a-42d2-a472-4bea1ad7246b,1,1566195
99d72359-4c55-46f4-941c-d7b68726f310,1,4055
a8284b74-9799-4cb8-b0cc-5c9b1d36c928,1,69086
f64bcee7-b04e-4030-9e6f-3cecb8d8f5dc,1,1544681
6447e3c5-08d1-49d0-aa70-df0978422a40,1,100398
d19747ea-f767-439f-a009-e09f22283f82,5,Q449220
4eb2e6a5-8992-4af2-b3bf-a094840ce946,1,5393
86c98ff4-d4c6-425a-bfc5-d54e6ceafae9,5,Q507334
b33e3a85-801f-4826-b2a9-f5d4b3a237ca,5,Q81364
b6b4d337-9e00-4561-94f1-73bc7e296407,1,31062
78ac7eb9-ce14-4d0b-85e9-c1cb5a2b75ab,1,2201
356fc23f-466a-4746-8344-7db81c1011a8,1,62719
37263452-9cc1-4740-bd70-876c5c49b7ed,1,12253
e3f87368-8505-4189-96e8-ebfb9ce2284a,1,73233
076bd3fa-1dae-4b00-adec-a9219927b5c3,1,69786
b66bd1ef-fe7d-4231-bc69-bbdecdd89aff,1,11678
c0095a38-2a05-4589-a400-3f13614587d1,5,Q335605
14d70e72-763a-438c-874f-7499738eb171,1,70665
aa941059-3400-4d1c-9753-095f2d06f001,1,241
39e88158-0d86-4a0f-919f-ac8459cfdd42,1,14002
4a0e4ada-cda8-4a84-ac3b-9e7661c21010,1,49505
673f5311-b85f-45c4-b307-98a8622baf0e,1,24426
2d5487b7-70fa-4268-818b-dcc20eee23bb,1,1458871
531d0109-a630-4567-8f6c-fceb7834cd85,2,nm0002217
bc5788ce-1bd9-4777-9905-b5510eacfbe2,2,nm0253844
cbf3c2cb-f6f3-45dd-80a7-041e202ce0b9,5,Q36322
859e8c5d-2a10-4b05-b980-a881c96f8ea9,5,Q313537
a2e774f0-5767-4407-ab1c-a868217098da,5,Q2856426
962bac96-5f01-4956-b3da-6185e5c0dafe,5,Q183492
a114cd9b-140e-4faa-8c45-e5519ab06350,2,nm0799442
321c03b7-dc1f-43cd-bfc1-a4035487be5f,2,nm0006195
30aa59b5-e2f8-4ddf-9d06-bd50eb65916e,2,nm2064031
6af42e6c-5730-44fa-9e1b-476580b19df5,5,Q315763
2bfedb50-0b6b-45e1-b3b5-24a8394f717c,1,92704
4529e955-6a5f-4b0f-8962-65d48dd77afa,5,Q40067
e8989c6c-0ad4-4b07-88f1-ccf4d4abd2b3,1,136911
ed95aa45-2699-4381-9a7d-4a7bf8718216,1,28866
651a85af-bd07-41a4-8728-4297950bccf1,2,nm0332143
529824b2-92d8-44e1-bac7-5ca51a7ef3e9,1,3290
67677a1e-ba25-44e8-8301-b4125032d55a,2,nm0171170
c858fad6-e281-4e50-861f-e9d94c72747f,2,nm0930241
09f30a1c-677e-4e40-9c0b-7ca845c3ec5c,2,nm0421099
a3f9e846-a5ac-409f-82e9-bcf900a1cfd0,2,nm0316471
7e30b1a3-438e-406e-9b8b-f070b9ca135e,5,Q1910464
9cd988d5-11a1-48ba-b8a2-5d123481adf4,5,Q356537
8a46c562-e2ad-48e1-a6ef-76c794636f4a,2,nm0213281
c9e467af-d71a-4dd7-9863-8860e6bb3748,2,nm1419440
e894ef58-ca0d-4a2f-b185-ca8f77db343e,5,Q111436
6c872791-0660-495a-8d7a-8911111e2256,5,Q361670
1c1d2940-8378-45ba-aeb4-da709fc873bb,2,nm0469380
11d4d7c6-5735-41dd-baf3-1309662b36b3,1,1029771
685c7858-cb11-4868-94c7-aa7a64b8cf4e,5,Q961851
bf9526a0-7679-4e2a-9a1b-a06ac5463bde,2,nm0319654
7e0b8dd2-573e-468e-a20b-e6cddc7a0a51,1,15775
45f36616-817e-4d82-b972-17ff40d5ac05,5,Q535
6b4ad381-530d-492c-bdf3-627030b55c75,5,Q715206
8dbbcbcc-4618-4976-90ec-60bdb1de95a3,2,nm0647144
b0b96266-5019-4444-921d-e380029214f8,2,nm0410574
c1b0264b-9e2e-46d4-9523-9e6b859d01a0,2,nm0123194
027eaaff-c80f-491b-98e3-c935859bf257,2,nm1185849
5d07741b-2da8-4c2e-9d2a-e85e3e854331,5,Q3172921
046d31d3-9bc1-422c-af16-3fde70daa955,2,nm0492747
6373375f-7eca-4289-b0d1-3bf60f11b021,2,nm0006173
1c830a17-ed42-45cc-865f-7796b54c0dad,2,nm0522223
8221e033-4318-4a6d-8c54-6d60794588cf,2,nm0485788
b5c7ee6d-b5f6-4cde-a35d-82f0e27a402d,5,Q395124
55386f2e-7ee7-4c38-872f-91f0eb29463f,1,5628
908b6783-4169-4d3d-a6fb-2fa33935bc5d,5,Q229181
2c75bf62-52a7-4dda-b02b-d66243389546,2,nm0328959
cf7ed20f-b7ef-4fd7-a87e-e1394ab3a5ca,5,Q111240
f2fb6313-2bc8-4a53-8da2-07280712eadc,2,nm0413210
eb670ab1-e3ee-438b-8f36-a25d11b5c6d9,2,nm0548579
15dd1fb6-2f83-4a66-8ab2-491b39244c06,2,nm3737483
06b05a8d-4707-4398-82da-8e7e05f2b6e3,2,nm0888725
942c8fb1-c179-4e53-907a-6ba561f78ba7,2,nm0878494
fe1b6091-33ee-4937-ba6f-1a92aa7672f5,2,nm0949030
e80dae2e-2aeb-414d-bbbe-0734a9df7348,5,Q181667
5ffc4300-1d92-4818-b74f-bd2ba6c94cbc,2,nm0111577
f6915fdd-bba1-4635-91d3-663c2ba021b1,5,Q239527
ed48aab5-21fb-4d3e-9c33-47b0b629be79,2,nm0410958
3a8b99b8-b098-4240-8096-ff0d68fcb03d,5,Q327866
55cd93bf-5951-4afa-a73c-606f03bef2db,5,Q176945
ff46689d-86f5-4605-be1b-a88c0c2b6eff,5,Q34743
64bf51bb-c9b8-4cb8-bda8-9433e608d489,1,2578
c14be58c-4677-44ea-a00b-a23f904a15f5,2,nm0006133
d9165c9d-8c23-4a7d-98c6-a963c10d3ddf,5,Q364875
921ba902-f0cf-40ea-8dcc-41ec64b2924e,1,10724
93973b9f-5867-440c-b87b-03252f1f8c68,5,Q36949
28971a2e-461c-44e2-a7f6-7298c6c64a0e,1,35585
ffc846ab-f62c-4da9-860d-102c2d0d8e54,1,67764
33a4ac6c-2a9d-440e-ad86-b6ca3834262e,1,53558
f015c11f-f38d-439a-b437-5223ceab83df,5,Q504
38f663af-1b49-4500-b32a-b2e289bca151,1,65617
c02ff350-6b00-417d-9846-cd18abfb4e0c,5,Q82104
fd6748b8-6915-4d1f-a13a-77f8d8233b1b,2,nm0536249
4faae48a-cfc2-4443-b0e3-f31c5584ed9d,2,nm0482365
4157d873-250f-4dfd-9cbf-d3c3821b670c,5,Q714739
b3a9bf4a-8fc6-4e0f-9d43-bc2a21cdbe20,5,Q106221
3a822874-dc77-48d3-9659-58a8fe648180,2,nm0450361
3c7d3c07-21a6-45c0-a4ec-1770282cbb6a,1,12701
b06cad6b-ff43-4451-952d-9dda7349c54a,2,nm0933727
f522f65b-e96d-474f-be86-ed4954d3e79b,1,66887
c52d3a4e-aa33-4efa-90d8-61c238d855a0,5,Q9711
828b9fa4-4bd9-4f0f-be5a-fea96d64bf4e,1,799
d8906ec5-fff5-4881-9265-bfaea408941e,2,nm0762863
186adfaa-2d37-49d5-8c61-32498657c26a,5,Q2061052
88798121-6737-49e8-96e1-97b2a7805f13,2,nm1011065
3cb922b6-e6d0-46a5-b426-a366c3d5e30c,1,33216
1381852d-13d6-4c57-8190-70d4cc2a7d2e,5,Q81071
19f5f25a-524f-4254-8c62-86cfc4169857,5,Q611672
f6753216-6570-4918-b782-d8d740181965,1,65556
610a2b75-9e6e-4c94-a4ac-3c9baf3a6048,5,Q168155
7c0cadb8-8c28-4756-8fb2-9cf3e737dd6e,1,15520
5102719f-f9b9-45c0-bb0a-61f7b2c8fb10,5,Q38554
dd0e8e7b-0d5e-41da-96ac-556f56113d32,5,Q976428
c8e8076e-ad18-426b-b0e6-e81afd5f5cde,1,121230
eec80990-1186-4dff-832a-0b741415d569,5,Q538508
a99b4588-483e-48ec-b909-b01962749e71,5,Q3568316
8f603441-7cba-4a2d-aad7-294e80d5a7d8,5,Q216195
f744dfb1-414f-457c-9615-49ab40cbd908,1,66992
ec016d0b-c6ee-4c94-ab9c-b7f88d4799d8,1,69545
bc0c47f7-3fd4-4728-8e42-fad3cff8f338,1,2806818
24d716ab-bc00-4f0f-b13e-05652befe048,1,28156
558a170a-d56d-4bf0-9de8-6f6d2b1bbdfb,1,10536
5f095bf7-6304-43ad-8b6e-8a8d62c1c3ee,1,56811
9d98bb0d-aea2-46b8-a860-def4fbfa4ab1,1,2704
4dcc6992-524f-4ce5-8b79-5268335a02eb,1,1360
c9c958a5-2912-4e34-ac6d-8f0944c1d4e7,1,69160
9ad2b742-5992-41ae-94d9-6e440073565d,1,1225
5e5383d9-7c06-417f-bfa1-edfeee9e0d30,1,70310
393b5733-3d0a-4178-87db-8cc717754053,1,1559992
79f7db00-9d17-49ed-8f3f-010cc5931f25,1,220903
98e30ae6-f4cf-4863-b7fb-8609cac97a78,1,67450
97d8474e-ffc7-48cf-8392-f247f99027a0,1,969021
a00226a1-26c4-402c-a663-7e26247a1ed3,1,9245
205e9a0a-1ee2-4495-a38d-8df0f9697afc,1,2214
1b05738c-2131-4435-873b-c7336c2f6ab1,1,9989
0c1af6d8-c744-4c69-b820-b3c77c87380a,1,39031
57b12856-f666-40a7-bbcf-fefa6a7e6396,1,1760
87cb0153-24d2-4c55-8b7b-d97ca3c502d0,1,3139702
33365a83-f403-4703-a772-dcfb092a95bd,1,1176322
70c6da0d-aaff-441c-965e-ab666403bf98,1,6469
9f589a2a-93f0-4ddc-8cfb-93e4f894fbac,1,83156
ae2972d2-2a79-4103-beb1-2ef69087c9f1,1,25315
23cd4edb-007f-4dd6-ba4f-9c876d5c424e,2,nm0001277
04ad598b-f76b-4d14-9fae-00437881e995,5,Q83566
dd0d3199-6331-4e71-b6bc-b503d848a333,1,24717
cd43e0f9-b390-4ed4-8678-5517d0f86f7a,1,11201
d1b5eea4-2394-4136-b5f4-6ebc6869f299,2,nm0001812
322fb6b8-6a74-4b09-8ef1-4c9671ad255c,1,32094
9cabf13e-ce81-4ab8-8d9a-71779bbf7201,2,nm0000174
6e4ad1d5-b8e4-4691-86f6-a44325250899,1,646849
ec70b59b-2b49-4122-97a7-e1598b95500f,1,16171
6a4496c1-ca46-47da-8a14-0a79ea36e036,5,Q113559035
b20e365c-dfdb-49f2-85d5-4fab6085d3e6,5,Q714
39e2a96b-0e38-454d-a748-10be5444bebc,5,Q313554
91db87cb-95b8-45c2-bc7e-ad035b179260,5,Q722333
150d01af-fda5-42f4-9fee-66d4d996b04e,5,Q310379
798e20ef-1d7d-4d21-935a-1c748dc87e04,1,198949
6310458e-db5a-475d-ad05-ff07e848cc48,2,nm0588082
3c71dddb-81f1-4e8d-a264-564865162f57,1,938234
77f9adf0-1578-453e-aa10-38ec0b8c9386,5,Q188176
55a01a64-c26b-4b21-88b6-3dc8d3143354,5,Q272610
45b06f48-3d6a-4c09-bfac-f48386070439,5,Q313639
a2166141-be57-477b-b465-09ba1bd7edb8,1,62038
755f7df4-6fa2-4dbe-b626-5de0b6809708,2,nm0648238
d8afda78-ba3f-4f0c-8cde-8959964e85c2,2,nm0465261
c9abd801-0b54-438c-a96f-4b6a87168856,5,Q2316409
9a9b19f0-0160-4fa6-aac5-a510583205ae,2,nm0914612
91a6d3ff-37b7-48d0-a5b9-a325d2f6e096,2,nm0199722
1b3a4366-d13b-4a4d-8e66-352aab3e7817,2,nm0113768
309ac3a5-ac21-47b1-8935-84241a31c3dc,2,nm0677514
29a1165a-0282-4c9f-a7a3-187d7522334f,2,nm0006250
f57ec242-0384-4ec5-99b6-6c2ffc181121,5,Q45909
b5c7ee6d-b5f6-4cde-a35d-82f0e27a402d,1,34637
8becfa3b-8cb0-4d62-a6e2-494a165fbd4c,2,nm0307257
ff1b265c-c3b9-4489-bea1-2cc0229eb2a7,5,Q592174
d9b975ba-5d65-4647-a184-f3acd9714a1a,5,Q822345
6b68048e-f6a0-4edb-b3b1-22c2b0f85a97,2,nm0006130
8b559dcd-2959-462d-969e-f5217cfffdaa,5,Q2540023
70aa643b-605c-414b-80b7-f3902e87aaf2,2,nm0006316
0e5a3421-bd8b-4dd0-89d6-12ed38352299,5,Q83906
dee592c1-a8fd-4dab-bc77-7991e42591a6,2,nm0000492
