id,site_id,identifiant
1,1,21
2,1,1
3,1,23
4,1,4
5,1,5
6,1,559
7,1,174
8,1,33
9,1,60
10,1,2
11,1,7
12,1,14
13,1,35
14,1,9195
15,1,25
16,1,13549
17,1,7961
18,1,3166
19,1,41
20,1,1155
21,1,275
22,1,461
23,1,56
24,1,1444
25,1,356
