IdAlbum  ,ISBN              ,Serie                                               ,Num       ,NumA           ,Titre                                                 ,Editeur                     ,Collection                           ,EO       ,DL         ,AI      ,Cote ,Scenariste                ,Dessinateur              
131744   ,9782800150246     ,"Seuls"                                             ,6         ,""             ,"La quatrième dimension et demie."                    ,"Dupuis"                    ,""                                   ,1        ,06/2011    ,00/0000 ,     ,"Vehlmann, Fabien"        ,"Gazzotti, Bruno"        
160602   ,9782800153131     ,"Seuls"                                             ,7         ,""             ,"Les Terres Basses"                                   ,"Dupuis"                    ,""                                   ,1        ,06/2012    ,00/0000 ,     ,"Vehlmann, Fabien"        ,"Gazzotti, Bruno"        
195535   ,9782800157092     ,"Seuls"                                             ,8         ,""             ,"Les Arènes"                                          ,"Dupuis"                    ,""                                   ,1        ,11/2013    ,00/0000 ,     ,"Vehlmann, Fabien"        ,"Gazzotti, Bruno"        
253362   ,9782800160948     ,"Seuls"                                             ,9         ,""             ,"Avant l'Enfant-Minuit"                               ,"Dupuis"                    ,""                                   ,1        ,10/2015    ,        ,     ,"Vehlmann, Fabien"        ,"Gazzotti, Bruno"        
289528   ,9782800167176     ,"Seuls"                                             ,10        ,""             ,"La machine à Démourir"                               ,"Dupuis"                    ,""                                   ,1        ,11/2016    ,        ,     ,"Vehlmann, Fabien"        ,"Gazzotti, Bruno"        
334264   ,9782800170473     ,"Seuls"                                             ,11        ,""             ,"Les Cloueurs de Nuit"                                ,"Dupuis"                    ,""                                   ,1        ,06/2018    ,        ,     ,"Vehlmann, Fabien"        ,"Gazzotti, Bruno"        
389722   ,9791034733583     ,"Seuls"                                             ,12        ,""             ,"Les révoltés de Néosalem"                            ,"Dupuis"                    ,""                                   ,1        ,04/2020    ,03/2020 ,     ,"Vehlmann, Fabien"        ,"Gazzotti, Bruno"        
1163     ,2-84055-177-2     ,"Sillage"                                           ,1         ,""             ,"A feu et à cendres"                                  ,"Delcourt"                  ,"Neopolis"                           ,1        ,02/1998    ,        ,100  ,"Morvan, Jean-David"      ,"Buchet, Philippe"       
1625     ,2-84055-260-4     ,"Sillage"                                           ,2         ,""             ,"Collection privée"                                   ,"Delcourt"                  ,"Neopolis"                           ,1        ,05/1999    ,04/1999 ,70   ,"Morvan, Jean-David"      ,"Buchet, Philippe"       
2022     ,2-84055-448-8     ,"Sillage"                                           ,3         ,""             ,"Engrenages"                                          ,"Delcourt"                  ,"Neopolis"                           ,1        ,08/2000    ,07/2000 ,25   ,"Morvan, Jean-David"      ,"Buchet, Philippe"       
114613   ,9782874427459     ,"Simpson (Les) (Jungle !)"                          ,11        ,""             ,"Cirque en folie !"                                   ,"Jungle !"                  ,""                                   ,1        ,08/2010    ,        ,     ,"Morrison, Bill"          ,"Morrison, Bill"         
79709    ,9782350784953     ,"Sisters (Les)"                                     ,1         ,""             ,"Un air de famille"                                   ,"Bamboo Édition"            ,""                                   ,1        ,05/2008    ,        ,     ,"Cazenove, Christophe"    ,"William"                
2112     ,2-84565-017-5     ,"Sky-Doll"                                          ,1         ,""             ,"La ville jaune"                                      ,"Soleil Productions"        ,""                                   ,1        ,11/2000    ,        ,120  ,"Canepa, Barbara"         ,"Barbucci, Alessandro"   
12582    ,2-84565-209-7     ,"Sky-Doll"                                          ,2         ,""             ,"Aqua"                                                ,"Soleil Productions"        ,""                                   ,1        ,04/2002    ,        ,35   ,"Barbucci, Alessandro"    ,"Barbucci, Alessandro"   
53538    ,2-84565-687-4     ,"Sky-Doll"                                          ,3         ,""             ,"La ville blanche"                                    ,"Soleil Productions"        ,""                                   ,1        ,01/2006    ,        ,     ,"Canepa, Barbara"         ,"Barbucci, Alessandro"   
1106     ,2-8001-1819-9     ,"Soda"                                              ,3         ,""             ,"Tu ne buteras point"                                 ,"Dupuis"                    ,"Repérages"                          ,1        ,03/1991    ,        ,80   ,"Tome"                    ,"Gazzotti, Bruno"        
1107     ,2-8001-1948-9     ,"Soda"                                              ,4         ,""             ,"Dieu est mort ce soir"                               ,"Dupuis"                    ,"Repérages"                          ,1        ,02/1993    ,        ,29   ,"Tome"                    ,"Gazzotti, Bruno"        
12278    ,2-8001-2059-2     ,"Soda"                                              ,5         ,""             ,"Fureur chez les saints"                              ,"Dupuis"                    ,"Repérages"                          ,1        ,11/1993    ,        ,55   ,"Tome"                    ,"Gazzotti, Bruno"        
808      ,2-8001-2136-X     ,"Soda"                                              ,6         ,""             ,"Confession express"                                  ,"Dupuis"                    ,"Repérages"                          ,1        ,10/1994    ,        ,16   ,"Tome"                    ,"Gazzotti, Bruno"        
926      ,2-8001-2348-6     ,"Soda"                                              ,8         ,""             ,"Tuez en paix"                                        ,"Dupuis"                    ,"Repérages"                          ,1        ,11/1996    ,        ,11   ,"Tome"                    ,"Gazzotti, Bruno"        
1108     ,2-8001-2471-7     ,"Soda"                                              ,9         ,""             ,"Et délivre-nous du mal"                              ,"Dupuis"                    ,"Repérages"                          ,1        ,11/1997    ,        ,11   ,"Tome"                    ,"Gazzotti, Bruno"        
1542     ,2-8001-2661-2     ,"Soda"                                              ,10        ,""             ,"Dieu seul le sait"                                   ,"Dupuis"                    ,"Repérages"                          ,1        ,02/1999    ,        ,     ,"Tome"                    ,"Gazzotti, Bruno"        
32853    ,                  ,"Spirou et Fantasio"                                ,9         ,""             ,"Le repaire de la murène"                             ,"Dupuis"                    ,""                                   ,1        ,01/1957    ,        ,430  ,"Franquin, André"         ,"Franquin, André"        
2777     ,2800103272        ,"Spirou et Fantasio"                                ,23        ,""             ,"Tora Torapa"                                         ,"Dupuis"                    ,""                                   ,1        ,01/1973    ,        ,24   ,"Fournier, Jean-Claude"   ,"Fournier, Jean-Claude"  
2789     ,2800111364        ,"Spirou et Fantasio"                                ,35        ,""             ,"Qui arrêtera Cyanure ?"                              ,"Dupuis"                    ,""                                   ,1        ,07/1985    ,        ,10   ,"Tome"                    ,"Janry"                  
2791     ,2800113863        ,"Spirou et Fantasio"                                ,37        ,""             ,"Le réveil du Z"                                      ,"Dupuis"                    ,""                                   ,1        ,09/1986    ,        ,10   ,"Tome"                    ,"Janry"                  
2210     ,2-84055-543-3     ,"Spoogue"                                           ,1         ,""             ,"Kougna"                                              ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,04/2001    ,03/2001 ,     ,"Milhiet, Olivier"        ,"Milhiet, Olivier"       
19403    ,2-84055-816-5     ,"Spoogue"                                           ,2         ,""             ,"Bourak"                                              ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,10/2002    ,09/2002 ,     ,"Milhiet, Olivier"        ,"Milhiet, Olivier"       
43853    ,2-84789-313-X     ,"Spoogue"                                           ,3         ,""             ,"Firnilate"                                           ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,02/2005    ,01/2005 ,     ,"Milhiet, Olivier"        ,"Milhiet, Olivier"       
1603     ,2-8001-2794-5     ,"Spoon & White"                                     ,1         ,""             ,"Requiem pour dingos"                                 ,"Dupuis"                    ,"Humour Libre"                       ,1        ,04/1999    ,        ,5    ,"Yann"                    ,"Léturgie, Simon"        
1928     ,2-8001-2963-8     ,"Spoon & White"                                     ,2         ,""             ,"À gore et à cris"                                    ,"Dupuis"                    ,"Humour Libre"                       ,1        ,03/2000    ,        ,     ,"Yann"                    ,"Léturgie, Simon"        
2300     ,2-8001-2967-0     ,"Spoon & White"                                     ,3         ,""             ,"Niaq micmac"                                         ,"Dupuis"                    ,"Humour Libre"                       ,1        ,04/2001    ,        ,     ,"Yann"                    ,"Léturgie, Simon"        
12713    ,2-8001-3232-9     ,"Spoon & White"                                     ,4         ,""             ,"Spoonfinger"                                         ,"Dupuis"                    ,"Humour Libre"                       ,1        ,05/2002    ,        ,     ,"Léturgie, Jean"          ,"Isard, Franck"          
30135    ,2-7493-0101-7     ,"Spoon & White"                                     ,5         ,""             ,"Funky Junky"                                         ,"Vents d'Ouest"             ,""                                   ,1        ,09/2003    ,09/2003 ,     ,"Léturgie, Jean"          ,"Isard, Franck"          
84980    ,9782350784137     ,"Studio danse"                                      ,1         ,""             ,"Tome 1"                                              ,"Bamboo Édition"            ,""                                   ,1        ,03/2008    ,        ,     ,"BéKa"                    ,"Crip"                   
84981    ,978-2-350-78465-6 ,"Studio danse"                                      ,2         ,""             ,"Tome 2"                                              ,"Bamboo Édition"            ,""                                   ,0        ,10/2008    ,        ,     ,"BéKa"                    ,"Crip"                   
140396   ,9782818907344     ,"Studio danse"                                      ,6         ,""             ,"Tome 6"                                              ,"Bamboo Édition"            ,""                                   ,1        ,10/2011    ,        ,     ,"BéKa"                    ,"Crip"                   
32557    ,2-203-00101-1     ,"Tintin"                                            ,2         ,""             ,"Tintin au Congo"                                     ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32558    ,2-203-00102-X     ,"Tintin"                                            ,3         ,""             ,"Tintin en Amérique"                                  ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32559    ,2-203-00103-8     ,"Tintin"                                            ,4         ,""             ,"Les cigares du pharaon"                              ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32560    ,2-203-00104-6     ,"Tintin"                                            ,5         ,""             ,"Le lotus bleu"                                       ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32561    ,2-203-00105-4     ,"Tintin"                                            ,6         ,""             ,"L'oreille cassée"                                    ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32562    ,2-203-00106-2     ,"Tintin"                                            ,7         ,""             ,"L'île noire"                                         ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32563    ,2-203-00107-0     ,"Tintin"                                            ,8         ,""             ,"Le sceptre d'Ottokar"                                ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
35426    ,2-203-00108-9     ,"Tintin"                                            ,9         ,""             ,"Le Crabe aux pinces d'or"                            ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32565    ,2-203-00109-7     ,"Tintin"                                            ,10        ,""             ,"L'étoile mystérieuse"                                ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32566    ,2-203-00110-0     ,"Tintin"                                            ,11        ,""             ,"Le secret de la licorne"                             ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32567    ,2-203-00111-9     ,"Tintin"                                            ,12        ,""             ,"Le trésor de Rackham le Rouge"                       ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32568    ,2-203-00112-7     ,"Tintin"                                            ,13        ,""             ,"Les 7 boules de cristal"                             ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32569    ,2-203-00113-5     ,"Tintin"                                            ,14        ,""             ,"Le temple du soleil"                                 ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32570    ,2-203-00114-3     ,"Tintin"                                            ,15        ,""             ,"Au pays de l'or noir"                                ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32571    ,2-203-00115-1     ,"Tintin"                                            ,16        ,""             ,"Objectif Lune"                                       ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32572    ,2-203-00116-X     ,"Tintin"                                            ,17        ,""             ,"On a marché sur la Lune"                             ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32573    ,2-203-00117-8     ,"Tintin"                                            ,18        ,""             ,"L'affaire Tournesol"                                 ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32574    ,2-203-00118-6     ,"Tintin"                                            ,19        ,""             ,"Coke en stock"                                       ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32575    ,2-203-00119-4     ,"Tintin"                                            ,20        ,""             ,"Tintin au Tibet"                                     ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32576    ,2-203-00120-8     ,"Tintin"                                            ,21        ,""             ,"Les bijoux de la Castafiore"                         ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32577    ,2-203-00121-6     ,"Tintin"                                            ,22        ,""             ,"Vol 714 pour Sydney"                                 ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
32578    ,2-203-00123-2     ,"Tintin"                                            ,23        ,""             ,"Tintin et les Picaros"                               ,"Casterman"                 ,""                                   ,0        ,           ,        ,     ,"Hergé"                   ,"Hergé"                  
18400    ,2-8696-7941-6     ,"Totale maîtrise"                                   ,1         ,""             ,"Totale maîtrise"                                     ,"Vents d'Ouest"             ,""                                   ,1        ,11/2001    ,        ,     ,"Pont, Olivier"           ,"Abolin, Georges"        
172310   ,9782818921579     ,"Train des Orphelins (Le)"                          ,1         ,""             ,"Jim"                                                 ,"Bamboo Édition"            ,"Grand Angle"                        ,1        ,10/2012    ,00/0000 ,     ,"Charlot, Philippe"       ,"Fourquemin, Xavier"     
174127   ,9782818922217     ,"Train des Orphelins (Le)"                          ,2         ,""             ,"Harvey"                                              ,"Bamboo Édition"            ,"Grand Angle"                        ,1        ,01/2013    ,        ,     ,"Charlot, Philippe"       ,"Fourquemin, Xavier"     
1054     ,2-87764-591-6     ,"Trolls de Troy"                                    ,1         ,""             ,"Histoires trolles"                                   ,"Soleil Productions"        ,""                                   ,1        ,06/1997    ,        ,25   ,"Arleston, Scotch"        ,"Mourier, Jean-Louis"    
1255     ,2-87764-712-9     ,"Trolls de Troy"                                    ,2         ,""             ,"Le Scalp du vénérable"                               ,"Soleil Productions"        ,""                                   ,1        ,06/1998    ,        ,20   ,"Arleston, Scotch"        ,"Mourier, Jean-Louis"    
1614     ,2-87764-849-4     ,"Trolls de Troy"                                    ,3         ,""             ,"Comme un vol de Pétaures"                            ,"Soleil Productions"        ,""                                   ,1        ,05/1999    ,        ,15   ,"Arleston, Scotch"        ,"Mourier, Jean-Louis"    
1986     ,2-84565-000-0     ,"Trolls de Troy"                                    ,4         ,""             ,"Le Feu occulte"                                      ,"Soleil Productions"        ,""                                   ,1        ,06/2000    ,        ,12   ,"Arleston, Scotch"        ,"Mourier, Jean-Louis"    
30183    ,2800109866        ,"Tuniques Bleues (Les)"                             ,20        ,""             ,"Black Face"                                          ,"Dupuis"                    ,""                                   ,1        ,07/1983    ,        ,14   ,"Cauvin, Raoul"           ,"Lambil, Willy"          
467      ,2800110813        ,"Tuniques Bleues (Les)"                             ,22        ,""             ,"Des bleus et des dentelles"                          ,"Dupuis"                    ,""                                   ,1        ,01/1985    ,        ,     ,"Cauvin, Raoul"           ,"Lambil, Willy"          
34235    ,2-87764-627-0     ,"Vae Victis !"                                      ,          ,"INT1"         ,"Intégrale Tomes 1-2-3"                               ,"Soleil Productions"        ,""                                   ,1        ,07/1997    ,        ,     ,"Rocca, Simon"            ,"Mitton, Jean-Yves"      
34236    ,2-87764-628-9     ,"Vae Victis !"                                      ,          ,"INT2"         ,"Intégrale Tomes 4-5-6"                               ,"Soleil Productions"        ,""                                   ,1        ,09/1998    ,        ,     ,"Rocca, Simon"            ,"Mitton, Jean-Yves"      
34238    ,2-87764-754-4     ,"Vae Victis !"                                      ,          ,"INT3"         ,"Intégrale Tomes 7-8-9"                               ,"Soleil Productions"        ,""                                   ,1        ,07/1998    ,        ,     ,"Rocca, Simon"            ,"Mitton, Jean-Yves"      
43700    ,2-84565-275-5     ,"Vae Victis !"                                      ,          ,"INT4"         ,"Intégrale Tomes 10-11-12"                            ,"Soleil Productions"        ,""                                   ,1        ,10/2001    ,        ,     ,"Rocca, Simon"            ,"Mitton, Jean-Yves"      
5437     ,2-84055-031-8     ,"Vauriens"                                          ,1         ,""             ,"Pop bras d'argile"                                   ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,02/1995    ,01/1995 ,29   ,"Brunschwig, Luc"         ,"Cagniat, Laurent"       
5443     ,2-84055-132-2     ,"Vauriens"                                          ,2         ,""             ,"Dame Brèche-Dent"                                    ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,02/1997    ,01/1997 ,24   ,"Brunschwig, Luc"         ,"Cagniat, Laurent"       
19396    ,2-84055-315-5     ,"Vauriens"                                          ,3         ,""             ,"Justine des Dieux"                                   ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,09/2002    ,08/2002 ,     ,"Brunschwig, Luc"         ,"Cagniat, Laurent"       
6037     ,2-205-04931-3     ,"Venezia"                                           ,1         ,""             ,"Triple Jeu"                                          ,"Dargaud"                   ,"Poisson Pilote"                     ,1        ,01/2001    ,        ,     ,"Trondheim, Lewis"        ,"Parme, Fabrice"         
20324    ,2-205-05301-9     ,"Venezia"                                           ,2         ,""             ,"Codex Bellum"                                        ,"Dargaud"                   ,"Poisson Pilote"                     ,1        ,11/2002    ,        ,     ,"Trondheim, Lewis"        ,"Parme, Fabrice"         
1925     ,2-84055-320-1     ,"Vieux Ferrand (Le)"                                ,1         ,""             ,"Le dernier des fils"                                 ,"Delcourt"                  ,"Sang froid"                         ,1        ,03/2000    ,02/2000 ,     ,"Gibelin, Christophe"     ,"Aris, Gilles"           
11782    ,2-84055-590-5     ,"Vieux Ferrand (Le)"                                ,2         ,""             ,"La tournée du facteur"                               ,"Delcourt"                  ,"Sang froid"                         ,1        ,03/2002    ,02/2002 ,     ,"Gibelin, Christophe"     ,"Aris, Gilles"           
39425    ,2-84055-939-0     ,"Vieux Ferrand (Le)"                                ,3         ,""             ,"Des feux croisés"                                    ,"Delcourt"                  ,"Sang froid"                         ,1        ,09/2004    ,08/2004 ,     ,"Gibelin, Christophe"     ,"Aris, Gilles"           
4893     ,2-8001-3100-4     ,"Violine"                                           ,1         ,""             ,"Les yeux de la tête"                                 ,"Dupuis"                    ,""                                   ,1        ,05/2001    ,        ,     ,"Tronchet"                ,"Tarrin, Fabrice"        
16875    ,2-8001-3248-5     ,"Violine"                                           ,2         ,""             ,"Le mauvais œil"                                      ,"Dupuis"                    ,""                                   ,1        ,06/2002    ,        ,     ,"Tronchet"                ,"Tarrin, Fabrice"        
53121    ,2-8001-3329-5     ,"Violine"                                           ,3         ,""             ,"Le bras de fer"                                      ,"Dupuis"                    ,""                                   ,1        ,01/2006    ,        ,     ,"Tronchet"                ,"Krings, Jean-Marc"      
57671    ,2-8001-3829-7     ,"Violine"                                           ,4         ,""             ,"La caverne de l'oubli"                               ,"Dupuis"                    ,""                                   ,1        ,08/2006    ,        ,     ,"Tronchet"                ,"Krings, Jean-Marc"      
66476    ,978-2-8001-3911-1 ,"Violine"                                           ,5         ,""             ,"La maison piège"                                     ,"Dupuis"                    ,""                                   ,1        ,09/2007    ,        ,     ,"Tronchet"                ,"Krings, Jean-Marc"      
49289    ,                  ,"Yoko Tsuno"                                        ,1         ,""             ,"Le trio de l'étrange"                                ,"Dupuis"                    ,""                                   ,1        ,01/1972    ,        ,50   ,"Leloup, Roger"           ,"Leloup, Roger"          
22137    ,NULL              ,"Yoko Tsuno"                                        ,2         ,""             ,"L'orgue du diable"                                   ,"Dupuis"                    ,""                                   ,1        ,01/1973    ,00/0000 ,35   ,"Leloup, Roger"           ,"Leloup, Roger"          
22225    ,2800103345        ,"Yoko Tsuno"                                        ,3         ,""             ,"La forge de Vulcain"                                 ,"Dupuis"                    ,""                                   ,1        ,01/1973    ,00/0000 ,35   ,"Leloup, Roger"           ,"Leloup, Roger"          
1025     ,2800106875        ,"Yoko Tsuno"                                        ,10        ,""             ,"La lumière d'Ixo"                                    ,"Dupuis"                    ,""                                   ,1        ,01/1980    ,        ,20   ,"Leloup, Roger"           ,"Leloup, Roger"          
494      ,2800107448        ,"Yoko Tsuno"                                        ,11        ,""             ,"La spirale du temps"                                 ,"Dupuis"                    ,""                                   ,1        ,01/1981    ,        ,18   ,"Leloup, Roger"           ,"Leloup, Roger"          
2183     ,2-84565-008-6     ,"Zorn & Dirna"                                      ,1         ,""             ,"Les laminoirs"                                       ,"Soleil Productions"        ,""                                   ,1        ,05/2001    ,        ,35   ,"Morvan, Jean-David"      ,"Bessadi, Bruno"         
20179    ,NULL              ,"4 as (Les)"                                        ,1         ,""             ,"Les 4 as et le serpent de mer"                       ,"Casterman"                 ,""                                   ,1        ,01/1964    ,        ,35   ,"Chaulet, Georges"        ,"Craenhals, François"    
20186    ,NULL              ,"4 as (Les)"                                        ,9         ,""             ,"Les 4 as et l'île du robinson"                       ,"Casterman"                 ,""                                   ,1        ,01/1970    ,        ,23   ,"Chaulet, Georges"        ,"Craenhals, François"    
19       ,2-205-01132-4     ,"Achille Talon"                                     ,17        ,""             ,"Le roi des Zôtres"                                   ,"Dargaud"                   ,""                                   ,1        ,04/1977    ,        ,11   ,"Greg"                    ,"Greg"                   
20       ,2-205-01143-X     ,"Achille Talon"                                     ,18        ,""             ,"Achille Talon et le coquin de sort"                  ,"Dargaud"                   ,""                                   ,1        ,07/1977    ,        ,11   ,"Greg"                    ,"Greg"                   
25       ,2-205-01573-7     ,"Achille Talon"                                     ,23        ,""             ,"Achille Talon et la main du serpent"                 ,"Dargaud"                   ,""                                   ,1        ,07/1979    ,        ,     ,"Greg"                    ,"Greg"                   
28       ,2-205-01710-1     ,"Achille Talon"                                     ,26        ,""             ,"Achille Talon et l'arme du crocodile"                ,"Dargaud"                   ,""                                   ,1        ,10/1980    ,        ,     ,"Greg"                    ,"Greg"                   
34       ,2-205-02251-2     ,"Achille Talon"                                     ,32        ,""             ,"Achille Talon et la traversée du disert"             ,"Dargaud"                   ,""                                   ,1        ,11/1982    ,09/1982 ,     ,"Greg"                    ,"Greg"                   
29474    ,NULL              ,"Alix"                                              ,8         ,""             ,"Le tombeau étrusque"                                 ,"Casterman"                 ,""                                   ,1        ,01/1968    ,        ,70   ,"Martin, Jacques"         ,"Martin, Jacques"        
20823    ,2-7493-0031-2     ,"Alzéor Mondraggo"                                  ,2         ,""             ,"Le prince rouge"                                     ,"Vents d'Ouest"             ,""                                   ,1        ,11/2002    ,11/2002 ,     ,"Makyo"                   ,"Caryn, David"           
35033    ,2-7493-0095-9     ,"Alzéor Mondraggo"                                  ,3         ,""             ,"La clé de l'amour"                                   ,"Vents d'Ouest"             ,""                                   ,1        ,04/2004    ,04/2004 ,     ,"Makyo"                   ,"Caryn, David"           
18078    ,2-84055-806-8     ,"Arthur - Une épopée celtique"                      ,5         ,""             ,"Drystan et Esyllt"                                   ,"Delcourt"                  ,"Conquistador"                       ,1        ,08/2002    ,07/2002 ,     ,"Chauvel, David"          ,"Lereculey, Jérôme"      
29920    ,2-84789-026-2     ,"Arthur - Une épopée celtique"                      ,6         ,""             ,"Gereint et Enid"                                     ,"Delcourt"                  ,"Conquistador"                       ,1        ,10/2003    ,09/2003 ,     ,"Chauvel, David"          ,"Lereculey, Jérôme"      
46339    ,2-84789-327-X     ,"Arthur - Une épopée celtique"                      ,7         ,""             ,"Peredur le naïf"                                     ,"Delcourt"                  ,"Conquistador"                       ,1        ,04/2005    ,03/2005 ,     ,"Chauvel, David"          ,"Lereculey, Jérôme"      
54861    ,2-84789-867-0     ,"Arthur - Une épopée celtique"                      ,8         ,""             ,"Gwenhwyfar la guerrière"                             ,"Delcourt"                  ,"Conquistador"                       ,1        ,04/2006    ,03/2006 ,     ,"Chauvel, David"          ,"Lereculey, Jérôme"      
58926    ,2-7560-0307-7     ,"Arthur - Une épopée celtique"                      ,9         ,""             ,"Medrawt le Traître"                                  ,"Delcourt"                  ,"Conquistador"                       ,1        ,11/2006    ,10/2006 ,     ,"Chauvel, David"          ,"Lereculey, Jérôme"      
22741    ,2-7493-0003-7     ,"Arvandor"                                          ,3         ,""             ,"Karra Helesh"                                        ,"Vents d'Ouest"             ,""                                   ,1        ,01/2003    ,01/2003 ,     ,"Stoffel, Éric"           ,"Thomas, Olivier"        
22957    ,NULL              ,"Astérix"                                           ,12        ,""             ,"Astérix aux jeux Olympiques"                         ,"Dargaud"                   ,""                                   ,1        ,07/1968    ,00/0000 ,35   ,"Goscinny, René"          ,"Uderzo, Albert"         
22962    ,                  ,"Astérix"                                           ,17        ,""             ,"Le domaine des dieux"                                ,"Dargaud"                   ,""                                   ,1        ,10/1971    ,        ,35   ,"Goscinny, René"          ,"Uderzo, Albert"         
90       ,NULL              ,"Astérix"                                           ,20        ,""             ,"Astérix en Corse"                                    ,"Dargaud"                   ,""                                   ,1        ,04/1973    ,00/0000 ,21   ,"Goscinny, René"          ,"Uderzo, Albert"         
4742     ,2800100265        ,"Benoît Brisefer"                                   ,2         ,""             ,"Madame Adolphine"                                    ,"Dupuis"                    ,""                                   ,1        ,01/1965    ,00/0000 ,250  ,"Peyo"                    ,"Peyo"                   
3398     ,NULL              ,"Benoît Brisefer"                                   ,4         ,"'"            ,"Tonton Placide"                                      ,"Dupuis"                    ,""                                   ,1        ,01/1969    ,00/0000 ,70   ,"Gos"                     ,"Peyo"                   
7642     ,NULL              ,"Blake et Mortimer (Les aventures de) (Historique)" ,1         ,""             ,"Le Secret de l'Espadon"                              ,"Lombard"                   ,"Collection du Lombard"              ,1        ,01/1950    ,00/0000 ,430  ,"Jacobs, Edgar Pierre"    ,"Jacobs, Edgar Pierre"   
7643     ,NULL              ,"Blake et Mortimer (Les aventures de) (Historique)" ,2         ,""             ,"Le Secret de l'Espadon - Tome II"                    ,"Lombard"                   ,"Collection du Lombard"              ,1        ,01/1953    ,00/0000 ,370  ,"Jacobs, Edgar Pierre"    ,"Jacobs, Edgar Pierre"   
7646     ,NULL              ,"Blake et Mortimer (Les aventures de) (Historique)" ,5         ,""             ,"La Marque Jaune"                                     ,"Lombard"                   ,""                                   ,1        ,04/1956    ,00/0000 ,430  ,"Jacobs, Edgar Pierre"    ,"Jacobs, Edgar Pierre"   
7647     ,NULL              ,"Blake et Mortimer (Les aventures de) (Historique)" ,6         ,""             ,"L'Énigme de l'Atlantide"                             ,"Lombard"                   ,"Collection du Lombard"              ,1        ,04/1957    ,00/0000 ,400  ,"Jacobs, Edgar Pierre"    ,"Jacobs, Edgar Pierre"   
27144    ,NULL              ,"Blake et Mortimer (Les aventures de) (Historique)" ,7         ,""             ,"S.O.S. Météores - Mortimer à Paris"                  ,"Lombard"                   ,"Collection du Lombard"              ,1        ,09/1959    ,00/0000 ,1000 ,"Jacobs, Edgar Pierre"    ,"Jacobs, Edgar Pierre"   
106465   ,9782505008200     ,"Bob Marone"                                        ,          ,"INT"          ,"Le dinosaure blanc"                                  ,"Dargaud"                   ,""                                   ,1        ,04/2010    ,00/0000 ,     ,"Yann"                    ,"Conrad, Didier"         
3454     ,2800109203        ,"Boule et Bill"                                     ,19        ,""             ,"Boule et Bill globe trotters"                        ,"Dupuis"                    ,""                                   ,1        ,01/1982    ,00/0000 ,     ,"Roba, Jean"              ,"Roba, Jean"             
30447    ,2-84565-481-2     ,"Chant d'Excalibur (Le)"                            ,4         ,""             ,"La Colère de Merlin"                                 ,"Soleil Productions"        ,""                                   ,1        ,09/2003    ,        ,     ,"Arleston, Scotch"        ,"Hübsch, Éric"           
43660    ,2803601451        ,"Chick Bill"                                        ,26        ,"b1977"        ,"La ruée vers l'eau"                                  ,"Lombard"                   ,""                                   ,0        ,07/1977    ,00/0000 ,0    ,"Duchâteau, André-Paul"   ,"Tibet"                  
