IdAlbum  ,ISBN              ,Serie                                               ,Num       ,NumA           ,Titre                                                 ,Editeur                     ,Collection                           ,EO       ,DL         ,AI      ,Cote ,Scenariste                ,Dessinateur              
96637    ,978-2-7560-0835-6 ,"De Cape et de Crocs"                               ,9         ,""             ,"Revers de fortune"                                   ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,11/2009    ,10/2009 ,     ,"Ayroles, Alain"          ,"Masbou, Jean-Luc"       
154044   ,978-2-7560-1996-3 ,"De Cape et de Crocs"                               ,10        ,""             ,"De la Lune à la Terre"                               ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,04/2012    ,03/2012 ,     ,"Ayroles, Alain"          ,"Masbou, Jean-Luc"       
226842   ,9782756040363     ,"De Cape et de Crocs"                               ,11        ,""             ,"Vingt mois avant"                                    ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,11/2014    ,10/2014 ,     ,"Ayroles, Alain"          ,"Masbou, Jean-Luc"       
291297   ,9782756064758     ,"De Cape et de Crocs"                               ,12        ,""             ,"Si ce n'est toi..."                                  ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,12/2016    ,11/2016 ,     ,"Ayroles, Alain"          ,"Masbou, Jean-Luc"       
40278    ,2203373059        ,"Docteur Poche"                                     ,14        ,""             ,"Docteur Poche et les citrouilles ensorcelées"        ,"Casterman"                 ,""                                   ,1        ,11/2000    ,        ,     ,"Wasterlain, Marc"        ,"Wasterlain, Marc"       
8940     ,2-84055-492-5     ,"Donjon Crépuscule"                                 ,102       ,""             ,"Le Volcan des Vaucanson"                             ,"Delcourt"                  ,"Humour de rire"                     ,1        ,03/2001    ,        ,19   ,"Trondheim, Lewis"        ,"Sfar, Joann"            
8933     ,2-84055-197-7     ,"Donjon Zénith"                                     ,1         ,""             ,"Cœur de canard"                                      ,"Delcourt"                  ,"Humour de rire"                     ,1        ,04/1998    ,03/1998 ,45   ,"Sfar, Joann"             ,"Trondheim, Lewis"       
8934     ,2-84055-313-9     ,"Donjon Zénith"                                     ,3         ,""             ,"La Princesse des barbares"                           ,"Delcourt"                  ,"Humour de rire"                     ,1        ,02/2000    ,12/1999 ,22   ,"Sfar, Joann"             ,"Trondheim, Lewis"       
9729     ,2803613255        ,"Élève Ducobu (L')"                                 ,2         ,""             ,"Au coin !"                                           ,"Le Lombard"                ,""                                   ,1        ,04/1998    ,        ,     ,"Zidrou"                  ,"Godi"                   
70068    ,2803619407        ,"Élève Ducobu (L')"                                 ,2         ,"Fan2003"      ,"Au coin !"                                           ,"Le Lombard"                ,"Fan de BD!"                         ,0        ,06/2003    ,00/0000 ,     ,"Zidrou"                  ,"Godi"                   
245744   ,9782803635580     ,"Enfants de la Résistance (Les)"                    ,1         ,""             ,"Premières actions"                                   ,"Le Lombard"                ,""                                   ,1        ,05/2015    ,        ,     ,"Dugomier"                ,"Ers, Benoît"            
275671   ,9782803636334     ,"Enfants de la Résistance (Les)"                    ,2         ,""             ,"Premières répressions"                               ,"Le Lombard"                ,""                                   ,1        ,03/2016    ,        ,     ,"Dugomier"                ,"Ers, Benoît"            
297369   ,9782803670260     ,"Enfants de la Résistance (Les)"                    ,3         ,""             ,"Les deux géants"                                     ,"Le Lombard"                ,""                                   ,1        ,02/2017    ,        ,     ,"Dugomier"                ,"Ers, Benoît"            
320791   ,9782803671182     ,"Enfants de la Résistance (Les)"                    ,4         ,""             ,"L'escalade"                                          ,"Le Lombard"                ,""                                   ,1        ,02/2018    ,        ,     ,"Dugomier"                ,"Ers, Benoît"            
353807   ,9782803672813     ,"Enfants de la Résistance (Les)"                    ,5         ,""             ,"Le pays divisé"                                      ,"Le Lombard"                ,""                                   ,1        ,01/2019    ,12/2018 ,     ,"Dugomier"                ,"Ers, Benoît"            
381504   ,9782803675579     ,"Enfants de la Résistance (Les)"                    ,6         ,""             ,"Désobéir !"                                          ,"Le Lombard"                ,""                                   ,1        ,01/2020    ,12/2019 ,     ,"Dugomier"                ,"Ers, Benoît"            
416706   ,9782808201278     ,"Enfants de la Résistance (Les)"                    ,7         ,""             ,"Tombés du ciel"                                      ,"Le Lombard"                ,""                                   ,1        ,03/2021    ,        ,     ,"Dugomier"                ,"Ers, Benoît"            
661      ,2-86967-099-0     ,"Épée de Cristal (L')"                              ,1         ,""             ,"Le parfum des Grinches"                              ,"Vents d'Ouest"             ,""                                   ,1        ,12/1989    ,        ,75   ,"Goupil, Jacky"           ,"Crisse"                 
662      ,2-86967-124-5     ,"Épée de Cristal (L')"                              ,2         ,""             ,"Le regard de Wenlok"                                 ,"Vents d'Ouest"             ,""                                   ,1        ,01/1991    ,        ,16   ,"Goupil, Jacky"           ,"Crisse"                 
663      ,2-86967-134-2     ,"Épée de Cristal (L')"                              ,3         ,""             ,"La main de la Mangrove"                              ,"Vents d'Ouest"             ,""                                   ,1        ,11/1991    ,        ,11   ,"Goupil, Jacky"           ,"Crisse"                 
664      ,2-86967-198-9     ,"Épée de Cristal (L')"                              ,4         ,""             ,"Le cri du Grouse"                                    ,"Vents d'Ouest"             ,""                                   ,1        ,11/1992    ,        ,11   ,"Goupil, Jacky"           ,"Crisse"                 
665      ,2-86967-292-6     ,"Épée de Cristal (L')"                              ,5         ,""             ,"Le goût de Sulfur"                                   ,"Vents d'Ouest"             ,""                                   ,1        ,11/1994    ,        ,     ,"Goupil, Jacky"           ,"Crisse"                 
3292     ,2-7234-2936-9     ,"Esmeralda (La)"                                    ,1         ,""             ,"Opus délit"                                          ,"Glénat"                    ,"Caractère"                          ,1        ,11/1999    ,11/1999 ,     ,"Achdé"                   ,"Stalner, Jean-Marc"     
3293     ,2-7234-3254-8     ,"Esmeralda (La)"                                    ,2         ,""             ,"Allegro quasi monstro"                               ,"Glénat"                    ,"Caractère"                          ,1        ,01/2001    ,01/2001 ,     ,"Achdé"                   ,"Stalner, Jean-Marc"     
862      ,2-87764-173-2     ,"Feux d'Askell (Les)"                               ,1         ,""             ,"L'onguent admirable"                                 ,"Soleil Productions"        ,"Soleil de nuit"                     ,1        ,07/1993    ,        ,75   ,"Arleston, Scotch"        ,"Mourier, Jean-Louis"    
863      ,2-87764-218-6     ,"Feux d'Askell (Les)"                               ,2         ,""             ,"Retour à Vocable"                                    ,"Soleil Productions"        ,"Soleil de nuit"                     ,1        ,08/1994    ,        ,50   ,"Arleston, Scotch"        ,"Mourier, Jean-Louis"    
864      ,2-87764-357-3     ,"Feux d'Askell (Les)"                               ,3         ,""             ,"Corail sanglant"                                     ,"Soleil Productions"        ,"Soleil de nuit"                     ,1        ,09/1995    ,        ,19   ,"Arleston, Scotch"        ,"Mourier, Jean-Louis"    
2094     ,2-7316-1397-1     ,"Fides"                                             ,1         ,""             ,"Opus matrice"                                        ,"Les Humanoïdes Associés"   ,"TransGénèse"                        ,1        ,11/2000    ,10/2000 ,     ,"Ploy, Anne"              ,"Pagot, Didier"          
2165     ,2-84565-098-1     ,"Fléau des dieux (Le)"                              ,1         ,""             ,"Morituri te salutant"                                ,"Soleil Productions"        ,""                                   ,1        ,11/2000    ,        ,35   ,"Mangin, Valérie"         ,"Gajic, Aleksa"          
6736     ,2-84565-210-0     ,"Fléau des dieux (Le)"                              ,2         ,""             ,"Dies Irae"                                           ,"Soleil Productions"        ,""                                   ,1        ,10/2001    ,        ,     ,"Mangin, Valérie"         ,"Gajic, Aleksa"          
7072     ,2-8405-5125-X     ,"Fond du monde (Le)"                                ,1         ,""             ,"Mademoiselle H"                                      ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,01/1997    ,12/1996 ,18   ,"Corbeyran, Éric"         ,"Falque, Denis"          
295881   ,9782800167435     ,"FRNCK"                                             ,1         ,""             ,"Le début du commencement"                            ,"Dupuis"                    ,""                                   ,1        ,03/2017    ,        ,     ,"Bocquet, Olivier"        ,"Cossu, Brice"           
307827   ,9782800168753     ,"FRNCK"                                             ,2         ,""             ,"Le baptême du feu"                                   ,"Dupuis"                    ,""                                   ,1        ,08/2017    ,        ,     ,"Bocquet, Olivier"        ,"Cossu, Brice"           
315790   ,9782800170480     ,"FRNCK"                                             ,3         ,""             ,"Le sacrifice"                                        ,"Dupuis"                    ,""                                   ,1        ,01/2018    ,        ,     ,"Bocquet, Olivier"        ,"Cossu, Brice"           
6096     ,2-84553-015-3     ,"Gabrielle"                                         ,          ,""             ,"Gabrielle"                                           ,"Pointe Noire"              ,""                                   ,1        ,02/2001    ,        ,     ,"Kara"                    ,"Kara"                   
1111     ,2-84055-045-8     ,"Garulfo"                                           ,1         ,""             ,"De mares en châteaux"                                ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,01/1995    ,12/1994 ,60   ,"Ayroles, Alain"          ,"Maïorana, Bruno"        
1112     ,2-84055-087-3     ,"Garulfo"                                           ,2         ,""             ,"De mal en pis"                                       ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,04/1996    ,03/1996 ,50   ,"Ayroles, Alain"          ,"Maïorana, Bruno"        
1113     ,2-84055-139-X     ,"Garulfo"                                           ,3         ,""             ,"Le Prince aux deux visages"                          ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,05/1997    ,04/1997 ,45   ,"Ayroles, Alain"          ,"Maïorana, Bruno"        
2817     ,2800103302        ,"Gaston"                                            ,11        ,""             ,"Gaffes, bévues et boulettes"                         ,"Dupuis"                    ,""                                   ,1        ,01/1973    ,        ,45   ,"Franquin, André"         ,"Franquin, André"        
2820     ,2800109556        ,"Gaston"                                            ,14        ,""             ,"La saga des gaffes"                                  ,"Dupuis"                    ,""                                   ,1        ,10/1982    ,00/0000 ,11   ,"Franquin, André"         ,"Franquin, André"        
24943    ,2723410757        ,"Giacomo C."                                        ,2         ,""             ,"La chute de l'ange"                                  ,"Glénat"                    ,"Vécu"                               ,1        ,04/1989    ,        ,27   ,"Dufaux, Jean"            ,"Griffo"                 
9557     ,2-84055-458-5     ,"Gibier de potence"                                 ,1         ,""             ,"Le jardin des lys"                                   ,"Delcourt"                  ,"Conquistador"                       ,1        ,05/2001    ,04/2001 ,     ,"Capuron, François"       ,"Jarzaguet, Fabrice"     
12287    ,2-882-57033-3     ,"Gipsy"                                             ,1         ,"b1999"        ,"L'étoile du Gitan"                                   ,"Dargaud"                   ,""                                   ,0        ,09/1997    ,        ,     ,"Smolderen, Thierry"      ,"Marini, Enrico"         
12288    ,2-88257-034-1     ,"Gipsy"                                             ,2         ,"b1997"        ,"Les feux de Sibérie"                                 ,"Dargaud"                   ,""                                   ,0        ,09/1997    ,        ,     ,"Smolderen, Thierry"      ,"Marini, Enrico"         
793      ,2-73161-182-0     ,"Gipsy"                                             ,3         ,""             ,"Le jour du Tsar"                                     ,"Les Humanoïdes Associés"   ,""                                   ,1        ,11/1995    ,10/1995 ,22   ,"Smolderen, Thierry"      ,"Marini, Enrico"         
1069     ,2-88257-038-4     ,"Gipsy"                                             ,4         ,""             ,"Les yeux noirs"                                      ,"Dargaud"                   ,""                                   ,0        ,09/1997    ,        ,60   ,"Smolderen, Thierry"      ,"Marini, Enrico"         
1762     ,2-88257-043-0     ,"Gipsy"                                             ,5         ,""             ,"L'aile blanche"                                      ,"Dargaud"                   ,""                                   ,0        ,09/1999    ,08/1999 ,50   ,"Smolderen, Thierry"      ,"Marini, Enrico"         
12681    ,2-88257-067-8     ,"Gipsy"                                             ,6         ,""             ,"Le rire aztèque"                                     ,"Dargaud"                   ,""                                   ,0        ,05/2002    ,        ,50   ,"Smolderen, Thierry"      ,"Marini, Enrico"         
1520     ,2-84055-261-2     ,"Golden City"                                       ,1         ,""             ,"Pilleurs d'épaves"                                   ,"Delcourt"                  ,"Neopolis"                           ,1        ,02/1999    ,12/1998 ,80   ,"Pecqueur, Daniel"        ,"Malfin, Nicolas"        
1881     ,2-84055-429-1     ,"Golden City"                                       ,2         ,""             ,"Banks contre Banks"                                  ,"Delcourt"                  ,"Neopolis"                           ,1        ,01/2000    ,12/1999 ,40   ,"Pecqueur, Daniel"        ,"Malfin, Nicolas"        
2132     ,2-84055-548-4     ,"Golden City"                                       ,3         ,""             ,"Nuit Polaire"                                        ,"Delcourt"                  ,"Neopolis"                           ,1        ,01/2001    ,12/2000 ,20   ,"Pecqueur, Daniel"        ,"Malfin, Nicolas"        
611      ,2-86967-196-2     ,"Gorn"                                              ,1         ,""             ,"Même la mort..."                                     ,"Vents d'Ouest"             ,"Grain de sable"                     ,1        ,10/1992    ,        ,35   ,"Oger, Tiburce"           ,"Oger, Tiburce"          
612      ,2-86967-211-X     ,"Gorn"                                              ,2         ,""             ,"Le pacte"                                            ,"Vents d'Ouest"             ,"Grain de sable"                     ,1        ,09/1993    ,        ,45   ,"Oger, Tiburce"           ,"Oger, Tiburce"          
606      ,2-86967-305-1     ,"Gorn"                                              ,3         ,""             ,"La danse des Damnés"                                 ,"Vents d'Ouest"             ,"Grain de sable"                     ,1        ,09/1994    ,        ,30   ,"Oger, Tiburce"           ,"Oger, Tiburce"          
779      ,2-86967-400-7     ,"Gorn"                                              ,4         ,""             ,"Le sang du ciel"                                     ,"Vents d'Ouest"             ,"Grain de sable"                     ,1        ,09/1995    ,        ,20   ,"Oger, Tiburce"           ,"Oger, Tiburce"          
915      ,2869675127        ,"Gorn"                                              ,5         ,""             ,"Ceux qui nous hantent..."                            ,"Vents d'Ouest"             ,""                                   ,1        ,08/1996    ,08/1996 ,15   ,"Oger, Tiburce"           ,"Oger, Tiburce"          
1075     ,2-86967-597-6     ,"Gorn"                                              ,6         ,""             ,"D'entre les morts..."                                ,"Vents d'Ouest"             ,""                                   ,1        ,09/1997    ,09/1997 ,15   ,"Oger, Tiburce"           ,"Oger, Tiburce"          
1343     ,2-86967-672-7     ,"Gorn"                                              ,7         ,""             ,"La chute de l'ogre"                                  ,"Vents d'Ouest"             ,""                                   ,1        ,09/1998    ,        ,20   ,"Oger, Tiburce"           ,"Oger, Tiburce"          
1780     ,2-86967-809-6     ,"Gorn"                                              ,8         ,""             ,"Mon amour, un soir..."                               ,"Vents d'Ouest"             ,""                                   ,1        ,09/1999    ,09/1999 ,     ,"Oger, Tiburce"           ,"Oger, Tiburce"          
10796    ,2-913714-11-0     ,"Hardland"                                          ,1         ,""             ,"Le Sanglier"                                         ,"Clair de Lune"             ,"Sortilèges"                         ,0        ,05/2001    ,04/2001 ,     ,"Brau, Pascal"            ,"Brau, Pascal"           
178989   ,9782803632183     ,"Hell School"                                       ,1         ,""             ,"Rituels"                                             ,"Le Lombard"                ,""                                   ,1        ,01/2013    ,00/0000 ,     ,"Dugomier"                ,"Ers, Benoît"            
198569   ,9782803632572     ,"Hell School"                                       ,2         ,""             ,"Orphelins"                                           ,"Le Lombard"                ,""                                   ,1        ,10/2013    ,00/0000 ,     ,"Dugomier"                ,"Ers, Benoît"            
218200   ,9782803633920     ,"Hell School"                                       ,3         ,""             ,"Insoumis"                                            ,"Le Lombard"                ,""                                   ,1        ,06/2014    ,00/0000 ,     ,"Dugomier"                ,"Ers, Benoît"            
326784   ,9782344012048     ,"Incroyables Aventures de l'Enfant Plume (Les)"     ,1         ,""             ,"Le Labyrinthe"                                       ,"Vents d'Ouest"             ,""                                   ,1        ,03/2018    ,03/2018 ,     ,"Corona, Jorge"           ,"Corona, Jorge"          
17553    ,2871290849        ,"Innommables (Les) (Premières maquettes)"           ,3         ,"1A"           ,"Le crâne du Père Zé"                                 ,"Dargaud"                   ,""                                   ,1        ,01/1994    ,        ,19   ,"Yann"                    ,"Conrad, Didier"         
6083     ,2871290865        ,"Innommables (Les) (Premières maquettes)"           ,4         ,"2"            ,"Ching Soao"                                          ,"Dargaud"                   ,""                                   ,1        ,01/1995    ,        ,19   ,"Yann"                    ,"Conrad, Didier"         
6163     ,287129089X        ,"Innommables (Les) (Premières maquettes)"           ,5         ,"3"            ,"Au lotus pourpre"                                    ,"Dargaud"                   ,""                                   ,1        ,12/1995    ,        ,19   ,"Yann"                    ,"Conrad, Didier"         
1817     ,2871290962        ,"Innommables (Les) (Premières maquettes)"           ,6         ,"4a"           ,"Alix-Noni-Tengu (fin heureuse)"                      ,"Dargaud"                   ,""                                   ,1        ,01/1996    ,        ,19   ,"Yann"                    ,"Conrad, Didier"         
2308     ,2871291012        ,"Innommables (Les) (Premières maquettes)"           ,7         ,"5"            ,"Aventure en Jaune + Matricule triple zéro"           ,"Dargaud"                   ,""                                   ,1        ,11/1996    ,11/1996 ,27   ,"Yann"                    ,"Conrad, Didier"         
2309     ,2871291195        ,"Innommables (Les) (Premières maquettes)"           ,8         ,"6"            ,"Cloaques"                                            ,"Dargaud"                   ,""                                   ,1        ,05/1997    ,05/1997 ,19   ,"Yann"                    ,"Conrad, Didier"         
6162     ,2871291225        ,"Innommables (Les) (Premières maquettes)"           ,9         ,"7"            ,"Poupée de bronze"                                    ,"Dargaud"                   ,""                                   ,1        ,08/1998    ,08/1998 ,19   ,"Yann"                    ,"Conrad, Didier"         
2311     ,287129285X        ,"Innommables (Les) (Premières maquettes)"           ,10        ,"8"            ,"''Pas-de-mâchoire''"                                 ,"Dargaud"                   ,""                                   ,1        ,03/2000    ,        ,19   ,"Yann"                    ,"Conrad, Didier"         
12361    ,2-87129-465-8     ,"Innommables (Les) (Série actuelle)"                ,2         ,""             ,"Aventure en jaune"                                   ,"Dargaud"                   ,""                                   ,0        ,04/2002    ,        ,     ,"Yann"                    ,"Conrad, Didier"         
12362    ,2-87129-466-6     ,"Innommables (Les) (Série actuelle)"                ,3         ,""             ,"Le crâne du père Zé"                                 ,"Dargaud"                   ,""                                   ,0        ,04/2002    ,        ,     ,"Yann"                    ,"Conrad, Didier"         
137094   ,2-87129-467-4     ,"Innommables (Les) (Série actuelle)"                ,4         ,""             ,"Ching Soao"                                          ,"Dargaud"                   ,""                                   ,0        ,05/2002    ,        ,     ,"Yann"                    ,"Conrad, Didier"         
137093   ,2-87129-468-2     ,"Innommables (Les) (Série actuelle)"                ,5         ,""             ,"Au Lotus pourpre"                                    ,"Dargaud"                   ,""                                   ,0        ,05/2002    ,        ,     ,"Yann"                    ,"Conrad, Didier"         
15869    ,2-87129-469-0     ,"Innommables (Les) (Série actuelle)"                ,6         ,""             ,"Alix-Noni-Tengu"                                     ,"Dargaud"                   ,""                                   ,0        ,05/2002    ,        ,     ,"Yann"                    ,"Conrad, Didier"         
20819    ,2-87129-470-4     ,"Innommables (Les) (Série actuelle)"                ,7         ,""             ,"Cloaques"                                            ,"Dargaud"                   ,""                                   ,0        ,11/2002    ,        ,     ,"Yann"                    ,"Conrad, Didier"         
20820    ,2-87129-471-2     ,"Innommables (Les) (Série actuelle)"                ,8         ,""             ,"Poupée de bronze"                                    ,"Dargaud"                   ,""                                   ,0        ,11/2002    ,        ,     ,"Yann"                    ,"Conrad, Didier"         
20821    ,2-87129-472-0     ,"Innommables (Les) (Série actuelle)"                ,9         ,""             ,"Pas-de-Mâchoire"                                     ,"Dargaud"                   ,""                                   ,0        ,11/2002    ,        ,     ,"Yann"                    ,"Conrad, Didier"         
296774   ,                  ,"Iznogoud"                                          ,3         ,""             ,"Les vacances du Calife"                              ,"Dargaud"                   ,""                                   ,1        ,07/1968    ,        ,     ,"Goscinny, René"          ,"Tabary, Jean"           
201      ,                  ,"Iznogoud"                                          ,13        ,""             ,"Je veux être Calife à la place du Calife"            ,"BD Star"                   ,""                                   ,1        ,04/1978    ,        ,12   ,"Goscinny, René"          ,"Tabary, Jean"           
24740    ,2-904799-00-1     ,"Iznogoud"                                          ,16        ,"b1994"        ,"Iznogoud et les femmes"                              ,"Tabary"                    ,""                                   ,0        ,04/1994    ,        ,     ,"Tabary, Jean"            ,"Tabary, Jean"           
5725     ,2-904799-03-6     ,"Iznogoud"                                          ,18        ,""             ,"Le complice d'Iznogoud"                              ,"Éditions de la Séguinière" ,""                                   ,1        ,01/1985    ,        ,10   ,"Tabary, Jean"            ,"Tabary, Jean"           
5726     ,2-904799-10-9     ,"Iznogoud"                                          ,19        ,""             ,"L'Anniversaire d'Iznogoud"                           ,"Éditions de la Séguinière" ,""                                   ,1        ,01/1987    ,        ,10   ,"Tabary, Jean"            ,"Tabary, Jean"           
5730     ,2-904799-40-0     ,"Iznogoud"                                          ,25        ,""             ,"Qui a tué le Calife ?"                               ,"Editions Tabary"           ,""                                   ,1        ,10/1998    ,        ,     ,"Tabary, Jean"            ,"Tabary, Jean"           
5731     ,2-904799-43-5     ,"Iznogoud"                                          ,26        ,""             ,"Un monstre sympathique"                              ,"Editions Tabary"           ,""                                   ,1        ,10/2000    ,        ,     ,"Tabary, Jean"            ,"Tabary, Jean"           
3923     ,2205008803        ,"Jo Nuage et Kay Mac Cloud"                         ,          ,""             ,"Jo Nuage et Kay Mac Cloud"                           ,"Dargaud"                   ,""                                   ,1        ,07/1976    ,        ,27   ,"Greg"                    ,"Dany"                   
30465    ,286967118X        ,"Joe Bar Team"                                      ,1         ,""             ,"Tome 1"                                              ,"Vents d'Ouest"             ,""                                   ,1        ,10/1990    ,00/0000 ,11   ,"Bar2"                    ,"Bar2"                   
133619   ,2800101067        ,"Johan et Pirlouit"                                 ,12        ,"b1983/07"     ,"Le pays maudit"                                      ,"Dupuis"                    ,""                                   ,0        ,01/1978    ,07/1983 ,     ,"Peyo"                    ,"Peyo"                   
9379     ,2-86967-863-0     ,"Kérioth"                                           ,1         ,""             ,"Mission prométheus"                                  ,"Vents d'Ouest"             ,""                                   ,1        ,11/2000    ,        ,     ,"Bertho, Pascal"          ,"Boidin, Marc-Antoine"   
9380     ,2-86967-946-7     ,"Kérioth"                                           ,2         ,""             ,"Etoile noire"                                        ,"Vents d'Ouest"             ,""                                   ,1        ,11/2001    ,11/2001 ,     ,"Bertho, Pascal"          ,"Boidin, Marc-Antoine"   
3971     ,2800122544        ,"Kid Paddle"                                        ,1         ,""             ,"Jeux de vilains"                                     ,"Dupuis"                    ,""                                   ,1        ,03/1996    ,        ,     ,"Midam"                   ,"Midam"                  
5848     ,2-8001-2459-8     ,"Kid Paddle"                                        ,3         ,""             ,"Apocalypse Boy"                                      ,"Dupuis"                    ,""                                   ,1        ,09/1997    ,        ,     ,"Midam"                   ,"Midam"                  
5847     ,2-8001-2594-2     ,"Kid Paddle"                                        ,4         ,""             ,"Full métal casquette"                                ,"Dupuis"                    ,""                                   ,1        ,10/1998    ,        ,     ,"Midam"                   ,"Midam"                  
5846     ,2-8001-2782-1     ,"Kid Paddle"                                        ,5         ,""             ,"Alien chantilly"                                     ,"Dupuis"                    ,""                                   ,1        ,09/1999    ,        ,     ,"Midam"                   ,"Midam"                  
5845     ,2-8001-2957-3     ,"Kid Paddle"                                        ,6         ,""             ,"Rodéo Blork"                                         ,"Dupuis"                    ,""                                   ,1        ,11/2000    ,        ,     ,"Midam"                   ,"Midam"                  
6828     ,280013111X        ,"Kid Paddle"                                        ,7         ,""             ,"Waterminator"                                        ,"Dupuis"                    ,""                                   ,1        ,11/2001    ,        ,     ,"Midam"                   ,"Midam"                  
48900    ,2800135190        ,"Kid Paddle"                                        ,10        ,""             ,"Dark, j'adore !"                                     ,"Dupuis"                    ,""                                   ,1        ,08/2005    ,        ,     ,"Midam"                   ,"Midam"                  
68045    ,9782800139494     ,"Kid Paddle"                                        ,11        ,""             ,"Le retour de la momie qui pue qui tue"               ,"Dupuis"                    ,""                                   ,1        ,10/2007    ,00/0000 ,     ,"Midam"                   ,"Midam"                  
176369   ,9782930618272     ,"Kid Paddle"                                        ,13        ,""             ,"Slime Project"                                       ,"Mad Fabrik"                ,""                                   ,1        ,11/2012    ,        ,     ,"Midam"                   ,"Midam"                  
959      ,2-87764-563-0     ,"Kookaburra"                                        ,1         ,""             ,"Planète Dakoï"                                       ,"Soleil Productions"        ,""                                   ,1        ,01/1997    ,        ,30   ,"Crisse"                  ,"Crisse"                 
1128     ,2-87764-660-2     ,"Kookaburra"                                        ,2         ,""             ,"Secteur WBH3"                                        ,"Soleil Productions"        ,""                                   ,1        ,11/1997    ,        ,     ,"Crisse"                  ,"Crisse"                 
1431     ,2-87764-806-0     ,"Kookaburra"                                        ,3         ,""             ,"Projet Equinoxe"                                     ,"Soleil Productions"        ,""                                   ,1        ,11/1998    ,        ,     ,"Crisse"                  ,"Crisse"                 
3294     ,2-86967-853-3     ,"Krän"                                              ,1         ,""             ,"Les Runes de Gartagueul"                             ,"Vents d'Ouest"             ,""                                   ,1        ,11/1999    ,10/1999 ,15   ,"Hérenguel, Éric"         ,"Hérenguel, Éric"        
3295     ,2-86967-894-0     ,"Krän"                                              ,2         ,""             ,"Le Walou Walou ancestral"                            ,"Vents d'Ouest"             ,""                                   ,1        ,05/2000    ,05/2000 ,     ,"Hérenguel, Éric"         ,"Hérenguel, Éric"        
3296     ,2-86967-929-7     ,"Krän"                                              ,3         ,""             ,"Gare aux Garous"                                     ,"Vents d'Ouest"             ,""                                   ,1        ,01/2001    ,01/2001 ,     ,"Hérenguel, Éric"         ,"Hérenguel, Éric"        
740      ,2-87764-257-7     ,"Lanfeust de Troy"                                  ,1         ,""             ,"L'Ivoire du Magohamoth"                              ,"Soleil Productions"        ,"Soleil de nuit"                     ,1        ,10/1994    ,        ,300  ,"Arleston, Scotch"        ,"Tarquin, Didier"        
741      ,2-87764-306-9     ,"Lanfeust de Troy"                                  ,2         ,""             ,"Thanos l'incongru"                                   ,"Soleil Productions"        ,"Soleil de nuit"                     ,1        ,08/1995    ,        ,60   ,"Arleston, Scotch"        ,"Tarquin, Didier"        
859      ,2-87764-394-8     ,"Lanfeust de Troy"                                  ,3         ,""             ,"Castel Or-Azur"                                      ,"Soleil Productions"        ,"Soleil de nuit"                     ,1        ,05/1996    ,        ,40   ,"Arleston, Scotch"        ,"Tarquin, Didier"        
928      ,2-87764-566-5     ,"Lanfeust de Troy"                                  ,4         ,""             ,"Le paladin d'Eckmül"                                 ,"Soleil Productions"        ,"Soleil de nuit"                     ,1        ,11/1996    ,        ,40   ,"Arleston, Scotch"        ,"Tarquin, Didier"        
30894    ,2-87764-646-7     ,"Lanfeust de Troy"                                  ,5         ,""             ,"Le frisson de l'Haruspice"                           ,"Soleil Productions"        ,""                                   ,1        ,10/1997    ,        ,25   ,"Arleston, Scotch"        ,"Tarquin, Didier"        
1371     ,2-87764-795-1     ,"Lanfeust de Troy"                                  ,6         ,""             ,"Cixi impératrice"                                    ,"Soleil Productions"        ,""                                   ,1        ,10/1998    ,        ,20   ,"Arleston, Scotch"        ,"Tarquin, Didier"        
1799     ,2-87764-923-7     ,"Lanfeust de Troy"                                  ,7         ,""             ,"Les pétaures se cachent pour mourir"                 ,"Soleil Productions"        ,""                                   ,1        ,10/1999    ,        ,20   ,"Arleston, Scotch"        ,"Tarquin, Didier"        
2107     ,2-84565-033-7     ,"Lanfeust de Troy"                                  ,8         ,""             ,"La bête fabuleuse"                                   ,"Soleil Productions"        ,""                                   ,1        ,12/2000    ,        ,15   ,"Arleston, Scotch"        ,"Tarquin, Didier"        
24121    ,2-87764-086-8     ,"Léo Loden"                                         ,1         ,""             ,"Terminus Canebière"                                  ,"Soleil Productions"        ,""                                   ,1        ,01/1992    ,        ,120  ,"Arleston, Scotch"        ,"Carrère, Serge"         
6631     ,2-87764-265-8     ,"Léo Loden"                                         ,6         ,""             ,"Pizza aux pruneaux"                                  ,"Soleil Productions"        ,""                                   ,1        ,02/1995    ,        ,25   ,"Arleston, Scotch"        ,"Carrère, Serge"         
6633     ,2-87764-493-6     ,"Léo Loden"                                         ,8         ,""             ,"Vodka mauresque"                                     ,"Soleil Productions"        ,""                                   ,1        ,06/1996    ,        ,12   ,"Arleston, Scotch"        ,"Carrère, Serge"         
17228    ,2-87764-664-5     ,"Léo Loden"                                         ,10        ,""             ,"Testament et Figatelli"                              ,"Soleil Productions"        ,""                                   ,1        ,11/1997    ,        ,12   ,"Arleston, Scotch"        ,"Carrère, Serge"         
