"edition_id","editeur_id","isbn13","publication_date","num_pages","num_catalogue","langue_code","titre"
2096,2232,"9780300110302",2006-03-11,368,,eng,
2097,2232,"9780300110562",2006-05-16,528,,eng,
2098,2232,"9780300111149",2005-11-11,384,,en-GB,
2099,2232,"9780300114409",2006-04-28,192,,eng,
2100,2232,"9780300115864",2006-11-01,288,,eng,
2101,2232,"9780300116182",2006-12-28,344,,eng,
2102,2232,"9780300119947",2006-08-28,304,,eng,
2103,482,"9780306801457",1981-08-22,226,,eng,
2104,482,"9780306804151",1990-08-22,264,,en-US,
2105,482,"9780306804830",1992-08-21,544,,en-US,
2106,482,"9780306804984",1992-08-22,248,,eng,
2107,482,"9780306805622",1994-03-21,1082,,eng,
2108,482,"9780306807251",1996-08-22,403,,eng,
2109,482,"9780306808821",1998-08-22,720,,eng,
2110,482,"9780306808906",1999-05-07,644,,eng,
2111,482,"9780306808913",1999-05-07,288,,eng,
2112,482,"9780306809323",1999-08-30,608,,en-US,
2113,482,"9780306809576",2000-11-02,732,,eng,
2114,482,"9780306810701",2001-09-17,256,,en-US,
2115,482,"9780306812309",2003-08-21,134,,eng,
2116,482,"9780306812996",2003-09-18,402,,eng,
2117,482,"9780306813689",2006-09-04,334,,eng,
2118,482,"9780306814556",2005-06-15,344,,eng,
2119,777,"9780307001467",2003-09-09,24,,eng,
2120,2186,"9780307114631",1991-07-01,48,,eng,
2121,511,"9780307209436",2004-10-12,336,,spa,
2122,511,"9780307209610",2005-01-11,400,,spa,
2123,1973,"9780307236012",2005-04-19,192,,eng,
2124,477,"9780307237200",2006-10-10,373,,en-US,
2125,471,"9780307237699",2006-10-17,375,,eng,
2126,325,"9780307237903",2006-02-28,592,,eng,
2127,411,"9780307238276",2006-04-04,256,,eng,
2128,1144,"9780307243164",2005-05-10,4,,en-US,
2129,57,"9780307262998",2006-11-14,306,,eng,
2130,57,"9780307263117",2005-12-07,195,,eng,
2131,1644,"9780307263308",2000-04-01,48,,eng,
2132,57,"9780307263711",2006-05-09,269,,eng,
2133,57,"9780307263940",2006-05-02,277,,eng,
2134,1644,"9780307264121",2002-04-09,48,,eng,
2135,1085,"9780307264220",2006-10-31,112,,en-US,
2136,1088,"9780307264558",2006-08-01,137,,eng,
2137,655,"9780307264602",2006-10-17,350,,eng,
2138,57,"9780307264626",2006-08-22,349,,eng,
2139,1085,"9780307264657",2006-06-06,320,,eng,
2140,655,"9780307264862",2006-09-26,608,,eng,
2141,655,"9780307264879",2006-10-17,1122,,eng,
2142,655,"9780307264886",2006-10-17,360,,eng,
2143,655,"9780307264893",2006-09-26,560,,en-US,
2144,57,"9780307264909",2006-10-17,850,,eng,
2145,57,"9780307265432",2006-09-26,241,,eng,
2146,1088,"9780307265784",2007-03-06,339,,eng,
2147,1088,"9780307265838",2007-05-08,191,,eng,
2148,655,"9780307266613",2007-06-19,840,,eng,
2149,511,"9780307274113",2005-03-05,488,,spa,
2150,2113,"9780307274977",2006-02-14,120,,eng,
2151,88,"9780307275554",2006-05-30,432,,eng,
2152,88,"9780307275561",2006-10-31,388,,eng,
2153,88,"9780307275639",2007-06-29,192,,en-US,
2154,2113,"9780307275691",2006-04-11,60,,eng,
2155,2113,"9780307275738",2006-10-10,383,,eng,
2156,2113,"9780307275936",2006-10-10,197,,eng,
2157,86,"9780307276780",2006-06-06,304,,eng,
2158,88,"9780307276902",2005-09-22,515,,eng,
2159,86,"9780307277671",2006-03-28,489,,eng,
2160,88,"9780307277749",2006-09-12,512,,eng,
2161,2123,"9780307277763",2001-02-13,255,,eng,
2162,2113,"9780307278364",2006-10-24,160,,eng,
2163,2113,"9780307278586",2007-02-13,166,,eng,
2164,88,"9780307279460",2006-12-26,397,,eng,
2165,1144,"9780307281708",2005-10-11,6,,eng,
2166,1143,"9780307283795",2005-12-13,12,,eng,
2167,325,"9780307335852",2006-10-24,346,,eng,
2168,472,"9780307336132",2006-03-21,320,,eng,
2169,411,"9780307337931",2007-04-10,256,,eng,
2170,1803,"9780307338464",2007-01-02,308,,eng,
2171,1289,"9780307343109",2005-07-05,320,,spa,
2172,1289,"9780307343116",2005-07-05,352,,spa,
2173,511,"9780307343123",2005-07-05,352,,spa,
2174,511,"9780307343260",2005-09-06,421,,spa,
2175,1650,"9780307344670",2005-11-01,368,,spa,
2176,1650,"9780307344830",2005-12-06,608,,spa,
2177,1973,"9780307345974",2006-08-01,263,,eng,
2178,411,"9780307346582",2007-04-03,240,,eng,
2179,471,"9780307346605",2006-09-12,342,,eng,
2180,1555,"9780307348135",2006-04-04,480,,spa,
2181,1556,"9780307348241",2006-06-06,432,,spa,
2182,1555,"9780307350053",2006-04-04,258,,spa,
2183,1555,"9780307350275",2006-02-07,512,,spa,
2184,1555,"9780307350329",2006-02-07,160,,spa,
2185,1556,"9780307350367",2006-02-07,160,,spa,
2186,1555,"9780307350404",2006-02-07,172,,spa,
2187,1555,"9780307350428",2006-02-07,496,,spa,
2188,1550,"9780307350435",2006-02-07,104,,spa,
2189,1555,"9780307350442",2006-02-07,176,,spa,
2190,1555,"9780307350503",2006-02-07,336,,spa,
2191,1555,"9780307350510",2006-02-07,192,,spa,
2192,511,"9780307376589",2006-10-03,496,,spa,
2193,511,"9780307376640",2006-11-07,432,,spa,
2194,471,"9780307383419",2007-01-09,442,,en-US,
2195,777,"9780307989130",2000-08-01,24,,en-US,
2196,2249,"9780310210085",1996-04-20,224,,eng,
2197,2249,"9780310214694",1996-11-26,224,,eng,
2198,2249,"9780310217602",2000-10-18,347,,eng,
2199,2249,"9780310243564",2002-12-24,338,,en-US,
2200,2249,"9780310243878",2004-02-15,345,,eng,
2201,2249,"9780310243885",2002-10-06,319,,eng,
2202,2249,"9780310247562",2007-01-01,337,,eng,
2203,2249,"9780310249870",2003-06-17,336,,eng,
2204,2249,"9780310252191",2003-01-09,224,,eng,
2205,2249,"9780310254874",2003-10-19,272,,eng,
2206,2249,"9780310257868",2007-02-12,299,,eng,
2207,2249,"9780310258971",2005-03-15,5,,eng,
2208,2250,"9780310259664",2005-08-02,462,,en-US,
2209,2250,"9780310263456",2005-07-31,194,,eng,
2210,2250,"9780310272663",2007-02-11,187,,eng,
2211,2249,"9780310330516",1984-01-01,336,,en-US,
2212,2251,"9780310929550",2002-10-01,2198,,eng,
2213,1882,"9780312010447",1987-12-15,192,,eng,
2214,1882,"9780312049997",1990-09-01,454,,en-US,
2215,1878,"9780312082734",1992-08-15,384,,eng,
2216,1882,"9780312085124",1992-09-01,260,,eng,
2217,1878,"9780312088477",1993-01-15,672,,eng,
2218,1878,"9780312118181",1994-12-15,312,,en-US,
2219,1536,"9780312132149",1995-03-15,400,,eng,
2220,1534,"9780312135256",1995-10-15,512,,en-US,
2221,1878,"9780312143404",1996-04-15,128,,eng,
2222,1878,"9780312148232",1996-09-15,352,,eng,
2223,1536,"9780312150600",1999-11-12,336,,eng,
2224,1878,"9780312151225",1997-01-15,224,,eng,
2225,1878,"9780312151256",1997-01-15,958,,en-US,
2226,1534,"9780312155612",1997-05-15,258,,eng,
2227,1878,"9780312155858",1997-04-15,870,,eng,
2228,234,"9780312157111",1999-02-28,184,,en-US,
2229,1882,"9780312172251",1997-12-31,480,,eng,
2230,2228,"9780312181109",1998-03-31,343,,eng,
2231,1878,"9780312181338",1998-04-15,192,,en-US,
2232,233,"9780312182625",1999-01-01,169,,eng,
2233,1534,"9780312186883",1999-11-12,352,,eng,
2234,806,"9780312194390",1998-09-15,939,,eng,
2235,1878,"9780312194406",1998-10-15,208,,eng,
2236,1878,"9780312199432",1999-02-15,434,,eng,
2237,1536,"9780312241223",1999-09-23,291,,eng,
2238,1904,"9780312241353",2000-04-09,656,,eng,
2239,1536,"9780312243357",1999-09-04,356,,eng,
2240,1267,"9780312252816",2000-02-11,272,,eng,
2241,1534,"9780312254995",2000-03-16,576,,eng,
2242,233,"9780312257378",2002-12-25,188,,eng,
2243,1267,"9780312263089",2000-06-08,272,,eng,
2244,1885,"9780312263102",2000-12-01,256,,eng,
2245,1534,"9780312263232",2000-06-10,276,,eng,
2246,1882,"9780312264895",2000-05-12,208,,eng,
2247,1534,"9780312265052",2000-08-28,721,,eng,
2248,1882,"9780312265816",2000-12-05,368,,eng,
2249,1882,"9780312266059",2001-09-20,160,,eng,
2250,1536,"9780312267179",2000-09-02,344,,en-US,
2251,1267,"9780312273224",2001-09-22,656,,eng,
2252,1966,"9780312274924",2001-03-07,248,,en-US,
2253,1878,"9780312277109",2001-07-10,132,,eng,
2254,1534,"9780312278465",2001-05-04,332,,en-GB,
2255,1534,"9780312278496",2002-12-06,558,,eng,
2256,1534,"9780312279998",2001-07-06,368,,eng,
2257,1536,"9780312282998",2001-08-25,639,,eng,
2258,1878,"9780312286217",2002-06-14,176,,eng,
2259,1878,"9780312287443",2002-01-17,320,,eng,
2260,1536,"9780312288013",2004-12-01,240,,eng,
2261,1882,"9780312289515",2001-11-09,132,,eng,
2262,1099,"9780312291457",2002-08-24,344,,eng,
2263,1878,"9780312291563",2002-05-08,256,,eng,
2264,1435,"9780312295431",2005-10-14,336,,eng,
2265,1534,"9780312300333",2002-05-03,320,,eng,
2266,1878,"9780312300531",2000-08-15,352,,eng,
2267,1878,"9780312304355",2004-10-04,405,,eng,
2268,1882,"9780312304461",2004-02-12,288,,eng,
2269,1878,"9780312306182",2002-09-14,272,,en-US,
2270,1882,"9780312306342",2007-01-09,164,,eng,
2271,1878,"9780312311339",2003-03-03,338,,eng,
2272,1878,"9780312311452",2005-11-15,368,,eng,
2273,1882,"9780312312152",2003-04-10,230,,eng,
2274,1267,"9780312313647",2003-06-04,288,,eng,
2275,1882,"9780312313678",2004-11-05,1104,,en-US,
2276,1879,"9780312315320",2004-10-05,272,,eng,
2277,1878,"9780312315733",2005-01-01,355,,eng,
2278,1878,"9780312316136",2003-06-02,192,,eng,
2279,1882,"9780312317089",2003-06-05,224,,eng,
2280,1878,"9780312317119",2003-05-16,560,,eng,
2281,1878,"9780312319731",2003-10-08,448,,eng,
2282,1878,"9780312320195",2003-10-10,288,,eng,
2283,1882,"9780312321185",2004-06-01,322,,eng,
2284,1878,"9780312321192",2005-04-01,322,,en-US,
2285,1878,"9780312321208",2003-11-15,218,,eng,
2286,806,"9780312323868",2006-03-21,338,,en-US,
2287,1878,"9780312324087",2005-06-13,435,,en-US,
2288,1878,"9780312330347",2004-05-01,400,,eng,
2289,1882,"9780312330873",2004-05-03,264,,eng,
2290,1878,"9780312333751",2006-05-02,289,,eng,
2291,1882,"9780312333799",2006-12-26,309,,eng,
2292,1878,"9780312335281",2004-11-01,448,,eng,
2293,1878,"9780312336240",2006-01-24,487,,eng,
2294,1878,"9780312337070",2006-03-07,261,,eng,
2295,1878,"9780312339012",2005-04-01,256,,eng,
2296,1878,"9780312339920",2005-03-09,240,,eng,
2297,1878,"9780312342340",2007-02-06,240,,en-US,
2298,1878,"9780312342517",2004-10-01,368,,eng,
2299,690,"9780312346065",2006-10-17,32,,en-US,
2300,1882,"9780312348649",2006-06-13,340,,eng,
2301,1882,"9780312349295",2006-10-03,373,,eng,
2302,1882,"9780312349486",2006-06-20,310,,eng,
2303,1882,"9780312352189",2006-10-03,326,,en-US,
2304,1878,"9780312352356",2006-06-27,448,,eng,
2305,1885,"9780312352363",2000-09-05,389,,en-US,
2306,806,"9780312353261",2005-12-01,928,,eng,
2307,1267,"9780312353605",2006-09-05,304,,eng,
2308,1882,"9780312353766",2005-11-01,336,,eng,
2309,1878,"9780312354077",2006-05-30,256,,eng,
2310,1878,"9780312354374",2006-06-27,172,,en-US,
2311,1882,"9780312354602",2006-12-26,484,,en-US,
2312,1882,"9780312354954",2006-08-22,336,,eng,
2313,1267,"9780312357771",2006-10-03,329,,eng,
2314,1882,"9780312360115",2007-02-06,240,,en-US,
2315,1882,"9780312360269",2007-05-01,306,,eng,
2316,1127,"9780312360863",2006-11-28,784,,en-US,
2317,1536,"9780312361754",2006-10-17,510,,eng,
2318,1878,"9780312361785",2006-10-01,306,,eng,
2319,1882,"9780312362966",2007-04-03,792,,en-US,
2320,1878,"9780312364526",2006-11-14,464,,eng,
2321,1882,"9780312369347",2007-01-09,584,,eng,
2322,233,"9780312405540",2004-01-21,826,,eng,
2323,233,"9780312406912",2003-11-06,386,,eng,
2324,1536,"9780312420147",2001-09-08,528,,eng,
2325,1534,"9780312420925",2002-10-02,379,,eng,
2326,1534,"9780312421687",2003-02-01,128,,eng,
2327,1536,"9780312421700",2003-04-01,270,,eng,
2328,1536,"9780312421854",2003-03-05,372,,en-US,
2329,1534,"9780312421977",2003-01-01,304,,eng,
2330,1534,"9780312421991",2004-06-01,258,,eng,
2331,1536,"9780312422158",2003-09-16,529,,eng,
2332,1884,"9780312422240",2004-01-01,304,,eng,
2333,1534,"9780312422301",2003-07-01,192,,eng,
2334,1534,"9780312422325",2003-08-01,176,,eng,
2335,1534,"9780312422738",2005-12-27,192,,eng,
2336,1534,"9780312423131",2004-01-01,329,,eng,
2337,1536,"9780312423209",2004-01-03,773,,eng,
2338,1534,"9780312423377",2004-04-01,416,,eng,
2339,1534,"9780312423674",2004-12-01,640,,eng,
2340,1885,"9780312423735",2004-08-01,176,,eng,
2341,1536,"9780312423797",2004-04-01,293,,eng,
2342,1534,"9780312424084",2004-07-01,342,,eng,
2343,1536,"9780312424091",2004-11-01,219,,eng,
2344,1536,"9780312424442",2005-08-30,738,,eng,
2345,1536,"9780312424671",2005-04-01,441,,eng,
2346,1534,"9780312424688",2005-03-01,528,,eng,
2347,1536,"9780312424916",2005-07-01,239,,eng,
2348,1534,"9780312424930",2005-05-01,352,,eng,
2349,1536,"9780312425029",2006-04-18,336,,eng,
2350,1885,"9780312425081",2000-09-05,230,,eng,
2351,1534,"9780312425289",2005-01-26,336,,en-US,
2352,1885,"9780312425869",2006-09-19,433,,eng,
2353,1536,"9780312425944",2006-12-12,391,,eng,
2354,1534,"9780312426026",2006-09-05,432,,eng,
2355,1882,"9780312426033",2000-09-05,507,,eng,
2356,1534,"9780312426118",2006-07-11,261,,eng,
2357,1536,"9780312426217",2006-06-27,359,,eng,
2358,1534,"9780312426231",2006-10-17,306,,eng,
2359,1534,"9780312426439",2007-08-21,449,,en-US,
2360,1534,"9780312426453",2006-11-14,208,,eng,
2361,1536,"9780312426606",2007-03-20,289,,eng,
2362,1534,"9780312427290",2007-08-21,321,,en-US,
2363,1882,"9780312643065",1985-09-15,712,,eng,
2364,2000,"9780312850531",2005-12-01,381,,en-US,
2365,1401,"9780312852535",1996-01-15,299,,eng,
2366,1401,"9780312853020",1997-04-15,446,,eng,
2367,2000,"9780312858117",1994-10-01,380,,eng,
2368,1401,"9780312861438",1996-01-15,352,,en-US,
2369,2000,"9780312861872",1996-07-15,592,,eng,
2370,2000,"9780312862176",1997-01-15,1011,,eng,
2371,2000,"9780312864743",1999-01-15,300,,eng,
2372,2000,"9780312865764",1997-08-15,397,,eng,
2373,2000,"9780312867577",2001-10-11,300,,en-US,
2374,2000,"9780312868772",2001-06-23,448,,eng,
2375,1884,"9780312869595",2000-09-05,412,,eng,
2376,2000,"9780312872793",2007-02-06,204,,en-US,
2377,1401,"9780312873110",2001-02-10,253,,eng,
2378,1401,"9780312873127",2002-05-03,224,,eng,
2379,2000,"9780312875572",2002-05-17,342,,en-US,
2380,728,"9780312876067",2001-03-14,608,,eng,
2381,1401,"9780312876623",2002-12-06,352,,en-US,
2382,1885,"9780312877514",2001-02-01,288,,en-US,
2383,2000,"9780312878269",2003-01-04,400,,eng,
2384,2000,"9780312878276",2002-01-05,336,,eng,
2385,1994,"9780312878603",2002-01-14,966,,eng,
2386,1401,"9780312890179",1994-10-15,413,,eng,
2387,1401,"9780312890186",1994-10-15,411,,eng,
2388,1401,"9780312890216",1994-09-01,250,,eng,
2389,1401,"9780312890360",1995-03-15,384,,eng,
2390,1401,"9780312890377",1995-05-15,400,,eng,
2391,1401,"9780312890384",1995-05-15,336,,eng,
2392,1882,"9780312925741",1991-08-15,448,,eng,
2393,1881,"9780312929640",1993-06-15,543,,en-US,
2394,2000,"9780312930400",1995-05-01,378,,eng,
2395,1881,"9780312932787",2004-07-11,448,,eng,
2396,1881,"9780312932800",2004-07-11,416,,eng,
2397,1881,"9780312932817",2004-07-11,336,,eng,
2398,1881,"9780312934439",2007-01-02,492,,eng,
2399,1882,"9780312935733",2005-11-01,341,,eng,
2400,1881,"9780312935740",2006-05-02,320,,eng,
2401,1881,"9780312935757",2006-11-28,305,,eng,
2402,1881,"9780312936600",2007-01-02,330,,eng,
2403,1881,"9780312936914",2005-03-01,496,,eng,
2404,1881,"9780312937690",2005-08-30,288,,eng,
2405,1881,"9780312937720",2005-06-13,565,,eng,
2406,1881,"9780312939502",2006-06-27,384,,eng,
2407,1881,"9780312940027",2006-06-27,490,,eng,
2408,1881,"9780312940669",2006-10-03,544,,eng,
2409,1881,"9780312940683",2007-01-02,640,,eng,
2410,1881,"9780312940980",2007-09-10,391,,eng,
2411,1882,"9780312941468",2007-04-03,281,,en-US,
2412,1882,"9780312948962",2007-06-29,325,,en-US,
2413,1881,"9780312953966",1995-05-15,626,,eng,
2414,1882,"9780312956127",1995-10-15,384,,eng,
2415,1881,"9780312965686",1999-05-15,323,,eng,
2416,1882,"9780312966096",1998-07-15,321,,eng,
2417,1881,"9780312966201",1998-09-15,373,,eng,
2418,1882,"9780312966973",1999-06-15,313,,eng,
2419,1881,"9780312968304",1999-03-15,322,,en-US,
2420,1881,"9780312970079",1999-09-15,304,,eng,
2421,1881,"9780312970741",1999-07-15,256,,eng,
2422,1882,"9780312971281",2000-05-15,310,,eng,
2423,1881,"9780312971397",2000-05-15,461,,eng,
2424,1883,"9780312975739",2000-12-15,320,,eng,
2425,1881,"9780312976279",2001-06-15,336,,eng,
2426,1877,"9780312977672",2001-01-15,338,,eng,
2427,1882,"9780312978334",2001-03-15,323,,eng,
2428,1882,"9780312980146",2002-06-17,337,,en-US,
2429,1267,"9780312980160",2002-08-19,291,,en-US,
2430,1881,"9780312980382",2002-09-16,642,,eng,
2431,1267,"9780312981662",2002-08-19,276,,eng,
2432,1883,"9780312982010",2003-06-16,399,,eng,
2433,1881,"9780312982515",2002-10-13,662,,eng,
2434,1267,"9780312982867",2002-04-15,432,,eng,
2435,1881,"9780312983307",2004-04-19,344,,eng,
2436,1882,"9780312983864",2003-06-16,326,,eng,
2437,1881,"9780312984854",2003-06-16,358,,en-GB,
2438,1881,"9780312984861",2003-10-19,369,,eng,
2439,1882,"9780312985349",2006-06-20,321,,eng,
2440,1880,"9780312987015",2004-05-04,286,,eng,
2441,1881,"9780312987022",2004-12-28,300,,eng,
2442,1881,"9780312989385",2003-10-19,693,,eng,
2443,1267,"9780312989484",2003-09-15,320,,eng,
2444,1881,"9780312990688",2004-10-17,505,,eng,
2445,1881,"9780312990695",2006-11-01,632,,eng,
2446,1881,"9780312990718",2006-02-07,464,,eng,
2447,1881,"9780312994815",2004-11-30,528,,eng,
2448,1881,"9780312997113",2004-05-16,800,,eng,
2449,1881,"9780312997830",2005-08-30,306,,eng,
2450,805,"9780313309335",2002-03-30,176,,eng,
2451,804,"9780313324529",2005-09-01,256,,en-US,
2452,1050,"9780316000611",2004-11-01,48,,eng,
2453,1151,"9780316000956",2008-01-18,202,,eng,
2454,1151,"9780316010191",2006-10-01,166,,eng,
2455,173,"9780316010665",2007-04-03,296,,eng,
2456,173,"9780316010702",2005-10-17,389,,eng,
2457,173,"9780316010733",2005-09-13,352,,eng,
2458,173,"9780316010764",2005-08-30,329,,eng,
2459,1152,"9780316011839",2006-10-04,192,,eng,
2460,173,"9780316013260",2006-09-07,307,,en-US,
2461,173,"9780316013277",2007-01-02,592,,eng,
2462,173,"9780316013307",2006-11-03,352,,eng,
2463,1155,"9780316013314",2005-10-10,983,,eng,
2464,173,"9780316013345",2007-03-01,304,,eng,
2465,1149,"9780316013932",2006-07-31,419,,eng,
2466,1156,"9780316013949",2007-02-06,383,,eng,
2467,1156,"9780316014502",2007-09-10,374,,eng,
2468,1151,"9780316014533",2007-01-10,192,,eng,
2469,1156,"9780316014793",2007-05-08,390,,eng,
2470,1149,"9780316015844",2006-09-06,501,,eng,
2471,1151,"9780316016650",2006-09-06,272,,eng,
2472,1149,"9780316017442",2007-01-08,769,,eng,
2473,1151,"9780316030892",1995-09-01,302,,eng,
2474,1156,"9780316058780",2007-01-01,264,,eng,
2475,1149,"9780316059855",2007-04-24,291,,eng,
2476,1156,"9780316066143",2007-01-03,340,,en-US,
2477,1156,"9780316109697",2005-09-01,310,,eng,
2478,1149,"9780316117364",2007-07-02,357,,eng,
2479,1151,"9780316139243",1989-09-01,130,,eng,
2480,1151,"9780316140584",1987-09-30,139,,eng,
2481,1151,"9780316154093",2006-09-01,182,,eng,
2482,1147,"9780316154970",2001-10-22,794,,eng,
2483,1149,"9780316155595",2006-05-23,409,,eng,
2484,1149,"9780316155601",2007-05-29,405,,eng,
2485,1149,"9780316156110",2005-12-13,343,,eng,
2486,1156,"9780316156509",2006-08-08,372,,eng,
2487,1149,"9780316159418",2004-10-26,288,,en-US,
2488,1149,"9780316159722",2004-09-13,112,,en-US,
2489,1156,"9780316159791",2006-11-13,393,,eng,
2490,1156,"9780316166348",2007-06-01,240,,eng,
2491,173,"9780316168816",2004-04-20,328,,en-US,
2492,1149,"9780316172325",2005-01-11,277,,en-US,
2493,1149,"9780316182546",2001-09-01,446,,eng,
2494,1156,"9780316182744",2006-09-01,387,,eng,
2495,173,"9780316281331",1993-06-30,859,,eng,
2496,173,"9780316284950",2000-05-01,480,,eng,
2497,1149,"9780316294522",1996-07-01,343,,eng,
2498,173,"9780316296199",2001-01-04,656,,eng,
2499,1149,"9780316341516",1998-09-14,497,,eng,
2500,173,"9780316346627",2002-01-07,301,,eng,
2501,1151,"9780316367950",1990-09-04,32,,eng,
2502,173,"9780316491976",2000-06-01,293,,eng,
2503,173,"9780316501118",2002-04-12,401,,eng,
2504,1149,"9780316525657",2006-08-21,414,,eng,
2505,1148,"9780316544986",1978-09-30,811,,eng,
2506,1147,"9780316545037",1983-05-30,992,,en-US,
2507,1147,"9780316545129",1988-10-28,756,,eng,
2508,173,"9780316545563",1993-06-01,322,,eng,
2509,173,"9780316563567",2003-07-15,279,,en-US,
2510,1156,"9780316578998",2002-05-06,336,,eng,
2511,173,"9780316601955",1999-03-30,304,,eng,
2512,1149,"9780316614566",2003-11-03,821,,eng,
2513,1155,"9780316640169",2009-01-01,280,,eng,
2514,1149,"9780316693257",2000-11-20,400,,eng,
2515,1156,"9780316693356",1999-05-05,160,,eng,
2516,173,"9780316706001",2002-04-10,288,,eng,
2517,173,"9780316724432",1985-04-30,193,,eng,
2518,1147,"9780316734950",2006-10-09,405,,eng,
2519,1152,"9780316735162",2004-10-06,224,,eng,
2520,173,"9780316735643",2003-09-01,384,,en-US,
2521,173,"9780316766944",2001-01-30,256,,eng,
2522,1149,"9780316767729",2001-01-30,198,,eng,
2523,173,"9780316769020",2001-01-30,201,,eng,
2524,173,"9780316769174",2001-01-30,277,,eng,
2525,1156,"9780316773782",1998-01-01,260,,en-US,
2526,172,"9780316779234",1998-11-01,134,,eng,
2527,173,"9780316787536",2002-07-02,522,,eng,
2528,173,"9780316831116",1994-06-01,508,,en-US,
2529,173,"9780316831307",1998-09-23,640,,en-US,
2530,1146,"9780316861014",2002-10-01,397,,eng,
2531,173,"9780316890663",2001-09-19,256,,en-US,
2532,1152,"9780316905749",2003-09-01,208,,eng,
2533,173,"9780316907927",2004-05-04,849,,en-US,
2534,1149,"9780316910330",2002-04-01,224,,eng,
2535,1580,"9780316911481",2002-09-01,240,,en-US,
2536,1580,"9780316912129",2003-05-07,240,,eng,
2537,173,"9780316917339",2002-08-30,304,,eng,
2538,1146,"9780316919890",1997-02-01,353,,eng,
2539,173,"9780316925280",1998-02-02,353,,eng,
2540,173,"9780316926348",1982-01-30,351,,eng,
2541,173,"9780316926607",2000-09-20,640,,eng,
2542,173,"9780316952668",2002-02-05,896,,eng,
2543,173,"9780316954419",2002-06-03,704,,eng,
2544,173,"9780316954990",2002-02-05,1042,,eng,
2545,173,"9780316955096",1992-04-15,288,,en-US,
2546,173,"9780316955126",1992-05-15,416,,eng,
2547,173,"9780316955133",1992-06-15,565,,eng,
2548,173,"9780316955171",1992-05-15,783,,en-US,
2549,1149,"9780316969680",2002-06-10,358,,eng,
2550,756,"9780318634876",1999-01-11,152,,fre,
2551,1464,"9780321107213",2003-10-19,353,,eng,
2552,1462,"9780321182746",2006-12-01,400,,en-US,
2553,1175,"9780321209184",2005-03-04,792,,eng,
2554,1175,"9780321272508",2004-08-27,896,,eng,
2555,1175,"9780321276230",2005-04-01,604,,eng,
2556,1461,"9780321303370",2005-09-26,335,,en-US,
2557,1175,"9780321317100",2005-03-11,664,,eng,
2558,1342,"9780321344755",2005-08-28,201,,en-US,
2559,1342,"9780321350312",2006-04-20,406,,en-US,
2560,1175,"9780321365200",2005-07-29,854,,eng,
2561,1175,"9780321365606",2005-05-26,1088,,eng,
2562,1462,"9780321399533",2006-07-01,431,,eng,
2563,1462,"9780321427137",2006-10-01,352,,eng,
2564,1461,"9780321430847",2006-08-01,456,,en-US,
2565,1462,"9780321432872",2006-03-01,230,,eng,
2566,33,"9780321441461",2006-02-01,586,,eng,
2567,32,"9780321468932",2007-03-01,943,,eng,
2568,1462,"9780321478061",2006-10-01,210,,eng,
2569,943,"9780325001531",2000-02-07,240,,eng,
2570,944,"9780325005683",2003-07-02,112,,eng,
2571,944,"9780325008080",2005-08-01,216,,en-US,
2572,1436,"9780330244770",1975-08-22,192,,eng,
2573,1534,"9780330250696",1977-09-09,224,,eng,
2574,1534,"9780330261562",1980-12-31,393,,eng,
2575,1534,"9780330267144",1982-04-08,463,,eng,
2576,1476,"9780330300162",1998-12-17,160,,eng,
2577,1807,"9780330304214",2001-05-11,299,,eng,
2578,1436,"9780330307604",1989-03-23,364,,eng,
2579,1536,"9780330312561",2007-08-03,335,,eng,
2580,1536,"9780330316255",1990-08-03,352,,eng,
2581,1200,"9780330332651",1999-02-19,596,,eng,
2582,1200,"9780330345040",1996-03-01,286,,eng,
2583,1436,"9780330347761",1997-09-19,1074,,eng,
2584,1534,"9780330351744",1998-04-09,288,,eng,
2585,1200,"9780330353823",1998-01-10,1139,,eng,
2586,1437,"9780330363686",2002-08-01,180,,eng,
2587,1535,"9780330367349",1999-11-18,422,,eng,
2588,1436,"9780330367479",1999-06-11,335,,eng,
2589,1440,"9780330371247",2001-06-01,324,,eng,
2590,1534,"9780330371858",1998-12-17,244,,eng,
2591,1536,"9780330373579",2001-05-04,243,,eng,
2592,1441,"9780330375467",2002-02-08,328,,eng,
2593,1442,"9780330393775",2003-03-07,295,,eng,
2594,1439,"9780330397803",2005-06-03,178,,eng,
2595,1199,"9780330397810",2007-09-07,201,,en-GB,
2596,2242,"9780330397964",2005-09-02,186,,eng,
2597,1199,"9780330398046",2001-04-09,202,,eng,
2598,2000,"9780330411844",2005-03-18,670,,eng,
2599,1440,"9780330412445",2002-08-01,384,,eng,
2600,1440,"9780330419581",2004-07-01,371,,eng,
2601,1442,"9780330419659",2003-08-01,613,,eng,
2602,1442,"9780330419703",2003-11-01,556,,en-GB,
2603,1440,"9780330426947",2004-04-01,107,,eng,
2604,1197,"9780330442558",2006-11-03,153,,eng,
2605,1438,"9780330481915",2000-12-09,672,,eng,
2606,1534,"9780330484770",2010-04-21,399,,eng,
2607,1534,"9780330485388",2003-06-01,328,,en-GB,
2608,1536,"9780330487146",2002-05-10,326,,eng,
2609,1534,"9780330488150",2003-05-18,200,,eng,
2610,1436,"9780330489997",2004-04-16,128,,eng,
2611,1536,"9780330491198",2002-03-08,180,,eng,
2612,1536,"9780330491235",2002-03-08,167,,eng,
