"edition_id","editeur_id","isbn13","publication_date","num_pages","num_catalogue","langue_code","titre"
6702,144,"9780743272506",2006-12-05,518,,eng,
6703,2171,"9780743272537",2006-04-05,661,,en-US,
6704,1823,"9780743272773",2005-06-02,208,,eng,
6705,2171,"9780743272933",2004-09-15,357,,eng,
6706,1777,"9780743273060",2006-01-10,112,,eng,
6707,2005,"9780743273268",2005-06-07,185,,en-US,
6708,1827,"9780743274029",2005-07-01,592,,eng,
6709,1827,"9780743274036",2005-07-01,592,,eng,
6710,144,"9780743275019",2004-11-01,405,,eng,
6711,1827,"9780743275033",2004-11-01,358,,eng,
6712,144,"9780743275064",2005-05-03,528,,en-US,
6713,1827,"9780743276122",2005-08-01,344,,eng,
6714,1827,"9780743276870",2006-03-14,650,,eng,
6715,375,"9780743277709",2005-11-01,476,,en-US,
6716,2171,"9780743278829",2006-06-20,336,,eng,
6717,1070,"9780743280549",2005-10-01,286,,fre,
6718,2005,"9780743281591",2006-08-01,182,,en-US,
6719,740,"9780743284288",2006-10-03,236,,en-US,
6720,740,"9780743284790",2005-10-03,432,,eng,
6721,1778,"9780743284882",2006-09-05,374,,en-US,
6722,740,"9780743285001",2007-02-01,313,,en-US,
6723,1823,"9780743285018",2006-09-26,224,,eng,
6724,1827,"9780743285025",2006-11-30,288,,eng,
6725,1827,"9780743286428",2006-05-23,372,,eng,
6726,1823,"9780743286978",2005-09-27,896,,eng,
6727,1777,"9780743286985",2005-09-20,288,,eng,
6728,740,"9780743287968",2007-04-17,352,,en-US,
6729,1827,"9780743289351",2007-08-14,404,,eng,
6730,1777,"9780743289412",2006-10-24,513,,eng,
6731,144,"9780743290333",2006-05-02,191,,en-US,
6732,144,"9780743290340",2006-02-07,189,,spa,
6733,1823,"9780743291354",2005-10-01,304,,en-US,
6734,740,"9780743292436",2006-12-26,283,,en-US,
6735,1778,"9780743292498",2006-12-12,512,,eng,
6736,740,"9780743292542",2006-10-31,370,,en-US,
6737,740,"9780743292641",2007-01-01,230,,eng,
6738,1778,"9780743293037",2006-06-20,304,,eng,
6739,1827,"9780743296168",2006-12-01,597,,eng,
6740,144,"9780743297264",2006-04-05,224,,en-US,
6741,740,"9780743297301",2006-10-17,384,,eng,
6742,1777,"9780743297318",2006-10-10,644,,eng,
6743,144,"9780743298025",2006-09-12,406,,eng,
6744,1823,"9780743299633",2006-11-14,320,,eng,
6745,1006,"9780743400008",2000-05-01,192,,eng,
6746,1777,"9780743406567",2002-05-01,288,,eng,
6747,1834,"9780743408660",2000-11-06,222,,eng,
6748,2171,"9780743410588",2000-12-01,80,,en-US,
6749,1564,"9780743411479",2000-10-01,436,,eng,
6750,1564,"9780743411547",2001-01-01,393,,eng,
6751,1564,"9780743411967",2001-05-01,343,,eng,
6752,1841,"9780743412490",2001-05-01,214,,eng,
6753,1564,"9780743412629",2004-04-01,373,,eng,
6754,1829,"9780743412636",2004-04-06,434,,eng,
6755,2171,"9780743412803",2001-01-01,304,,eng,
6756,1834,"9780743415354",2002-07-10,215,,en-GB,
6757,1564,"9780743417341",2001-03-01,180,,eng,
6758,1564,"9780743417518",2003-05-01,482,,eng,
6759,1564,"9780743418133",2001-10-01,292,,eng,
6760,2171,"9780743418171",2002-04-02,376,,eng,
6761,2171,"9780743418263",2001-05-01,485,,eng,
6762,2171,"9780743418713",2002-08-01,434,,eng,
6763,144,"9780743418720",2002-05-01,368,,eng,
6764,1567,"9780743421928",2002-11-01,496,,eng,
6765,2171,"9780743422000",2001-05-22,80,,eng,
6766,1301,"9780743422079",2001-10-02,112,,eng,
6767,2171,"9780743422444",2001-04-01,400,,eng,
6768,1889,"9780743426916",2002-04-02,360,,eng,
6769,1568,"9780743426923",2002-08-01,339,,eng,
6770,2171,"9780743428187",2003-02-18,380,,en-US,
6771,1564,"9780743428590",2003-01-01,464,,eng,
6772,1564,"9780743428675",2004-10-05,375,,eng,
6773,1564,"9780743428958",2002-06-03,548,,eng,
6774,1564,"9780743430593",2003-05-06,334,,eng,
6775,2171,"9780743431019",2001-10-01,346,,eng,
6776,176,"9780743435383",2002-05-01,608,,eng,
6777,176,"9780743436083",2003-05-01,512,,en-US,
6778,1564,"9780743436502",2003-04-29,560,,eng,
6779,755,"9780743437493",2002-10-01,505,,eng,
6780,1564,"9780743437578",2001-10-02,560,,eng,
6781,1564,"9780743437813",2004-07-01,560,,en-US,
6782,1564,"9780743440172",2003-04-07,311,,eng,
6783,603,"9780743440745",2003-04-07,289,,eng,
6784,1564,"9780743444040",2003-04-01,320,,en-US,
6785,1564,"9780743448949",2003-06-01,254,,eng,
6786,1564,"9780743449021",2002-12-01,656,,en-US,
6787,2171,"9780743449045",2006-09-19,496,,eng,
6788,1834,"9780743449311",2002-07-16,224,,eng,
6789,1834,"9780743449328",2002-09-01,208,,eng,
6790,586,"9780743449670",1996-01-01,537,,eng,
6791,144,"9780743453141",2005-09-13,320,,en-US,
6792,1570,"9780743454148",2004-12-28,528,,eng,
6793,2171,"9780743454537",2005-02-01,423,,eng,
6794,2171,"9780743454551",2005-11-15,426,,eng,
6795,2171,"9780743456081",2004-12-21,188,,eng,
6796,1564,"9780743456814",2002-10-15,160,,en-US,
6797,1564,"9780743456869",2002-11-01,230,,en-US,
6798,755,"9780743457620",2005-02-01,362,,eng,
6799,1569,"9780743457873",2003-03-01,288,,en-US,
6800,1778,"9780743457910",2002-10-29,589,,eng,
6801,1006,"9780743458191",2003-01-28,244,,eng,
6802,1006,"9780743458535",2003-05-01,608,,eng,
6803,1564,"9780743461511",2003-06-01,30,,eng,
6804,1564,"9780743463089",2003-04-29,336,,eng,
6805,1838,"9780743464116",2002-09-01,432,,eng,
6806,2171,"9780743464796",2004-09-14,288,,eng,
6807,1564,"9780743466509",2004-07-01,353,,en-US,
6808,1564,"9780743466523",2002-10-29,672,,eng,
6809,2171,"9780743470124",2006-05-02,400,,en-US,
6810,1564,"9780743470568",2004-08-31,384,,eng,
6811,1301,"9780743470797",2003-09-01,192,,en-US,
6812,1569,"9780743471220",2006-10-01,326,,eng,
6813,1569,"9780743471237",2007-03-27,327,,eng,
6814,1569,"9780743471329",2006-01-01,336,,en-US,
6815,1564,"9780743474160",2003-07-01,709,,eng,
6816,1006,"9780743474764",2012-06-21,162,,eng,
6817,1823,"9780743477109",2013-07-01,249,,eng,
6818,1842,"9780743477116",2004-01-01,368,,eng,
6819,1564,"9780743477154",2003-12-30,342,,eng,
6820,1564,"9780743477369",2003-10-01,528,,eng,
6821,1823,"9780743477550",2004-01-01,314,,eng,
6822,1827,"9780743477888",2003-10-06,592,,eng,
6823,1569,"9780743480697",2003-09-01,432,,en-US,
6824,1570,"9780743480710",2003-08-26,384,,eng,
6825,1569,"9780743480727",2004-11-30,310,,eng,
6826,144,"9780743482714",2005-09-13,247,,en-US,
6827,1823,"9780743482769",2004-01-01,338,,eng,
6828,1842,"9780743482776",2004-07-01,272,,eng,
6829,1823,"9780743482790",2004-08-01,272,,eng,
6830,1823,"9780743482820",2004-08-01,368,,eng,
6831,1823,"9780743482844",2004-07-01,369,,eng,
6832,1827,"9780743484183",2004-06-01,480,,eng,
6833,1827,"9780743484190",2004-02-21,384,,eng,
6834,1564,"9780743484312",2004-02-02,234,,eng,
6835,1842,"9780743484862",2011-08-23,263,,eng,
6836,2171,"9780743484879",2004-06-22,294,,eng,
6837,1823,"9780743484954",2005-08-01,384,,eng,
6838,1823,"9780743484961",2005-08-01,222,,eng,
6839,1823,"9780743485043",2005-01-01,336,,eng,
6840,1823,"9780743485050",2006-01-01,400,,eng,
6841,144,"9780743486224",2003-07-28,572,,eng,
6842,1006,"9780743487146",2004-08-01,224,,en-GB,
6843,1823,"9780743487559",2004-05-01,620,,eng,
6844,1827,"9780743487566",2004-05-01,400,,eng,
6845,1564,"9780743487580",2004-05-01,324,,eng,
6846,1823,"9780743487603",2004-05-01,496,,eng,
6847,1823,"9780743487672",2004-07-01,296,,eng,
6848,1564,"9780743487696",2009-03-04,314,,eng,
6849,1823,"9780743487733",2004-07-01,150,,eng,
6850,1823,"9780743487740",2004-07-01,358,,en-US,
6851,1823,"9780743487771",2004-11-01,208,,eng,
6852,1569,"9780743491563",2006-05-01,576,,en-US,
6853,1564,"9780743491594",2004-11-01,480,,eng,
6854,1564,"9780743491686",2006-08-29,640,,eng,
6855,1564,"9780743491693",2006-11-28,390,,eng,
6856,1889,"9780743491709",2007-02-27,320,,eng,
6857,1569,"9780743496124",2006-04-01,384,,eng,
6858,586,"9780743496148",2006-02-01,352,,eng,
6859,144,"9780743496162",2005-09-27,336,,eng,
6860,1569,"9780743496650",2006-09-01,288,,en-US,
6861,65,"9780743496711",2006-10-24,416,,eng,
6862,144,"9780743496728",2007-03-05,440,,eng,
6863,1564,"9780743497282",2006-04-01,472,,eng,
6864,1006,"9780743498098",2004-12-01,224,,eng,
6865,1006,"9780743498296",2005-01-01,304,,eng,
6866,176,"9780743499095",2005-06-01,893,,eng,
6867,755,"9780743499262",2005-03-01,384,,eng,
6868,144,"9780743499347",2005-11-01,320,,en-US,
6869,1564,"9780743499484",2006-12-26,364,,eng,
6870,1831,"9780743500265",2000-06-01,0,,eng,
6871,1540,"9780743518369",2010-04-01,16,,eng,
6872,1824,"9780743520058",2001-08-01,1,,eng,
6873,1824,"9780743525855",2002-11-01,128,,eng,
6874,1824,"9780743525879",2002-05-01,66,,eng,
6875,1824,"9780743527293",2003-03-01,5,,eng,
6876,1831,"9780743533959",2003-10-01,0,,eng,
6877,1831,"9780743536950",2004-01-19,0,,en-US,
6878,1831,"9780743536967",2004-01-19,17,,eng,
6879,1831,"9780743536998",2005-08-02,0,,eng,
6880,1831,"9780743537001",2005-08-02,16,,eng,
6881,1831,"9780743555616",2006-07-01,44,,eng,
6882,1824,"9780743564366",2006-05-01,3,,eng,
6883,1824,"9780743564373",2006-05-01,8,,eng,
6884,1824,"9780743564410",2006-10-17,8,,eng,
6885,1824,"9780743564526",2006-10-05,5,,eng,
6886,1824,"9780743564670",2006-10-03,0,,eng,
6887,2135,"9780744001051",2001-10-31,288,,en-GB,
6888,313,"9780744001402",2001-12-17,272,,eng,
6889,313,"9780744002355",2003-03-06,128,,eng,
6890,313,"9780744002539",2003-04-09,256,,eng,
6891,313,"9780744004298",2004-10-25,272,,eng,
6892,313,"9780744004410",2005-09-20,192,,eng,
6893,313,"9780744004441",2005-07-08,128,,eng,
6894,313,"9780744005615",2005-06-01,112,,eng,
6895,313,"9780744005837",2005-11-08,240,,eng,
6896,313,"9780744006452",2005-10-28,176,,eng,
6897,2159,"9780744520057",1991-06-27,29,,eng,
6898,2156,"9780744586466",2004-11-01,120,,eng,
6899,2159,"9780744586534",2004-10-04,336,,eng,
6900,1562,"9780745323374",2005-07-20,265,,eng,
6901,1574,"9780745622088",2003-04-29,195,,eng,
6902,1574,"9780745628479",2001-10-15,194,,eng,
6903,1574,"9780745628974",2003-12-30,171,,eng,
6904,1574,"9780745635323",2006-08-04,240,,eng,
6905,935,"9780747230212",1989-08-17,320,,eng,
6906,934,"9780747236047",1992-02-20,632,,eng,
6907,936,"9780747236382",1991-05-16,499,,eng,
6908,935,"9780747238904",1992-07-16,416,,eng,
6909,933,"9780747238911",1992-07-16,448,,eng,
6910,933,"9780747250371",1996-05-09,224,,eng,
6911,933,"9780747250388",1996-11-07,208,,eng,
6912,935,"9780747251828",1996-05-01,375,,eng,
6913,1988,"9780747252139",1996-08-08,282,,eng,
6914,933,"9780747253747",1997-03-13,416,,eng,
6915,937,"9780747257356",1998-07-02,416,,en-GB,
6916,937,"9780747257363",1999-06-10,448,,en-US,
6917,937,"9780747263746",2005-03-04,635,,eng,
6918,937,"9780747264866",2001-08-16,512,,en-GB,
6919,933,"9780747266990",2001-06-25,421,,eng,
6920,933,"9780747267195",2002-07-01,448,,eng,
6921,933,"9780747267430",2003-03-03,448,,en-US,
6922,937,"9780747267447",2003-10-27,448,,eng,
6923,937,"9780747267454",2002-09-02,421,,eng,
6924,937,"9780747267621",2003-06-23,339,,eng,
6925,1882,"9780747267638",2004-06-05,320,,eng,
6926,933,"9780747268031",2001-02-01,404,,eng,
6927,937,"9780747268468",2000-09-07,512,,eng,
6928,937,"9780747268475",2001-08-02,504,,eng,
6929,1981,"9780747411871",1992-11-12,509,,eng,
6930,279,"9780747518457",1994-09-01,633,,eng,
6931,289,"9780747526032",2002-09-01,288,,eng,
6932,289,"9780747534938",1997-11-13,128,,eng,
6933,289,"9780747544210",2014-12-10,506,,eng,
6934,279,"9780747546245",2000-07-08,636,,eng,
6935,289,"9780747546559",1999-10-21,404,,eng,
6936,289,"9780747548317",2000-09-04,182,,eng,
6937,287,"9780747553465",2001-10-08,275,,eng,
6938,289,"9780747553564",2009-08-06,196,,eng,
6939,279,"9780747553717",2001-08-06,432,,eng,
6940,288,"9780747553861",2001-09-08,188,,eng,
6941,289,"9780747556404",2002-01-02,240,,en-GB,
6942,279,"9780747559047",2010-02-01,236,,eng,
6943,279,"9780747562115",2002-10-28,559,,eng,
6944,289,"9780747562832",2005-05-02,128,,eng,
6945,289,"9780747563006",2006-03-01,291,,en-US,
6946,1375,"9780747566755",2003-11-03,128,,eng,
6947,289,"9780747566823",2005-05-02,128,,eng,
6948,290,"9780747569114",2004-04-01,176,,eng,
6949,290,"9780747569121",2004-05-01,96,,eng,
6950,290,"9780747569138",1994-09-01,112,,eng,
6951,285,"9780747571773",2004-01-19,144,,eng,
6952,291,"9780747573623",2008-07-01,480,,eng,
6953,279,"9780747573647",2007-06-01,555,,eng,
6954,279,"9780747574651",2005-02-07,196,,eng,
6955,288,"9780747584667",2006-06-23,768,,eng,
6956,1326,"9780748702558",1993-01-01,288,,eng,
6957,2092,"9780749305796",1990-03-29,256,,eng,
6958,2092,"9780749307233",1990-05-23,293,,eng,
6959,365,"9780749307844",1994-03-31,256,,en-US,
6960,1150,"9780749919443",1998-10-29,176,,eng,
6961,1533,"9780749932558",2001-09-06,576,,eng,
6962,1532,"9780749933630",2003-03-27,368,,eng,
6963,1533,"9780749934422",2005-12-01,354,,en-US,
6964,1839,"9780750000338",1991-04-01,194,,eng,
6965,1839,"9780750002424",1991-02-06,164,,eng,
6966,975,"9780750002448",1993-08-23,188,,eng,
6967,1839,"9780750002462",1991-10-20,188,,eng,
6968,969,"9780750005944",1991-01-17,188,,eng,
6969,969,"9780750012638",1992-08-31,191,,eng,
6970,977,"9780750244916",2004-08-12,48,,eng,
6971,1717,"9780750666008",2005-01-15,184,,en-US,
6972,1918,"9780750934008",2005-02-01,250,,en-US,
6973,1917,"9780750934220",2003-07-24,224,,eng,
6974,966,"9780750937252",2005-02-01,238,,eng,
6975,567,"9780751333329",2005-11-01,240,,eng,
6976,1591,"9780751370737",1998-10-08,64,,eng,
6977,1150,"9780751503890",2001-07-01,720,,eng,
6978,2166,"9780751504354",1995-04-25,791,,en-US,
6979,2165,"9780751504385",1993-05-13,612,,eng,
6980,1150,"9780751506419",2001-05-01,403,,eng,
6981,1150,"9780751506433",1994-06-01,367,,eng,
6982,1150,"9780751506457",1985-02-01,413,,eng,
6983,1150,"9780751506464",1986-02-01,428,,eng,
6984,1150,"9780751506471",1987-09-01,474,,eng,
6985,1150,"9780751506488",1988-08-01,512,,eng,
6986,1150,"9780751510614",2001-05-01,120,,eng,
6987,2165,"9780751514629",1995-02-16,560,,eng,
6988,1980,"9780751515572",2008-02-01,208,,eng,
6989,1872,"9780751531206",2000-11-02,640,,eng,
6990,1872,"9780751531244",2008-03-01,564,,eng,
6991,1150,"9780751533118",2003-03-01,192,,eng,
6992,1150,"9780751533439",2004-11-01,640,,eng,
6993,1150,"9780751533453",2006-11-01,480,,eng,
6994,1872,"9780751533934",2010-12-31,224,,eng,
6995,1981,"9780751536829",2005-09-02,229,,eng,
6996,1409,"9780752817002",2008-04-01,296,,eng,
6997,1409,"9780752837499",2000-12-07,244,,eng,
6998,1409,"9780752842691",2003-09-04,320,,eng,
6999,1409,"9780752848372",2002-12-05,320,,eng,
7000,1409,"9780752849188",2005-05-01,344,,eng,
7001,524,"9780752849195",2008-11-08,354,,eng,
7002,1409,"9780752851310",2002-04-18,368,,eng,
7003,1409,"9780752851808",2002-12-05,256,,eng,
7004,1409,"9780752852614",2003-05-01,224,,eng,
7005,1411,"9780752857930",2003-07-03,192,,eng,
7006,1409,"9780752858494",2004-05-06,725,,eng,
7007,1411,"9780752858500",2004-07-01,836,,eng,
7008,1409,"9780752858623",2004-10-07,528,,en-GB,
7009,1411,"9780752858630",2005-08-24,352,,eng,
7010,1409,"9780752861746",2010-09-09,116,,eng,
7011,1413,"9780752864303",2005-03-24,224,,en-US,
7012,1409,"9780752864327",2005-03-24,566,,eng,
7013,1410,"9780752864778",2006-03-02,656,,eng,
7014,1409,"9780752865331",2005-03-01,213,,eng,
7015,1409,"9780752876818",2005-06-01,407,,eng,
7016,1417,"9780752876825",2005-06-30,528,,en-GB,
7017,1962,"9780752876870",2005-06-29,704,,eng,
7018,1081,"9780753453216",2000-09-15,95,,eng,
7019,1081,"9780753453346",1999-09-01,224,,eng,
7020,1081,"9780753453803",2001-09-15,311,,eng,
7021,1081,"9780753454947",2002-11-15,352,,eng,
7022,1081,"9780753456101",2003-04-25,32,,eng,
7023,1081,"9780753459645",2006-09-15,32,,eng,
7024,1414,"9780753806791",1999-07-01,575,,eng,
7025,1417,"9780753810743",1999-12-31,282,,eng,
7026,1526,"9780753811467",2011-05-10,352,,eng,
7027,1577,"9780753812938",1900-01-01,144,,eng,
7028,1414,"9780753814413",2001-08-01,288,,eng,
7029,1416,"9780753817988",2004-09-28,208,,eng,
7030,1526,"9780753818817",2005-08-04,680,,eng,
7031,1526,"9780753819319",2004-10-28,403,,eng,
7032,1526,"9780753819920",2005-07-06,151,,eng,
7033,1526,"9780753819951",2005-07-07,208,,eng,
7034,1529,"9780753820254",2005-10-05,520,,eng,
7035,1526,"9780753821862",2007-03-01,400,,eng,
7036,933,"9780755300204",2004-03-01,548,,eng,
7037,937,"9780755301942",2005-03-14,406,,eng,
7038,933,"9780755301973",2003-11-03,344,,eng,
7039,937,"9780755304851",2004-08-16,448,,eng,
7040,933,"9780755321360",2006-01-02,352,,eng,
7041,933,"9780755321384",2006-12-28,352,,eng,
7042,933,"9780755323005",2006-06-05,500,,eng,
7043,935,"9780755323012",2006-06-01,352,,eng,
7044,933,"9780755331475",2006-05-15,454,,eng,
7045,499,"9780756400439",2001-11-01,530,,eng,
7046,499,"9780756400583",2002-10-01,435,,eng,
7047,500,"9780756400613",2002-03-05,394,,en-US,
7048,499,"9780756401108",2003-07-01,528,,en-US,
7049,500,"9780756401139",2003-10-07,431,,en-US,
7050,499,"9780756401535",2004-03-02,448,,eng,
7051,499,"9780756401818",2004-05-04,828,,eng,
7052,499,"9780756402211",2004-10-05,438,,en-GB,
7053,500,"9780756402570",2005-03-01,434,,en-US,
7054,499,"9780756402709",2005-11-01,656,,eng,
7055,499,"9780756402723",2005-10-04,480,,eng,
7056,500,"9780756402976",2005-04-01,608,,eng,
7057,499,"9780756402983",2005-05-03,1083,,eng,
7058,500,"9780756403140",2005-09-06,496,,en-US,
7059,499,"9780756403164",2005-10-04,560,,en-US,
7060,499,"9780756403188",2005-11-01,432,,en-US,
7061,499,"9780756403256",2005-12-06,338,,eng,
7062,499,"9780756403416",2006-05-02,448,,eng,
7063,504,"9780756403454",2006-05-02,543,,en-US,
7064,500,"9780756403584",2007-03-06,656,,eng,
7065,499,"9780756403591",2006-09-05,796,,eng,
7066,500,"9780756403607",2006-07-01,980,,en-US,
7067,499,"9780756403638",2006-10-03,384,,en-US,
7068,499,"9780756403805",2006-09-05,309,,eng,
7069,500,"9780756403911",2006-10-03,291,,en-US,
7070,499,"9780756404055",2007-01-02,306,,eng,
7071,499,"9780756404062",2007-01-02,609,,eng,
7072,499,"9780756404321",2007-01-02,464,,en-US,
7073,566,"9780756605926",2004-10-04,352,,eng,
7074,565,"9780756611286",2005-04-02,64,,eng,
7075,565,"9780756611293",2005-04-02,32,,eng,
7076,565,"9780756611774",2005-08-15,80,,eng,
7077,567,"9780756614195",2005-12-31,175,,eng,
7078,567,"9780756615697",2006-08-01,616,,eng,
7079,564,"9780756616342",2005-09-19,624,,eng,
7080,565,"9780756622381",2006-09-25,272,,eng,
7081,565,"9780756623432",2007-01-15,96,,eng,
7082,564,"9780756623586",2006-10-16,352,,eng,
7083,565,"9780756630522",2007-03-19,160,,eng,
7084,932,"9780757305450",2007-06-01,311,,eng,
7085,1073,"9780758201553",2006-02-01,384,,eng,
7086,1074,"9780758202956",2007-02-01,382,,eng,
7087,1074,"9780758206824",2005-10-01,380,,eng,
7088,485,"9780758207302",2006-08-01,285,,en-US,
7089,315,"9780758207746",2004-05-01,278,,eng,
7090,1074,"9780758210180",2007-07-31,342,,eng,
7091,1073,"9780758210371",2006-04-01,303,,eng,
7092,1073,"9780758210944",2005-06-07,352,,eng,
7093,1073,"9780758212382",2006-01-31,292,,eng,
7094,1073,"9780758213501",2006-09-01,436,,eng,
7095,315,"9780758214096",2006-10-01,255,,en-US,
7096,1073,"9780758215048",2004-02-01,352,,eng,
7097,1297,"9780760320068",2004-10-23,384,,eng,
7098,2247,"9780760324073",2006-02-17,336,,eng,
7099,2247,"9780760328248",2006-11-15,320,,eng,
7100,2141,"9780760329634",2007-05-15,256,,eng,
7101,206,"9780760728505",2002-04-01,394,,eng,
7102,204,"9780760768952",2005-07-16,288,,eng,
7103,204,"9780760768969",2005-07-16,592,,eng,
7104,2224,"9780761104841",2003-05-22,992,,eng,
7105,2224,"9780761129585",2003-10-16,832,,eng,
7106,2224,"9780761136866",2006-01-31,624,,spa,
7107,2224,"9780761143697",2006-11-16,192,,eng,
7108,1703,"9780761316435",2002-08-01,32,,eng,
7109,705,"9780761316800",2002-09-01,32,,eng,
7110,2029,"9780761327059",2005-09-01,112,,eng,
7111,363,"9780761417071",2003-01-01,40,,eng,
7112,363,"9780761417095",2004-01-01,39,,eng,
7113,363,"9780761417101",2003-01-01,40,,eng,
7114,363,"9780761417125",2004-01-01,40,,eng,
7115,363,"9780761417132",2003-01-01,40,,eng,
7116,2031,"9780761452423",2004-01-01,137,,eng,
7117,1604,"9780761501664",1995-09-20,199,,eng,
7118,1973,"9780761512196",1998-01-07,304,,eng,
7119,1603,"9780761542919",2003-11-18,96,,eng,
7120,1603,"9780761545644",2004-10-26,144,,eng,
7121,1603,"9780761554912",2006-09-12,128,,eng,
7122,1603,"9780761555483",2007-09-10,432,,eng,
7123,1603,"9780761555520",2006-11-14,176,,eng,
7124,1741,"9780761929949",2003-10-16,272,,eng,
7125,1742,"9780761956921",1998-04-14,224,,eng,
7126,1670,"9780762100736",1998-08-24,448,,eng,
7127,1671,"9780762104208",2002-10-24,384,,eng,
7128,1731,"9780762404780",1999-02-22,128,,eng,
7129,1729,"9780762408283",2000-09-04,40,,eng,
7130,1734,"9780762408481",2000-10-11,56,,eng,
7131,460,"9780762412631",2002-03-21,56,,eng,
7132,1733,"9780762419227",2005-10-04,1160,,eng,
7133,1476,"9780762427321",2006-01-01,256,,eng,
7134,346,"9780763608040",1999-10-06,207,,eng,
7135,346,"9780763616250",2001-12-31,48,,en-US,
7136,345,"9780763618988",2002-07-01,128,,eng,
7137,345,"9780763619312",2003-04-01,126,,eng,
7138,345,"9780763619336",2005-07-12,24,,en-US,
7139,345,"9780763620493",2003-03-01,208,,eng,
7140,345,"9780763620875",2004-04-01,160,,eng,
7141,344,"9780763621643",2003-07-14,128,,eng,
7142,345,"9780763622701",2005-08-23,68,,eng,
7143,345,"9780763623111",2005-06-14,32,,eng,
7144,345,"9780763623296",2003-10-13,32,,eng,
7145,345,"9780763623326",2006-05-09,72,,eng,
7146,345,"9780763623432",2005-02-03,160,,eng,
7147,345,"9780763625290",2008-09-09,267,,eng,
7148,345,"9780763625894",2006-02-14,200,,eng,
7149,345,"9780763626150",2006-03-14,176,,eng,
7150,344,"9780763626297",2004-10-07,128,,en-US,
7151,344,"9780763628000",2010-01-26,160,,eng,
7152,345,"9780763628109",2006-11-14,221,,eng,
7153,345,"9780763628284",2005-03-03,208,,eng,
7154,346,"9780763628321",2006-07-25,157,,eng,
7155,345,"9780763630140",2007-07-10,70,,eng,
7156,345,"9780763630188",2006-09-12,192,,eng,
7157,345,"9780763630645",2006-08-22,272,,eng,
7158,345,"9780763631208",2006-09-12,160,,en-CA,
7159,345,"9780763631604",2006-11-14,64,,eng,
7160,345,"9780763632069",2006-10-24,96,,eng,
7161,1059,"9780763726713",2005-01-01,616,,eng,
7162,213,"9780764119729",2003-01-01,392,,eng,
7163,169,"9780764122781",2003-02-01,46,,eng,
7164,212,"9780764127311",2004-06-30,36,,eng,
7165,213,"9780764134289",2006-11-01,480,,eng,
7166,169,"9780764136313",2006-11-01,32,,eng,
7167,256,"9780764200922",2005-12-31,224,,eng,
7168,256,"9780764202537",2006-08-01,251,,en-US,
7169,256,"9780764222375",1999-10-01,429,,eng,
7170,256,"9780764225215",2001-09-01,285,,en-US,
7171,256,"9780764226465",2003-09-01,303,,eng,
7172,256,"9780764228490",2003-11-01,239,,eng,
7173,726,"9780764525681",2003-10-03,348,,eng,
7174,1055,"9780764525902",2003-08-01,454,,eng,
7175,416,"9780764537158",2003-04-25,80,,eng,
7176,416,"9780764538131",2003-01-10,96,,en-GB,
7177,416,"9780764539503",2003-01-24,80,,eng,
7178,2195,"9780764542800",2003-10-17,352,,eng,
7179,726,"9780764543401",2005-05-01,364,,eng,
7180,416,"9780764544576",2003-12-12,72,,eng,
7181,726,"9780764551536",1999-09-17,361,,eng,
7182,726,"9780764553028",2000-12-28,432,,eng,
7183,726,"9780764553134",2001-03-15,328,,eng,
7184,726,"9780764555893",2004-04-09,456,,en-US,
7185,2195,"9780764559914",2004-05-31,391,,en-US,
7186,2195,"9780764569241",2004-09-17,384,,eng,
7187,2195,"9780764584381",2005-04-25,864,,en-US,
7188,2198,"9780764584657",2005-05-06,318,,eng,
7189,416,"9780764585685",2000-05-29,240,,eng,
7190,999,"9780764585746",2000-05-08,231,,eng,
7191,416,"9780764585968",2000-06-05,112,,eng,
7192,416,"9780764585975",2000-06-13,112,,eng,
7193,416,"9780764586019",2000-06-05,96,,eng,
7194,416,"9780764586026",2000-05-30,112,,en-US,
7195,416,"9780764586033",2000-05-30,129,,en-US,
7196,416,"9780764586552",2000-11-07,128,,eng,
7197,416,"9780764586606",2000-12-05,80,,en-US,
7198,416,"9780764586620",2000-12-11,112,,eng,
7199,416,"9780764586682",2000-12-14,128,,eng,
7200,416,"9780764586712",2000-12-20,112,,eng,
7201,416,"9780764587245",2001-04-29,240,,eng,
7202,416,"9780764587252",2001-04-29,192,,eng,
7203,416,"9780764587269",2001-04-15,240,,eng,
7204,999,"9780764587276",2001-05-01,264,,eng,
7205,987,"9780764596865",2006-08-15,816,,eng,
7206,1135,"9780764804946",1999-05-10,256,,eng,
7207,1578,"9780764937101",2006-05-01,32,,eng,
7208,1851,"9780765191120",1997-10-01,822,,en-US,
7209,2000,"9780765300355",2001-09-08,717,,en-US,
7210,2000,"9780765304094",2006-10-31,304,,en-US,
7211,2000,"9780765304742",2002-08-24,370,,eng,
7212,2000,"9780765305114",2002-09-14,624,,eng,
7213,2000,"9780765305244",2006-07-18,587,,eng,
7214,1401,"9780765305602",2003-04-05,336,,eng,
7215,2000,"9780765306470",2004-07-01,592,,en-US,
7216,728,"9780765308375",2003-07-18,320,,en-US,
7217,1401,"9780765308405",2004-01-01,675,,eng,
7218,2000,"9780765308702",2004-01-01,288,,eng,
7219,1401,"9780765309044",2006-01-24,288,,eng,
7220,2000,"9780765309532",2003-12-05,208,,eng,
7221,1999,"9780765309969",2006-10-31,496,,eng,
7222,2000,"9780765309983",2006-06-13,512,,en-US,
