oeuvre_id,titre,langue_code,genre_id,infos
6238,The Italians: A Full-Length Portrait Featuring Their Manners and Morals,eng,,
6239,The Promise of Rest,eng,,
6240,Dostoevsky  Kierkegaard  Nietzsche and Kafka,eng,,
6241,The Reawakening,eng,,
6242,Survival in Auschwitz,eng,,
6243,The Band Played Dixie: Race and the Liberal Conscience at Ole Miss,eng,,
6244,The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War,eng,,
6245,Three Case Histories,eng,,
6246,Accordion Crimes,eng,,
6247,Touched with Fire: Manic-Depressive Illness and the Artistic Temperament,en-US,,
6248,The Denial of Death,eng,,
6249,Co. Aytch: A Confederate Memoir of the Civil War,eng,,
6250,Exquisite Corpse,eng,,
6251,The Wise Men: Six Friends and the World They Made,eng,,
6252,The Short Stories,en-US,,
6253,A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,eng,,
6254,Exile,en-US,,
6255,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,eng,,
6256,By-Line: Selected Articles and Dispatches of Four Decades,en-US,,
6257,The Serpent and the Rainbow,en-US,,
6258,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,eng,,
6259,Good as Gold,eng,,
6260,Tolkien: The Illustrated Encyclopaedia,eng,,
6261,Something Happened,eng,,
6262,God Knows,eng,,
6263,On Death and Dying,eng,,
6264,The Short Stories,eng,,
6265,The Ghost Stories of Edith Wharton,eng,,
6266,Two Girls  Fat and Thin,eng,,
6267,The Complete Short Stories of Ernest Hemingway,eng,,
6268,Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,en-US,,
6269,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,eng,,
6270,Across the River and into the Trees,eng,,
6271,Unlimited Power: The New Science Of Personal Achievement,eng,,
6272,Tearing the Silence: On Being German in America,eng,,
6273,The Wheel of Life: A Memoir of Living and Dying,eng,,
6274,Kate Vaiden,eng,,
6275,A Backward Glance,eng,,
6276,Underworld,eng,,
6277,Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,eng,,
6278,People of the Lie: The Hope for Healing Human Evil,en-CA,,
6279,The Children's Book of America,en-US,,
6280,The Secret Diary of Anne Boleyn,eng,,
6281,The Fall of a Sparrow,eng,,
6282,The Walrus Was Paul: The Great Beatle Death Clues,eng,,
6283,Close Range,eng,,
6284,The Last Temptation of Christ,eng,,
6285,Shadow: Five Presidents and the Legacy of Watergate,eng,,
6286,Hamlet's Dresser: A Memoir,eng,,
6287,Out of the Woods,eng,,
6288,Merde!: The Real French You Were Never Taught at School,eng,,
6289,Merde Encore!: More of the Real French You Were Never Taught at School,eng,,
6290,Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat,en-US,,
6291,The Noonday Demon: An Atlas of Depression,eng,,
6292,Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,eng,,
6293,Floating in My Mother's Palm,en-US,,
6294,Letter to a Man in the Fire: Does God Exist and Does He Care?,eng,,
6295,Easy Riders  Raging Bulls,eng,,
6296,The Life of Our Lord: Written for His Children During the Years 1846 to 1849,eng,,
6297,No Heroes: A Memoir of Coming Home,eng,,
6298,Silent Night: The Remarkable Christmas Truce of 1914,eng,,
6299,Yesterday  I Cried,en-US,,
6300,Of Time and the River: A Legend of Man's Hunger in His Youth,eng,,
6301,Picture This,en-US,,
6302,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,en-US,,
6303,Lonesome Dove,eng,,
6304,Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,eng,,
6305,The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005,eng,,
6306,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,eng,,
6307,A Short History of World War I,eng,,
6308,Mary Stewart's Merlin Trilogy (Arthurian Saga #1-3),eng,,
6309,Karate Is a Thing of the Spirit,eng,,
6310,Spooks: The Haunting of America: The Private Use of Secret Agents,eng,,
6311,Leadership and the One Minute Manager: Increasing Effectiveness Through Situational Leadership,en-US,,
6312,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,eng,,
6313,Guidebook to Zen and the Art of Motorcycle Maintenance,en-GB,,
6314,A Short History of World War II,eng,,
6315,Worlds Enough and Time (Worlds),eng,,"{""tome"":""3""}"
6316,"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",eng,,
6317,The First Man in Rome (Masters of Rome),eng,,"{""tome"":""1""}"
6318,Ten Days to Self-Esteem,eng,,
6319,The Nose,eng,,
6320,China Court: The Hours of a Country House,eng,,
6321,Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self,en-US,,
6322,Julius  the Baby of the World,eng,,
6323,The Twelve Dancing Princesses,en-US,,
6324,How to Write: Advice and Reflections,eng,,
6325,Love Poems,eng,,
6326,NYC Ballet Workout,eng,,
6327,Kevin Trudeau's Mega Memory: How to Release Your Superpower Memory in 30 Minutes Or Less a Day,eng,,
6328,Chester's Way,eng,,
6329,The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense,eng,,
6330,Diana Vreeland,eng,,
6331,All About Love: New Visions,eng,,
6332,Naked Pictures of Famous People,en-GB,,
6333,Phantoms in the Brain: Probing the Mysteries of the Human Mind,eng,,
6334,The Lost Tomb,eng,,
6335,Desert Flower,eng,,
6336,Eddie's Valuable Property,eng,,
6337,Nancy Drew: Girl Detective: #1-4,eng,,
6338,The Illustrated Garden Book: A New Anthology,eng,,
6339,Below the Root,eng,,
6340,The Wind Thief,eng,,
6341,Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs),eng,,"{""tome"":""1""}"
6342,The Bears on Hemlock Mountain,eng,,
6343,The Fourth of July Story,eng,,
6344,Come a Stranger (Tillerman Cycle),eng,,"{""tome"":""5""}"
6345,The Moon Lady,eng,,
6346,Climb the Family Tree  Jesse Bear!,en-US,,
6347,Rachel Field's Hitty: Her First Hundred Years,eng,,
6348,The Call of the Wild,eng,,
6349,Hitty  Her First Hundred Years,eng,,
6350,A Child's Garden of Verses,eng,,
6351,The Trumpeter of Krakow,eng,,
6352,Sad Underwear and Other Complications: More Poems for Children and Their Parents,en-US,,
6353,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,eng,,
6354,Where Is Baby's Mommy? (A Lift-the-Flap Book),eng,,
6355,The Great Good Thing (The Sylvie Cycle #1),en-US,,
6356,Poppy,eng,,
6357,Silver on the Tree (The Dark is Rising),eng,,"{""tome"":""5""}"
6358,Hatchet (Brian's Saga),eng,,"{""tome"":""1""}"
6359,Sailor Moo: Cow at Sea,eng,,
6360,Robinson Crusoe,eng,,
6361,Dooby Dooby Moo,eng,,
6362,Tehanu (Earthsea Cycle),eng,,"{""tome"":""4""}"
6363,The Tombs of Atuan (Earthsea Cycle),eng,,"{""tome"":""2""}"
6364,Sagwa  the Chinese Siamese Cat,eng,,
6365,Lotta on Troublemaker Street,eng,,
6366,Alice's Adventures in Wonderland: A Pop-Up Adaptation,en-US,,
6367,Tales of Mystery and Madness,eng,,
6368,The Storm (The Lighthouse Family),eng,,"{""tome"":""1""}"
6369,Voting Rights Days (Hitty's Travels),eng,,"{""tome"":""3""}"
6370,Counting Christmas,eng,,
6371,Forever...,eng,,
6372,Who Wants a Cheap Rhinoceros?,eng,,
6373,Homecoming (Tillerman Cycle),eng,,"{""tome"":""1""}"
6374,What a Scare  Jesse Bear,en-US,,
6375,The Last Story (Remember Me),eng,,"{""tome"":""3""}"
6376,Treasure Island,eng,,
6377,The Wizard's Apprentice (The Keepers),eng,,"{""tome"":""2""}"
6378,The Call of the Wild,eng,,
6379,Dragondrums (Harper Hall),eng,,"{""tome"":""3""}"
6380,Dragonsinger (Harper Hall),eng,,"{""tome"":""2""}"
6381,Moo  Baa  La La La!,eng,,
6382,The Eagle (The Lighthouse Family),eng,,"{""tome"":""3""}"
6383,The Turtle (The Lighthouse Family),eng,,"{""tome"":""4""}"
6384,Dicey's Song (Tillerman Cycle),eng,,"{""tome"":""2""}"
6385,Uglies (Uglies),eng,,"{""tome"":""1""}"
6386,Pretties (Uglies),eng,,"{""tome"":""2""}"
6387,Specials (Uglies),eng,,"{""tome"":""3""}"
6388,Rash,eng,,
6389,The Children's Homer: The Adventures of Odysseus and the Tale of Troy,eng,,
6390,Invisible,eng,,
6391,Always Remember Me: How One Family Survived World War II,en-US,,
6392,Beatrice's Goat,eng,,
6393,Michael's Golden Rules,eng,,
6394,Amelia's 6th-Grade Notebook (Amelia's Notebooks #15),en-US,,
6395,The Nixie's Song (Beyond the Spiderwick Chronicles),eng,,"{""tome"":""1""}"
6396,The Au Pairs (The Au Pairs),eng,,"{""tome"":""1""}"
6397,Double Identity,eng,,
6398,I Love Saturdays y domingos,en-US,,
6399,The Steps (Steps),eng,,"{""tome"":""1""}"
6400,A Great and Terrible Beauty (Gemma Doyle),eng,,"{""tome"":""1""}"
6401,Star Bright (Star Power),eng,,"{""tome"":""8""}"
6402,If: A Father's Advice to His Son,eng,,
6403,Alanna: The First Adventure (Song of the Lioness),eng,,"{""tome"":""1""}"
6404,In the Hand of the Goddess (Song of the Lioness),eng,,"{""tome"":""2""}"
6405,Lioness Rampant (Song of the Lioness #4),en-US,,
6406,Betsy and Tacy Go Downtown (Betsy-Tacy),eng,,"{""tome"":""4""}"
6407,Soldiers of Destruction: The SS Death's Head Division  1933-1945,eng,,
6408,Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska,eng,,
6409,Dostoevsky: The Years of Ordeal  1850-1859,eng,,
6410,Dostoevsky: The Stir of Liberation  1860-1865,eng,,
6411,Dionysiac Poetics and Euripides' Bacchae,eng,,
6412,Seminar on Nietzsche's Zarathustra,eng,,
6413,The Myth of the Eternal Return or  Cosmos and History,eng,,
6414,Eugene Onegin  Vol. II (Commentary),eng,,
6415,Eugene Onegin: A Novel in Verse (Vol. 1),eng,,
6416,The Essential Kierkegaard,eng,,
6417,A Source Book in Indian Philosophy,eng,,
6418,Fear and Trembling and The Sickness Unto Death,eng,,
6419,Philosophy and the Mirror of Nature,eng,,
6420,Fear and Trembling/Repetition,eng,,
6421,Images and Symbols: Studies in Religious Symbolism,eng,,
6422,QED: The Strange Theory of Light and Matter,eng,,
6423,The American Years,eng,,
6424,The Rise of Christianity : A Sociologist Reconsiders History,en-US,,
6425,Making Democracy Work: Civic Traditions in Modern Italy,eng,,
6426,Multiculturalism,eng,,
6427,The Nature of Space and Time,eng,,
6428,The Two Tocquevilles  Father and Son,eng,,
6429,The Lives of Animals,eng,,
6430,Nabokov's Pale Fire: The Magic of Artistic Discovery,eng,,
6431,The Essential John Nash,eng,,
6432,Walden,eng,,
6433,The Collected Dialogues,eng,,
6434,The Complete Works: The Revised Oxford Translation  Vol. 1,eng,,
6435,Hamlet in Purgatory,eng,,
6436,The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,eng,,
6437,Dostoevsky: The Mantle of the Prophet  1871-1881,eng,,
6438,Shamanism: Archaic Techniques of Ecstasy,eng,,
6439,Camus at Combat: Writing 1944-1947,fre,,
6440,The Meaning of Relativity (Science Library),en-US,,
6441,Preface to the Phenomenology of Spirit,eng,,
6442,On Bullshit,eng,,
6443,The Edgar Allan Poe Audio Collection,eng,,
6444,The Chronicles of Narnia CD Box Set,eng,,
6445,The Ernest Hemingway Audio Collection,en-US,,
6446,Day and Night,eng,,
6447,Second Home: Finding Your Place in the Fun (Better Homes and Gardens),eng,,
6448,The Legend of the Poinsettia,eng,,
6449,Thirteen Moons on Turtle's Back,en-US,,
6450,The Tomten,eng,,
6451,Many Luscious Lollipops: A Book About Adjectives,en-US,,
6452,Mine  All Mine!: A Book About Pronouns,en-US,,
6453,Fantastic! Wow! and Unreal!: A Book About Interjections and Conjunctions,en-US,,
6454,The Door in the Hedge,eng,,
6455,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",eng,,
6456,A Hole in the World: An American Boyhood,eng,,
6457,Total Cold War: Eisenhower's Secret Propaganda Battle at Home and Abroad,eng,,
6458,Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,eng,,
6459,Seven Types of Ambiguity,eng,,
6460,Remembrance of Things Past (Boxed Set),eng,,
6461,The Life Of Dashiell Hammett,eng,,
6462,A Dubious Codicil,eng,,
6463,Swanns Way (In Search of Lost Time),eng,,"{""tome"":""1""}"
6464,Memoirs of a Geisha,eng,,
6465,The Middle Sea: A History of the Mediterranean,eng,,
6466,Forever Summer,eng,,
6467,The Pure in Heart (Simon Serrailler #2),en-GB,,
6468,The Risk of Darkness (Simon Serrailler),eng,,"{""tome"":""3""}"
6469,Seven Novels,eng,,
6470,The Sound and the Fury  As I Lay Dying  Sanctuary  Intruder in the Dust,eng,,
6471,Different Seasons,en-GB,,
6472,Pride and Prejudice,eng,,
6473,The Beatles Diary  Vol 1: From Liverpool to London (Falk Symposium),eng,,
6474,Jack Vance: Critical Appreciations and a Bibliography,eng,,
6475,Mansion On The Hill: Dylan Young Geffen Springsteen and the Head-on-Collision of Rock and Commerce,eng,,
6476,Mary Queen of Scots and the Murder of Lord Darnley,eng,,
6477,Eat Right 4 Your Type,en-US,,
6478,Maverick: The Success Story Behind the World's Most Unusual Workplace,eng,,
6479,Falconry & Hawking,eng,,
6480,The Custard Kid (Black Cats),eng,,
6481,The Origin of Consciousness in the Breakdown of the Bicameral Mind,en-GB,,
6482,Argumentative Indian: Writings On Indian History Culture And Identity,eng,,
6483,Blink: The Power of Thinking Without Thinking,eng,,
6484,Hooked: Film Writings 1985-1988,eng,,
6485,Alfred Hitchcock and the Making of Psycho,en-GB,,
6486,Teach Us To Outgrow Our Madness,eng,,
6487,Quintessential Tarantino,eng,,
6488,Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,eng,,
6489,Mondrian,eng,,
6490,The Painter of Modern Life and Other Essays (Phaidon Arts and Letters),eng,,
6491,Elliott Erwitt: Snaps,en-GB,,
6492,Looking East,eng,,
6493,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),eng,,
6494,Euripides: Medea,eng,,
6495,Economics,eng,,
6496,The Modern Prince and Other Writings,eng,,
6497,The Communist Manifesto,eng,,
6498,The Savage Wars Of Peace: Soldiers' Voices 1945-1989,eng,,
6499,Banker,eng,,
6500,A Farewell to Arms?: Beyond the Good Friday Agreement,eng,,
6501,Narcissus and Goldmund,eng,,
6502,Pope Joan: Translated & Adapted from the Greek,eng,,
6503,Robbins and Cotran Review of Pathology,en-US,,
6504,The Secrets of Harry Bright,eng,,
6505,The Valkyries,eng,,
6506,How to Seduce Your Dream Man,eng,,
6507,The Tale of Peter Rabbit,eng,,
6508,The Tale of the Flopsy Bunnies,eng,,
6509,Tale of Peter Rabbit,eng,,
6510,The Tale of Peter Rabbit: A Pop-up Adventure,en-US,,
6511,The World of Peter Rabbit (Original Peter Rabbit  Books 1-23),eng,,
6512,Beatrix Potter's Journal,eng,,
6513,The Tale of Peter Rabbit,eng,,
6514,Being a Green Mother (Incarnations of Immortality),eng,,"{""tome"":""5""}"
6515,Nor Crystal Tears (Humanx Commonwealth),eng,,"{""tome"":""9""}"
6516,The Dig,eng,,
6517,Exit to Eden,eng,,
6518,Hidden World,eng,,
6519,Hell House,eng,,
6520,Desert Heat (Joanna Brady),eng,,"{""tome"":""1""}"
6521,The Dark City (Eliot Ness),eng,,"{""tome"":""1""}"
6522,Bullet Proof (Eliot Ness),eng,,"{""tome"":""3""}"
6523,Touchy and Feely (Sissy Sawyer),eng,,"{""tome"":""1""}"
6524,The Prodigal Son (Roger the Chapman #15),en-GB,,
6525,The Magicians' Guild (Black Magician Trilogy),eng,,"{""tome"":""1""}"
6526,Resurrection,eng,,
6527,How to Succeed with Women,en-US,,
6528,Code,eng,,
6529,Writing Secure Code,en-US,,
6530,Object Thinking,eng,,
6531,Code Complete,en-US,,
6532,Homepage Usability: 50 Websites Deconstructed,eng,,
6533,Walt Disney's Peter Pan (A Little Golden Book),eng,,
6534,A Walk in the Woods (Stickerific),eng,,
6535,Disney's Beauty and the Beast (A Little Golden Book),eng,,
6536,The Fabric of the Cosmos: Space  Time and the Texture of Reality,eng,,
6537,The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author,eng,,
6538,Dr. Seuss (First Biographies),eng,,
6539,Israel  My Beloved,eng,,
6540,Men Are Like Waffles  Women Are Like Spaghetti,eng,,
6541,Becoming a Woman of Beauty and Strength: Esther,eng,,
6542,A Woman's High Calling Growth and Study Guide,eng,,
6543,Living with Passion and Purpose: Luke (Woman After God's Own Heart),eng,,
6544,The Rapture: Who Will Face the Tribulation,eng,,
6545,Life Management for Busy Woman: Growth and Study Guide,en-GB,,
6546,Simple Acts of Faith: Heartwarming Stories of One Life Touching Another,en-US,,
6547,A Wife After God's Own Heart Growth and Study Guide,eng,,
6548,Loving God with All Your Mind,en-US,,
6549,The Dissociative Identity Disorder Sourcebook,eng,,
6550,The Feynman Lectures on Physics Vols 5-6,en-US,,
6551,Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,en-US,,
6552,Corpse: Nature  Forensics  and the Struggle to Pinpoint Time of Death,eng,,
6553,The Feynman Lectures on Physics Vols 3-4,en-US,,
6554,The Feynman Lectures on Physics Vols 7-8,en-US,,
6555,Middlesex Borough (Images of America: New Jersey),eng,,
6556,Juneau and Sauk Counties: 1850-2000 (Images of America: Wisconsin),eng,,
6557,Sebastopol (Images of America: California),eng,,
6558,Lake Orion (Images of America: Michigan),eng,,
6559,Cypress Gardens (Images of America: Florida),eng,,
6560,Center City Philadelphia in the 19th Century (Images of America: Pennsylvania),eng,,
6561,Selections from the Oakland Tribune Archives (Images of America: California),eng,,
6562,Book of Nightmares (Diadem  Worlds of Magic),eng,,"{""tome"":""6""}"
6563,June Bug (Murder-by-Month Mystery),eng,,"{""tome"":""2""}"
6564,Odd Thomas (Odd Thomas),eng,,"{""tome"":""1""}"
6565,Haunted,eng,,
6566,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,eng,,
6567,A Clash of Kings (A Song of Ice and Fire),eng,,"{""tome"":""2""}"
6568,The Killer Angels,en-US,,
6569,John Grisham Value Collection: A Time to Kill  The Firm  The Client,eng,,
6570,Master and Commander (Aubrey/Maturin Book 1),eng,,
6571,The Stephen King Collection: Stories from Night Shift,eng,,
6572,School Days (Spenser #33),en-US,,
6573,Hundred-Dollar Baby (Spenser),eng,,"{""tome"":""34""}"
6574,Lolita,eng,,
6575,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy),eng,,"{""tome"":""1""}"
6576,The House on Mango Street,en-US,,
6577,The Sound and the Fury,eng,,
6578,Memoirs of a Geisha,eng,,
6579,The Da Vinci Code (Robert Langdon #2),en-US,,
6580,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy),eng,,"{""tome"":""2""}"
6581,The Good Guy,eng,,
6582,In Cold Blood,eng,,
6583,The Sea,eng,,
6584,Like Water for Chocolate,eng,,
6585,Treasury of American Tall Tales: Volume 1: Davy Crockett  Rip Van Winkle  Johnny Appleseed  Paul Bunyan (Rabbit Ears),eng,,
6586,The Da Vinci Code (Robert Langdon),eng,,"{""tome"":""2""}"
6587,The Spenser Collection: Volume I (Spenser #27-28),en-US,,
6588,The Michael Crichton Collection: Airframe / The Lost World / Timeline,en-GB,,
6589,Bad Luck and Trouble (Jack Reacher),eng,,"{""tome"":""11""}"
6590,The Carl Hiaasen Collection: Lucky You and Sick Puppy,en-US,,
6591,Icebound,eng,,
6592,Pompeii,eng,,
6593,The Summons / The Brethren,eng,,
6594,Point Of Impact (Bob Lee Swagger),eng,,"{""tome"":""1""}"
6595,Rincewind the Wizzard,en-US,,
6596,The Other Boleyn Girl,eng,,
6597,The Christmas Thief (Regan Reilly Mysteries),eng,,"{""tome"":""9""}"
6598,Marley and Me: Life and Love With the World's Worst Dog,eng,,
6599,Enchantment: The Life of Audrey Hepburn,eng,,
6600,Bill Gates: Computer Legend (Famous Lives),eng,,
6601,Another Day in Paradise: The Fourth Sherman's Lagoon Collection,eng,,
6602,Calvin and Hobbes: Sunday Pages 1985-1995: An Exhibition Catalogue,eng,,
6603,Another Day in Cubicle Paradise,eng,,
6604,The Complete Calvin and Hobbes,eng,,
6605,Growing Up Untouchable in India: A Dalit Autobiography,eng,,
6606,On MisEducation (Critical Perspectives),eng,,
6607,Indiscretions of Archie,eng,,
6608,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,eng,,
6609,New Jewish Wedding  Revised,eng,,
6610,Bowling Alone: The Collapse and Revival of American Community,eng,,
6611,The Blackwater Lightship,eng,,
6612,The Most of P.G. Wodehouse,eng,,
6613,How Right You Are  Jeeves (Jeeves),eng,,"{""tome"":""12""}"
6614,Jeeves and the Tie That Binds (Jeeves),eng,,"{""tome"":""14""}"
6615,The Body Artist,eng,,
6616,Kitchen Privileges: A Memoir,eng,,
6617,Ilse Witch (Voyage of the Jerle Shannara),eng,,"{""tome"":""1""}"
6618,Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,en-US,,
6619,From a Buick 8,eng,,
6620,Not Much Fun: The Lost Poems of Dorothy Parker,eng,,
6621,An Hour Before Daylight: Memories of a Rural Boyhood,eng,,
6622,Three Plums In One (Stephanie Plum #1-3),eng,,
6623,The Stories of Eva Luna,eng,,
6624,Cover Her Face (Adam Dalgliesh),eng,,"{""tome"":""1""}"
6625,The Black Tower (Adam Dalgliesh),eng,,"{""tome"":""5""}"
6626,Innocent Blood,eng,,
6627,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,en-US,,
6628,Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,en-US,,
6629,Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,eng,,
6630,John Adams,eng,,
6631,Yanks: The Epic Story of the American Army in World War I,eng,,
6632,1776,eng,,
6633,President Nixon: Alone in the White House,en-US,,
6634,Life After God,eng,,
6635,Shampoo Planet,eng,,
6636,Them: Adventures with Extremists,eng,,
6637,Misery,spa,,
6638,La Milla Verde,spa,,
6639,The Commanders,eng,,
6640,The Doctor's House,eng,,
6641,Shout! The Beatles in Their Generation,eng,,
6642,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,eng,,
6643,Closing Time,eng,,
6644,The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,en-US,,
6645,Brick Lane,eng,,
6646,Teacher Man (Frank McCourt),eng,,"{""tome"":""3""}"
6647,The Partly Cloudy Patriot,eng,,
6648,Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music,eng,,
6649,Cosmopolis,eng,,
6650,Chronicles: Volume One,eng,,
6651,The Boat of Dreams: A Christmas Story,eng,,
6652,Wild Swans: Three Daughters of China,eng,,
6653,The Glass Castle,eng,,
6654,Something Rising,eng,,
6655,The Used World,eng,,
6656,Wideacre  (The Wideacre Trilogy),eng,,"{""tome"":""1""}"
6657,The Favored Child (The Wideacre Trilogy),eng,,"{""tome"":""2""}"
6658,Meridon (The Wideacre Trilogy),eng,,"{""tome"":""3""}"
6659,The Master,eng,,
6660,Generation of Swine: Tales of Shame and Degradation in the '80's,eng,,
6661,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,eng,,
6662,The 7 Habits of Highly Effective People Personal Workbook,eng,,
6663,"Still More George W. Bushisms: ""Neither in French nor in English nor in Mexican""",eng,,
6664,Sea of Thunder: Four Commanders and the Last Great Naval Campaign 1941-1945,eng,,
6665,Wrapped in Rainbows: The Life of Zora Neale Hurston,eng,,
6666,Islands in the Stream,eng,,
6667,A Separate Peace,eng,,
6668,Plan of Attack,eng,,
6669,Frankenstein,en-US,,
6670,The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta #3),eng,,"{""tome"":""4""}"
6671,The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,eng,,
6672,Monkeyluv: And Other Essays on Our Lives as Animals,en-CA,,
6673,The Quilter's Homecoming (Elm Creek Quilts #10),en-US,,
6674,The Sleeping Doll (Kathryn Dance),eng,,"{""tome"":""1""}"
6675,Cry  the Beloved Country,eng,,
6676,Liars and Saints,eng,,
6677,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,eng,,
6678,Cry  the Beloved Country,eng,,
6679,Folly and Glory (The Berrybender Narratives #4),en-US,,
6680,The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,eng,,
6681,Killing Yourself to Live: 85% of a True Story,eng,,
6682,The Scarlet Letter,eng,,
6683,Einstein: His Life and Universe,eng,,
6684,I Heard That Song Before,eng,,
6685,Days Between Stations,eng,,
6686,Citizen Girl,en-US,,
6687,Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season,eng,,
6688,I'm Too Young To Be Seventy,en-US,,
6689,The Virgin's Lover (The Plantagenet and Tudor Novels),eng,,"{""tome"":""13""}"
6690,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,eng,,
6691,The Other Boleyn Girl,eng,,
6692,The Organized Student: Teaching Children the Skills for Success in School and Beyond,en-US,,
6693,Act of Treason (Mitch Rapp #9),en-US,,
6694,The Men Who Stare at Goats,eng,,
6695,Sharing Good Times,eng,,
6696,Team of Rivals: The Political Genius of Abraham Lincoln,eng,,
6697,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,en-US,,
6698,Brokeback Mountain,eng,,
6699,The Secret Life of Houdini: The Making of America's First Superhero,en-US,,
6700,Love Smart: Find the One You Want--Fix the One You Got,en-US,,
6701,The Constant Princess (The Plantagenet and Tudor Novels),eng,,"{""tome"":""6""}"
6702,The Boleyn Inheritance (The Plantagenet and Tudor Novels),eng,,"{""tome"":""10""}"
6703,Virgin Earth  (Tradescant #2),en-US,,
6704,How to Win Friends and Influence People for Teen Girls,eng,,
6705,The Good Earth (House of Earth),eng,,"{""tome"":""1""}"
6706,Love-Lies-Bleeding,eng,,
6707,The Emotional Intelligence Quick Book: Everything You Need to Know to Put Your EQ to Work,en-US,,
6708,The Brethren: Inside the Supreme Court,eng,,
6709,Veil: The Secret Wars of the CIA 1981-1987,eng,,
6710,Plain Truth,eng,,
6711,The Coffin Dancer (Lincoln Rhyme),eng,,"{""tome"":""2""}"
6712,Angels & Demons (Robert Langdon #1),en-US,,
6713,Children Playing Before a Statue of Hercules,eng,,
6714,A Rose for the Crown,eng,,
6715,Watership Down,en-US,,
6716,The Mercy of Thin Air,eng,,
6717,Candide,fre,,
6718,Diary of a Mistress,en-US,,
6719,Female Chauvinist Pigs: Women and the Rise of Raunch Culture,en-US,,
6720,Persian Mirrors: The Elusive Face of Iran,eng,,
6721,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,en-US,,
6722,She Got Up Off the Couch: And Other Heroic Acts from Mooreland  Indiana,en-US,,
6723,Our Endangered Values: America's Moral Crisis,eng,,
6724,Palestine: Peace Not Apartheid,eng,,
6725,On  Off (Carmine Delmonico),eng,,"{""tome"":""1""}"
6726,Kissinger,eng,,
6727,No More Bull!: The Mad Cowboy Targets America's Worst Enemy: Our Diet,eng,,
6728,Perfect Girls  Starving Daughters: The Frightening New Normalcy of Hating Your Body,en-US,,
6729,Play Dirty,eng,,
6730,Lisey's Story,eng,,
6731,Malinche,en-US,,
6732,Malinche,spa,,
6733,True Story,en-US,,
6734,Love Smart: Find the One You Want--Fix the One You Got,en-US,,
6735,True Evil,eng,,
6736,You: On a Diet: The Owner's Manual for Waist Management,en-US,,
6737,It's All Too Much: An Easy Plan for Living a Richer Life with Less Stuff,eng,,
6738,Alentejo Blue,eng,,
6739,The Good House,eng,,
