oeuvre_id,titre,langue_code,genre_id,infos
2400,The Untamed One (Wild Wulfs of London),eng,,"{""tome"":""2""}"
2401,The Cursed One (Wild Wulfs of London),eng,,"{""tome"":""3""}"
2402,Sorrow's Anthem (Lincoln Perry),eng,,"{""tome"":""2""}"
2403,The Last Temptation (Tony Hill & Carol Jordan),eng,,"{""tome"":""3""}"
2404,A Quiver Full of Arrows,eng,,
2405,The Hunted (Vampire Huntress),eng,,"{""tome"":""3""}"
2406,The Kept Woman,eng,,
2407,The Forbidden (Vampire Huntress),eng,,"{""tome"":""5""}"
2408,When the Lion Feeds (Courtney),eng,,"{""tome"":""1""}"
2409,A Sparrow Falls (Courtney),eng,,"{""tome"":""3""}"
2410,The Unfortunate Miss Fortunes,eng,,
2411,Hot Stuff (Cate Madigan #1),en-US,,
2412,Two for the Dough (Stephanie Plum #2),en-US,,
2413,The Edge of Honor,eng,,
2414,The Scold's Bridle,eng,,
2415,Wings of Fire (Inspector Ian Rutledge),eng,,"{""tome"":""2""}"
2416,Three to Get Deadly (Stephanie Plum),eng,,"{""tome"":""3""}"
2417,The Lord God Made Them All,eng,,
2418,Four to Score (Stephanie Plum),eng,,"{""tome"":""4""}"
2419,Thrones  Dominations,en-US,,
2420,Black Coffee (Hercule Poirot #45.5),eng,,
2421,El Paso,eng,,
2422,Search the Dark (Inspector Ian Rutledge),eng,,"{""tome"":""3""}"
2423,Cuba (Jake Grafton),eng,,"{""tome"":""7""}"
2424,What the Corpse Revealed,eng,,
2425,Hot Six (Stephanie Plum),eng,,"{""tome"":""6""}"
2426,Deadly Love (Francesca Cahill Deadly),eng,,"{""tome"":""1""}"
2427,Name Dropping,eng,,
2428,Seven Up (Stephanie Plum #7),en-US,,
2429,Hardcase (Joe Kurtz #1),en-US,,
2430,Warlock (Ancient Egypt),eng,,"{""tome"":""3""}"
2431,Crooked House,eng,,
2432,Abandoned Prayers: The Incredible True Story of Murder  Obsession and Amish Secrets,eng,,
2433,The Sigma Protocol,eng,,
2434,True Believers (Gregor Demarkian),eng,,"{""tome"":""17""}"
2435,Full Blast (Full),eng,,"{""tome"":""4""}"
2436,Hard Eight (Stephanie Plum),eng,,"{""tome"":""8""}"
2437,The Pretender (Liar's Club #1),en-GB,,
2438,The Impostor (Liar's Club),eng,,"{""tome"":""2""}"
2439,Eleven on Top (Stephanie Plum),eng,,"{""tome"":""11""}"
2440,Minion (Vampire Huntress),eng,,"{""tome"":""1""}"
2441,The Awakening (Vampire Huntress),eng,,"{""tome"":""2""}"
2442,The Janson Directive (Paul Janson),eng,,"{""tome"":""1""}"
2443,Hard Freeze (Joe Kurtz),eng,,"{""tome"":""2""}"
2444,The Tristan Betrayal,eng,,
2445,The Ambler Warning,eng,,
2446,The Moscow Vector (Covert-One),eng,,"{""tome"":""6""}"
2447,The Firefly,eng,,
2448,As the Crow Flies,eng,,
2449,Dakota,eng,,
2450,The Fantastic Vampire: Studies in the Children of the Night: Selected Essays from the Eighteenth International Conference on the Fantastic in the Arts,eng,,
2451,From Hinton to Hamlet: Building Bridges between Young Adult Literature and the Classics,en-US,,
2452,SantaKid,eng,,
2453,Trials of Death (Cirque Du Freak),eng,,"{""tome"":""5""}"
2454,Incantation,eng,,
2455,Blink: The Power of Thinking Without Thinking,eng,,
2456,Case Histories (Jackson Brodie),eng,,"{""tome"":""1""}"
2457,Ballad of the Whiskey Robber: A True Story of Bank Heists  Ice Hockey  Transylvanian Pelt Smuggling  Moonlighting Detectives  and Broken Hearts,eng,,
2458,Oblivion,eng,,
2459,Would I Lie to You (Gossip Girl),eng,,"{""tome"":""10""}"
2460,Julie and Julia: My Year of Cooking Dangerously,en-US,,
2461,The Diviners,eng,,
2462,The Truth of the Matter,eng,,
2463,The Beatles: The Biography,eng,,
2464,Philosophy Made Simple,eng,,
2465,Judge & Jury,eng,,
2466,Step on a Crack (Michael Bennett),eng,,"{""tome"":""1""}"
2467,You've Been Warned,eng,,
2468,Story of a Girl,eng,,
2469,The 6th Target (Women's Murder Club),eng,,"{""tome"":""6""}"
2470,Twilight (Twilight),eng,,"{""tome"":""1""}"
2471,The Lake of Souls (Cirque du Freak),eng,,"{""tome"":""10""}"
2472,The Terror,eng,,
2473,Rose in Bloom (Eight Cousins),eng,,"{""tome"":""2""}"
2474,Skylight Confessions,eng,,
2475,Body Surfing,eng,,
2476,Hollywood Station (Hollywood Station #1),en-US,,
2477,Julie and Julia: 365 Days  524 Recipes  1 Tiny Apartment Kitchen,eng,,
2478,The Quickie,eng,,
2479,Catch That Pass!,eng,,
2480,Tough to Tackle,eng,,
2481,The Foretelling,eng,,
2482,The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),eng,,
2483,School's Out—Forever (Maximum Ride),eng,,"{""tome"":""2""}"
2484,Saving the World and Other Extreme Sports (Maximum Ride),eng,,"{""tome"":""3""}"
2485,Consider the Lobster and Other Essays,eng,,
2486,The Night Gardener,eng,,
2487,The Bookseller of Kabul,en-US,,
2488,Yiddish with Dick and Jane,en-US,,
2489,Cross (Alex Cross),eng,,"{""tome"":""12""}"
2490,Right Livelihoods: Three Novellas,eng,,
2491,The Lovely Bones,en-US,,
2492,Blink: The Power of Thinking Without Thinking,en-US,,
2493,White Oleander,eng,,
2494,Paint it Black,eng,,
2495,The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,eng,,
2496,White Oleander,eng,,
2497,Midnight Riders: The Story of the Allman Brothers Band,eng,,
2498,The Magus,eng,,
2499,Mythology,eng,,
2500,The Tipping Point: How Little Things Can Make a Big Difference,eng,,
2501,Saint George and the Dragon,eng,,
2502,The Soul of a New Machine,eng,,
2503,Goodbye  Darkness: A Memoir of the Pacific War,eng,,
2504,The Medici Giraffe and Other Tales of Exotic Animals and Power,eng,,
2505,American Caesar: Douglas MacArthur 1880-1964,eng,,
2506,The Last Lion: Winston Spencer Churchill: Visions of Glory  1874-1932,en-US,,
2507,The Last Lion 2: Winston Spencer Churchill: Alone  1932-40,eng,,
2508,A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,eng,,
2509,Candy,en-US,,
2510,Black Veil: A Memoir with Digressions,eng,,
2511,The Pilot's Wife,eng,,
2512,The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch #4-6),eng,,
2513,A Song Of Stone,eng,,
2514,Roses Are Red (Alex Cross),eng,,"{""tome"":""6""}"
2515,Miracle on the 17th Green (Travis McKinley),eng,,"{""tome"":""1""}"
2516,The Ice Storm,eng,,
2517,Slow Learner: Early Stories,eng,,
2518,Echo Park (Harry Bosch #12; Harry Bosch Universe),eng,,"{""tome"":""16""}"
2519,You're the One That I Want (Gossip Girl),eng,,"{""tome"":""6""}"
2520,In the Hand of Dante,en-US,,
2521,Raise High the Roof Beam  Carpenters & Seymour: An Introduction,eng,,
2522,Nine Stories,eng,,
2523,Franny and Zooey,eng,,
2524,The Catcher in the Rye,eng,,
2525,Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strategy,en-US,,
2526,Holidays on Ice,eng,,
2527,Our Band Could Be Your Life: Scenes from the American Indie Underground  1981-1991,eng,,
2528,A Different Mirror: A History of Multicultural America,en-US,,
2529,Strangers from a Different Shore: A History of Asian Americans,en-US,,
2530,Leadership,eng,,
2531,Dale Loves Sophie to Death,en-US,,
2532,Vampire Mountain (Cirque Du Freak),eng,,"{""tome"":""4""}"
2533,An Unfinished Life: John F. Kennedy  1917-1963,en-US,,
2534,Gossip Girl (Gossip Girl),eng,,"{""tome"":""1""}"
2535,You Know You Love Me (Gossip Girl #2),en-US,,
2536,All I Want is Everything (Gossip Girl),eng,,"{""tome"":""3""}"
2537,Black Mischief,eng,,
2538,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,eng,,
2539,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,eng,,
2540,Brideshead Revisited,eng,,
2541,The Complete Stories of Evelyn Waugh,eng,,
2542,The Winds of War (The Henry Family),eng,,"{""tome"":""1""}"
2543,The Hope (The Hope and the Glory),eng,,"{""tome"":""1""}"
2544,War and Remembrance (The Henry Family),eng,,"{""tome"":""2""}"
2545,Aurora Dawn,en-US,,
2546,Don't Stop the Carnival,eng,,
2547,Marjorie Morningstar,eng,,
2548,Youngblood Hawke,en-US,,
2549,The Beach House,eng,,
2550,La chute,fre,,
2551,Hard Times,eng,,
2552,Henry IV  Parts I & II,en-US,,
2553,American Government: Continuity and Change,eng,,
2554,The Necessary Shakespeare,eng,,
2555,Essentials of American Government: Continuity and Change,eng,,
2556,The Non-Designer's Web Book,en-US,,
2557,American Government: Continuity and Change  Alternate Edition,eng,,
2558,Don't Make Me Think: A Common Sense Approach to Web Usability,en-US,,
2559,Prioritizing Web Usability,en-US,,
2560,Essentials of American and Texas Government: Continuity and Change,eng,,
2561,American Government: Continuity and Change  Texas Edition,eng,,
2562,Frankenstein,eng,,
2563,The Picture of Dorian Gray,eng,,
2564,HTML  XHTML  and CSS (Visual Quickstart Guide),en-US,,
2565,Andrew Carnegie and the Rise of Big Business (Library of American Biography Series),eng,,
2566,Data Structures and Algorithm Analysis in C++,eng,,
2567,Absolute C++,eng,,
2568,The Puritan Dilemma: The Story of John Winthrop,eng,,
2569,The Power of One: The Solo Play for Playwrights  Actors  and Directors,eng,,
2570,Science Notebooks: Writing about Inquiry,eng,,
2571,Time to Learn: How to Create High Schools That Serve All Students,en-US,,
2572,The Circus of Adventure,eng,,
2573,The Thirteenth Tribe,eng,,
2574,Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,eng,,
2575,Midnight's Children,eng,,
2576,Queer,eng,,
2577,A Gift Of Wings,eng,,
2578,Mortal Fear,eng,,
2579,Blood Meridian,eng,,
2580,The Real Frank Zappa Book,eng,,
2581,A Dangerous Fortune,eng,,
2582,Paper Money,eng,,
2583,The Golden Key,eng,,
2584,Pilgrims and Other Stories,eng,,
2585,The Memoirs of Cleopatra,eng,,
2586,Just Disgusting!,eng,,
2587,Bridget Jones: The Edge Of Reason (Bridget Jones),eng,,"{""tome"":""2""}"
2588,Rumer Godden,eng,,
2589,Hot Six (Stephanie Plum),eng,,"{""tome"":""6""}"
2590,Ghosts,eng,,
2591,The Sign of the Cross: Travels in Catholic Europe,eng,,
2592,Them: Adventures with Extremists,eng,,
2593,Flatterland,eng,,
2594,Forever . . .,eng,,
2595,Absolutely Normal Chaos,en-GB,,
2596,The Butterfly Tattoo,eng,,
2597,Just as Long as We're Together,eng,,
2598,Foxmask (Saga of the Light Isles),eng,,"{""tome"":""2""}"
2599,Bosnia: A Short History,eng,,
2600,Marching Powder,eng,,
2601,Total Control,eng,,
2602,Last Man Standing,en-GB,,
2603,Valparaiso,eng,,
2604,The Dolls' House,eng,,
2605,Blackout (Kat Bronsky),eng,,"{""tome"":""2""}"
2606,American Psycho,eng,,
2607,The Lovely Bones,en-GB,,
2608,A Bend in the River,eng,,
2609,The Hunters,eng,,
2610,The River,eng,,
2611,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy),eng,,"{""tome"":""1""}"
2612,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy),eng,,"{""tome"":""4""}"
2613,Brodie's notes on Aldous Huxley's brave new world,eng,,
2614,City on the Seine: Paris in the Time of Richelieu and Louis XIV  1614-1715,eng,,
2615,Bury the Chains,eng,,
2616,The Poet  the Warrior  the Prophet,eng,,
2617,Casino Royale (James Bond),eng,,"{""tome"":""1""}"
2618,How the Irish Saved Civilization,en-GB,,
2619,Escape: The Love Story from Whirlwind,eng,,
2620,The Quiet Game (Penn Cage),eng,,"{""tome"":""1""}"
2621,The Eyre Affair (Thursday Next),eng,,"{""tome"":""1""}"
2622,The Stone Monkey (Lincoln Rhyme),eng,,"{""tome"":""4""}"
2623,Shōgun (Asian Saga),eng,,"{""tome"":""1""}"
2624,Whirlwind (Asian Saga),eng,,"{""tome"":""6""}"
2625,Salem's Lot,eng,,
2626,The Road To War  1933 39,eng,,
2627,Five on a Treasure Island (Famous Five),eng,,"{""tome"":""1""}"
2628,Hell's Kitchen (John Pellam),eng,,"{""tome"":""3""}"
2629,On Writing: A Memoir,eng,,
2630,Cloud Atlas,eng,,
2631,The Battle Of Corrin (Legends of Dune),eng,,"{""tome"":""3""}"
2632,The Mothman Prophecies,eng,,
2633,The Dark Tower (The Dark Tower),eng,,"{""tome"":""7""}"
2634,Girl Meets Ape,eng,,
2635,The Art of Happiness at Work,eng,,
2636,The Moon is a Harsh Mistress,eng,,
2637,Stranger In A Strange Land,eng,,
2638,The Pact,en-GB,,
2639,Interstellar Pig (Interstellar Pig),eng,,"{""tome"":""1""}"
2640,Skellig: The Play,eng,,
2641,Nightingale's Song,en-GB,,
2642,The Secret Seven (The Secret Seven),eng,,"{""tome"":""1""}"
2643,Tolkien: A Look Behind The Lord of the Rings,eng,,
2644,Return to the Planet of the Apes:  Visions from Nowhere,eng,,
2645,Return to the Planet of the Apes #2: Escape from Terror Lagoon,eng,,
2646,The Best of Philip K. Dick,eng,,
2647,The Last Unicorn,eng,,
2648,Mistress of Mistresses: A Vision of Zimiamvia (The Zimiamvian Trilogy),eng,,"{""tome"":""1""}"
2649,The Mezentian Gate,eng,,
2650,The Elfstones of Shannara (The Original Shannara Trilogy),eng,,"{""tome"":""2""}"
2651,The Fantasy Worlds of Peter Beagle,eng,,
2652,The Centurions (The Centurions),eng,,"{""tome"":""1""}"
2653,Story of O (Story of O),eng,,"{""tome"":""1""}"
2654,The Crucible of Time,eng,,
2655,On a Pale Horse,eng,,
2656,More Classic Italian Cooking,eng,,
2657,Job: A Comedy of Justice,en-US,,
2658,Magic Kingdom for Sale—Sold! (Magic Kingdom of Landover),eng,,"{""tome"":""1""}"
2659,Bridge of Birds (The Chronicles of Master Li and Number Ten Ox),eng,,"{""tome"":""1""}"
2660,Blade Runner,eng,,
2661,With Friends Like These...,eng,,
2662,At the Mountains of Madness and Other Tales of Terror,eng,,
2663,John Carter of Mars (Barsoom),eng,,"{""tome"":""11""}"
2664,Swords of Mars (Barsoom),eng,,"{""tome"":""8""}"
2665,The Doom That Came to Sarnath and Other Stories,eng,,
2666,The Master Mind of Mars (Barsoom),eng,,"{""tome"":""6""}"
2667,The Black Unicorn (Magic Kingdom of Landover),eng,,"{""tome"":""2""}"
2668,Synthetic Men of Mars (Barsoom),eng,,"{""tome"":""9""}"
2669,Thuvia  Maid of Mars (Barsoom),eng,,"{""tome"":""4""}"
2670,The Tolkien Reader,eng,,
2671,A Fighting Man of Mars (Barsoom),eng,,"{""tome"":""7""}"
2672,Dragons of Eden: Speculations on the Evolution of Human Intelligence,eng,,
2673,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,eng,,
2674,The Adversary (Saga of Pliocene Exile),eng,,"{""tome"":""4""}"
2675,Five Patients,eng,,
2676,Surveillance (Intervention #1),en-US,,
2677,Metaconcert (Intervention),eng,,"{""tome"":""2""}"
2678,Lovely in Her Bones (Elizabeth MacPherson),eng,,"{""tome"":""2""}"
2679,The Art of Warfare,eng,,
2680,Magnificat (Galactic Milieu Trilogy #3),en-US,,
2681,No Idle Hands: The Social History of American Knitting,eng,,
2682,Douglas Adams's Starship Titanic,eng,,
2683,The Silver Pigs (Marcus Didius Falco),eng,,"{""tome"":""1""}"
2684,Escape on Venus (Venus),eng,,"{""tome"":""4""}"
2685,The Case of the Half-Wakened Wife,eng,,
2686,Anne Rice's The Vampire Lestat: A Graphic Novel,eng,,
2687,The Book of Lost Tales  Part One (The History of Middle-Earth),eng,,"{""tome"":""1""}"
2688,The Feast of All Saints,en-US,,
2689,The Proud Highway: Saga of a Desperate Southern Gentleman  1955-1967,eng,,
2690,Return of the Straight Dope,eng,,
2691,The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death,eng,,
2692,The Transition of H. P. Lovecraft: The Road to Madness,eng,,
2693,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,eng,,
2694,The Battle for God: A History of Fundamentalism,eng,,
2695,The Sagittarius Whorl (Rampart Worlds),eng,,"{""tome"":""3""}"
2696,First King of Shannara (The Original Shannara Trilogy #0),eng,,
2697,When Christ and His Saints Slept  (Henry II and Eleanor of Aquitaine),eng,,"{""tome"":""1""}"
2698,The Waterborn (Children of the Changeling #1),en-US,,
2699,Cry to Heaven,eng,,
2700,The Vampire Companion,en-US,,
2701,Starshield: Sentinels,eng,,
2702,The Mantle of Kendis-Dai (Starshield),eng,,"{""tome"":""1""}"
2703,Mid-Flinx (Pip & Flinx #7),en-US,,
2704,The Children of Henry VIII,eng,,
2705,The Demon-Haunted World: Science as a Candle in the Dark,eng,,
2706,Twister,eng,,
2707,The Power of One (The Power of One),eng,,"{""tome"":""1""}"
2708,Does Anybody Have a Problem With That? The Best of Politically Incorrect,eng,,
2709,The Door Into Summer,eng,,
2710,Friday,eng,,
2711,Pope Joan,eng,,
2712,The 158-Pound Marriage,en-US,,
2713,Setting Free the Bears,eng,,
2714,The Water-Method Man,eng,,
2715,The Princess Bride,eng,,
2716,The One Tree (The Second Chronicles of Thomas Covenant),eng,,"{""tome"":""2""}"
2717,Phylogenesis (Founding of the Commonwealth),eng,,"{""tome"":""1""}"
2718,Reunion (Pip & Flinx),eng,,"{""tome"":""8""}"
2719,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy),eng,,"{""tome"":""3""}"
2720,Jurassic Park,en-US,,
2721,The Eight,eng,,
2722,The Queen of the Damned (The Vampire Chronicles),eng,,"{""tome"":""3""}"
2723,A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),eng,,
2724,While I Was Gone,eng,,
2725,Merrick (The Vampire Chronicles),eng,,"{""tome"":""7""}"
2726,Polgara the Sorceress,eng,,
2727,The Straight Dope,eng,,
2728,Candy,en-US,,
2729,Nightsword (Starshield),eng,,"{""tome"":""2""}"
2730,The Virtues of Aging,eng,,
2731,The Man Who Listens to Horses,en-US,,
2732,Gone for Soldiers: A Novel of the Mexican War,eng,,
2733,Rise to Rebellion,eng,,
2734,Trust Fund,eng,,
2735,Revenge of the Sith (Star Wars: Novelizations),eng,,"{""tome"":""3""}"
2736,Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,eng,,
2737,The King of Elfland's Daughter,eng,,
2738,Omerta,eng,,
2739,The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,eng,,
2740,The Analects of Confucius: A Philosophical Translation,eng,,
2741,The Vampire Armand (The Vampire Chronicles),eng,,"{""tome"":""6""}"
2742,The Last Full Measure (The Civil War Trilogy),eng,,"{""tome"":""3""}"
2743,The Real James Herriot: A Memoir of My Father,en-US,,
2744,Open House,eng,,
2745,Tanequil (High Druid of Shannara),eng,,"{""tome"":""2""}"
2746,Out of Egypt (Christ the Lord),eng,,"{""tome"":""1""}"
2747,The Case of the Curious Bride (Perry Mason Mystery),eng,,
2748,The Case of the Glamorous Ghost (Perry Mason),eng,,
2749,The Courtesan (The Dark Queen Saga),eng,,"{""tome"":""2""}"
2750,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,eng,,
2751,Drowning Ruth,eng,,
2752,The Best of Lester Del Rey,eng,,
2753,Boys and Girls Together,eng,,
2754,I'm the One That I Want,eng,,
2755,Schmidt Delivered (Schmidt #2),en-US,,
2756,My Movie Business: A Memoir,eng,,
2757,The Dark Arena,eng,,
2758,The Sicilian,eng,,
2759,Time To Be In Earnest: A Fragment Of Autobiography,eng,,
2760,The Silent Gondoliers,eng,,
2761,Welcome to the Great Mysterious,eng,,
2762,Star Wars: The Approaching Storm,eng,,
2763,While I Was Gone,eng,,
2764,Mistral's Kiss (Merry Gentry #5),en-US,,
2765,A Stroke of Midnight (Merry Gentry #4),en-US,,
2766,Lights Out,eng,,
2767,Death in Holy Orders (Adam Dalgliesh),eng,,"{""tome"":""11""}"
2768,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),eng,,
2769,Boogaloo on 2nd Avenue,eng,,
2770,Star Wars:  The New Essential Guide to Characters,eng,,
2771,Star Wars:  The New Essential Chronology,eng,,
2772,Star Wars:  The New Essential Guide to Vehicles & Vessels,eng,,
2773,Star Wars:  The New Essential Guide to Weapons & Technology,eng,,
2774,Texas Heat (Texas),eng,,"{""tome"":""2""}"
2775,Flinx's Folly (Pip & Flinx),eng,,"{""tome"":""9""}"
2776,Clay's Quilt,eng,,
2777,Straken (High Druid of Shannara),eng,,"{""tome"":""3""}"
2778,Sunstorm (A Time Odyssey),eng,,"{""tome"":""2""}"
2779,Standing in the Rainbow (Elmwood Springs),eng,,"{""tome"":""2""}"
2780,Xanth: The Quest for Magic (Xanth #1-3),en-US,,
2781,The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1-5),eng,,
2782,Shadow Dance (Buchanan-Renard),eng,,"{""tome"":""6""}"
2783,The Salmon of Doubt (Dirk Gently),eng,,"{""tome"":""3""}"
2784,1968: The Year That Rocked the World,eng,,
2785,The Probable Future,eng,,
2786,The Belgariad  Vol. Two: Castle of Wizardry / Enchanters' End Game (The Belgariad #4-5),eng,,
2787,The Belgariad  Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad #1-3),eng,,
2788,The Bonesetter's Daughter,eng,,
2789,The Chairman (Christian Gillette),eng,,"{""tome"":""1""}"
2790,Market Forces,eng,,
2791,The Imaginary Girlfriend,eng,,
2792,Tales Before Tolkien: The Roots of Modern Fantasy,eng,,
2793,Body Double (Rizzoli & Isles #4),en-US,,
2794,A Man Rides Through (Mordant's Need),eng,,"{""tome"":""2""}"
2795,The Sword of Straw (The Sangreal Trilogy),eng,,"{""tome"":""2""}"
2796,Lost and Found,eng,,
2797,To the Last Man: A Novel of the First World War,eng,,
2798,The Rising Tide (World War II: 1939-1945),eng,,"{""tome"":""1""}"
2799,The Druids' Keep (The Sword of Shannara),eng,,"{""tome"":""2""}"
2800,In the Shadow of the Warlock Lord (The Sword of Shannara),eng,,"{""tome"":""1""}"
2801,The Bloody Crown of Conan (Conan the Cimmerian),eng,,"{""tome"":""2""}"
2802,The Conquering Sword of Conan (Conan the Cimmerian),eng,,"{""tome"":""3""}"
2803,Sliding Scales (Pip & Flinx),eng,,"{""tome"":""10""}"
2804,Running from the Deity (Pip & Flinx),eng,,"{""tome"":""11""}"
2805,Pandora's Star,eng,,
2806,Judas Unchained (Commonwealth Saga #2),en-US,,
2807,Dragon's Kin (Pern),eng,,"{""tome"":""17""}"
2808,The Swarm War (Star Wars: Dark Nest),eng,,"{""tome"":""3""}"
2809,Yoda: Dark Rendezvous,eng,,
2810,The Fourth Hand,eng,,
2811,Saving Fish from Drowning,eng,,
2812,Rabbit Novels: Rabbit  Run and Rabbit Redux,eng,,
2813,Caught Stealing (Hank Thompson),eng,,"{""tome"":""1""}"
2814,Jeff Shaara's Civil War Battlefields: Discovering America's Hallowed Ground,eng,,
2815,A Parchment of Leaves,eng,,
2816,The Heritage of Shannara (Heritage of Shannara #1-4),eng,,
2817,All I Really Need to Know I Learned in Kindergarten,eng,,
2818,The Shockwave Rider,eng,,
2819,Perfect Nightmare,eng,,
2820,The Franklin Affair,eng,,
2821,Oh My Stars,eng,,
2822,The Chronicles of Riddick,en-US,,
2823,Changelings,en-US,,
2824,Maelstrom,eng,,
2825,Tsubasa: RESERVoir CHRoNiCLE  Vol. 1,eng,,
2826,Black House (The Talisman),eng,,"{""tome"":""2""}"
2827,Tsubasa: RESERVoir CHRoNiCLE  Vol. 3,eng,,
2828,The Princes of Ireland (The Dublin Saga),eng,,"{""tome"":""1""}"
2829,The Hunchback of Notre-Dame,en-US,,
2830,The Amateur Marriage,eng,,
2831,Labyrinth of Evil (Star Wars: The Dark Lord Trilogy),eng,,"{""tome"":""1""}"
2832,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,eng,,
2833,The Star Wars Trilogy,eng,,
2834,The Guns of August,eng,,
2835,The Poet of Tolstoy Park,eng,,
2836,Wish You Were Here: The Official Biography of Douglas Adams,eng,,
2837,Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,eng,,
2838,The Fortunate Pilgrim,eng,,
2839,Interview with the Vampire (The Vampire Chronicles),eng,,"{""tome"":""1""}"
2840,The Vampire Lestat (The Vampire Chronicles),eng,,"{""tome"":""2""}"
2841,Vanish (Rizzoli & Isles),eng,,"{""tome"":""5""}"
2842,The Mephisto Club (Rizzoli & Isles),eng,,"{""tome"":""6""}"
2843,Shield of Thunder (Troy #2),ale,,
2844,For the Love of a Dog: Understanding Emotion in You and Your Best Friend,en-US,,
2845,Back When We Were Grownups,eng,,
2846,Allegiance (Star Wars),eng,,
2847,Tempest (Star Wars: Legacy of the Force),eng,,"{""tome"":""3""}"
2848,Star Wars: The New Essential Guide to Alien Species,eng,,
2849,Tsubasa: RESERVoir CHRoNiCLE  Vol. 04 (Tsubasa: RESERVoir CHRoNiCLE),eng,,"{""tome"":""4""}"
2850,Tsubasa: RESERVoir CHRoNiCLE  Vol. 6,eng,,
2851,A Caress of Twilight (Merry Gentry #2),en-US,,
2852,Murder at The Washington Tribune (Capital Crimes),eng,,"{""tome"":""21""}"
2853,Narrative of the Life of Frederick Douglass  an American Slave / Incidents in the Life of a Slave Girl,eng,,
2854,Already Dead (Joe Pitt #1),en-US,,
2855,No Dominion (Joe Pitt),eng,,"{""tome"":""2""}"
2856,The Decline and Fall of the Roman Empire,eng,,
2857,A Slipping-Down Life,eng,,
2858,Once A Warrior King: Memories of an Officer in Vietnam,en-US,,
2859,Trump: The Art of the Deal,en-US,,
2860,Ego and Hubris: The Michael Malice Story,eng,,
2861,Batman: Inferno,eng,,
2862,Until I Find You,eng,,
2863,The Coal Tattoo,eng,,
2864,Dragon's Fire (Pern),eng,,"{""tome"":""19""}"
2865,The Power Broker: A Novel (Christian Gillette),eng,,"{""tome"":""3""}"
2866,The Best Stories of Fyodor Dostoevsky,eng,,
2867,His Majesty's Dragon (Temeraire),eng,,"{""tome"":""1""}"
2868,Throne of Jade (Temeraire),eng,,"{""tome"":""2""}"
2869,A Dangerous Man (Hank Thompson),eng,,"{""tome"":""3""}"
2870,Enchantment,eng,,
2871,How to Be Lost,en-US,,
2872,Queen of the Underworld,eng,,
2873,Inferno,eng,,
2874,The Malloreon  Vol. 1: Guardians of the West / King of the Murgos / Demon Lord of Karanda (The Malloreon #1-3),eng,,
2875,The Malloreon  Vol. 2: Sorceress of Darshiva / The Seeress of Kell (The Malloreon #4-5),eng,,
2876,Jarka Ruus (High Druid of Shannara),eng,,"{""tome"":""1""}"
2877,Armageddon's Children (Genesis of Shannara),eng,,"{""tome"":""1""}"
2878,Tsubasa: RESERVoir CHRoNiCLE  Vol. 8,eng,,
2879,Tsubasa: RESERVoir CHRoNiCLE  Vol. 09,eng,,
2880,Tsubasa: RESERVoir CHRoNiCLE  Vol. 10,eng,,
2881,Them (Wonderland Quartet),eng,,"{""tome"":""3""}"
2882,Tsubasa: RESERVoir CHRoNiCLE  Vol. 11,eng,,
2883,Tsubasa: RESERVoir CHRoNiCLE  Vol. 12,eng,,
2884,Breathing Lessons,eng,,
2885,Candy Licker,eng,,
2886,Drop Dead Gorgeous (Blair Mallory),eng,,"{""tome"":""2""}"
2887,In the Dark of the Night,eng,,
2888,Feel the Fear . . . and Do It Anyway,eng,,
2889,The Devilish Pleasures of a Duke (Boscastle),eng,,"{""tome"":""6""}"
2890,The Tall Pine Polka / Your Oasis on Flame Lake,eng,,
2891,Triple Zero  (Star Wars: Republic Commando),eng,,"{""tome"":""2""}"
2892,The Manhattan Hunt Club,eng,,
