edition_id,editeur_id,isbn13,publication_date,num_pages,num_catalogue,langue_code,titre,infos
1095,1487,9780140281705,1999-07-29,624,,eng,The World of Mr. Mulliner,
1096,1476,9780140281910,2000-06-01,304,,eng,Bargaining for Advantage: Negotiation Strategies for Reasonable People,
1097,1477,9780140282689,2003-02-26,397,,eng,A Confederacy of Dunces,
1098,1476,9780140283303,1999-06-01,320,,eng,White Noise,
1099,1476,9780140283334,1999-10-01,182,,eng,Lord of the Flies,
1100,1476,9780140283358,1999-10-01,152,,eng,Waiting for the Barbarians,
1101,1476,9780140283389,2000-01-01,784,,eng,Gravity's Rainbow,
1102,1476,9780140284126,2000-06-01,240,,eng,The Inimitable Jeeves (Jeeves),
1103,1470,9780140285215,2001-04-26,462,,en-GB,English Passengers,
1104,1476,9780140285970,1999-09-01,400,,eng,Shadows and Wind: A View of Modern Vietnam,
1105,1478,9780140286014,2001-06-01,326,,eng,Wanderlust: A History of Walking,
1106,1476,9780140286274,1999-10-01,464,,eng,The Deep End of the Ocean (Cappadora Family),
1107,1476,9780140286373,2000-05-01,272,,eng,The Spell,
1108,1494,9780140286809,1999-09-30,565,,eng,Collected Fictions,
1109,1476,9780140288483,2000-01-01,192,,eng,Hunger,
1110,1476,9780140289206,2000-03-30,777,,eng,Gödel  Escher  Bach: An Eternal Golden Braid,
1111,1470,9780140289237,2007-01-25,304,,eng,For Lust of Knowing: The Orientalists and Their Enemies,
1112,1476,9780140290110,2000-11-01,560,,eng,Selected Non-Fictions,
1113,1346,9780140291872,2000-07-01,304,,en-US,Syrup,
1114,1487,9780140295948,2003-12-04,439,,en-US,Spellbound,
1115,1500,9780140296617,2009-01-01,194,,en-GB,The Periodic Table,
1116,1470,9780140297782,2000-11-30,542,,en-GB,White Teeth,
1117,1476,9780140298512,2001-02-01,400,,eng,The Basque History of the World: The Story of a Nation,
1118,1479,9780140298543,2001-02-01,336,,eng,My War Gone By  I Miss It So,
1119,1476,9780140299939,1990-07-20,480,,eng,World's End,
1120,1476,9780140299946,1990-07-27,240,,eng,Descent of Man,
1121,1617,9780140307375,1987-08-01,144,,eng,Little Plum,
1122,1617,9780140309591,1977-02-24,140,,eng,Pippi Goes on Board,
1123,1617,9780140311259,1979-09-27,89,,eng,Charlie and the Chocolate Factory: A Play,
1124,1618,9780140316889,1984-10-25,786,,eng,The Dark Is Rising Sequence,
1125,1617,9780140317206,1985-02-05,176,,eng,Ronia  the Robber's Daughter,
1126,1615,9780140322620,1993-06-01,160,,eng,Terry Jones' Fairy Tales,
1127,1617,9780140326093,1988-02-02,128,,eng,The Children of Noisy Village,
1128,1615,9780140326925,1991-11-01,64,,eng,Astrid Lindgren: Storyteller to the World,
1129,1617,9780140345803,1991-04-01,176,,eng,House of Stairs,
1130,1617,9780140345827,1991-04-01,176,,eng,Strange Attractors,
1131,1615,9780140363333,1993-04-01,144,,eng,How Do You Lose Those Ninth-grade Blues?,
1132,1477,9780140364491,1993-10-28,256,,eng,Charlotte's Web,
1133,1617,9780140364545,1993-10-28,238,,eng,Tom's Midnight Garden,
1134,1615,9780140364750,1993-08-01,176,,eng,Seventeen and In-Between,
1135,1615,9780140366600,1996-10-03,287,,eng,The Puffin Book of Nonsense Verse,
1136,1617,9780140366815,1995-06-01,417,,eng,Great Expectations,
1137,1617,9780140367058,1994-06-01,277,,eng,The Extraordinary Cases of Sherlock Holmes,
1138,1615,9780140367355,1996-12-01,237,,eng,Five Children and It (Five Children),
1139,1617,9780140367386,1994-11-01,262,,eng,Myths of the Norsemen: Retold from the Old Norse Poems and Tales,
1140,1615,9780140367430,1994-07-01,291,,eng,The Enchanted Castle,
1141,1617,9780140369267,1995-05-01,113,,eng,Anne Frank Beyond the Diary: A Photographic Remembrance,
1142,1617,9780140374384,1995-06-01,144,,eng,Oddballs,
1143,1615,9780140382976,1996-07-04,48,,eng,James & The Giant Peach (Disney's),
1144,1617,9780140383195,1996-11-01,176,,eng,Bound for Oregon,
1145,1867,9780140389661,1998-04-01,159,,en-US,That Was Then  This Is Now,
1146,1493,9780140422153,1977-11-24,1072,,eng,The Complete Poems,
1147,1493,9780140422344,2005-04-07,1254,,enm,The Canterbury Tales (original-spelling edition),
1148,1493,9780140424386,2003-01-30,504,,eng,The Canterbury Tales,
1149,1493,9780140424393,2003-02-27,453,,eng,Paradise Lost,
1150,1476,9780140430899,1976-08-26,252,,eng,De Profundis and Other Writings,
1151,1493,9780140431056,1976-08-26,448,,eng,Redburn,
1152,1476,9780140432671,1986-10-07,400,,eng,The Juvenilia of Jane Austen and Charlotte Brontë,
1153,1493,9780140433395,2003-11-27,160,,en-US,The Birth of Tragedy,
1154,1493,9780140434255,1996-01-01,346,,eng,Sense and Sensibility,
1155,1493,9780140435191,1997-08-28,416,,eng,The Pursuit of the Well-Beloved & The Well-Beloved,
1156,1481,9780140435825,1996-03-30,230,,eng,Flaubert in Egypt: A Sensibility on Tour,
1157,1493,9780140436075,1998-09-24,383,,en-GB,The Law and the Lady,
1158,1493,9780140436143,1999-11-25,830,,eng,Martin Chuzzlewit,
1159,1493,9780140436327,1998-06-25,841,,eng,Selected Writings,
1160,1493,9780140436334,2003-11-27,752,,eng,The Complete Plays,
1161,1482,9780140436587,2000-03-30,541,,eng,Ivanhoe,
1162,1476,9780140436990,1998-12-01,320,,eng,Selected Poems,
1163,1476,9780140437287,2003-02-27,744,,eng,Barnaby Rudge,
1164,1493,9780140437508,1999-11-25,400,,en-US,Three Men in a Boat and Three Men on the Bummel,
1165,1493,9780140437911,2001-01-25,160,,eng,Saint Joan,
1166,1493,9780140437942,2003-03-27,336,,eng,Plays Pleasant,
1167,1493,9780140437973,2001-03-29,272,,eng,Maggie: A Girl of the Streets and Other Tales of New York,
1168,1493,9780140439052,2003-10-30,288,,eng,A Christmas Carol and Other Christmas Writings,
1169,1493,9780140440065,2005-01-27,347,,eng,The Divine Comedy I: Hell,
1170,1476,9780140440225,1970-07-30,489,,eng,The Canterbury Tales,
1171,1470,9780140440287,1953-04-30,218,,eng,Electra and Other Plays,
1172,1493,9780140440348,1970-08-30,653,,en-US,The Histories,
1173,1493,9780140440461,1981-08-30,388,,en-US,The Divine Comedy II: Purgatory,
1174,1493,9780140440935,1960-02-28,288,,eng,Faust  Part Two,
1175,1493,9780140441055,1962-07-30,400,,eng,Paradiso (The Divine Comedy),
1176,1476,9780140441123,1961-08-30,160,,eng,Prometheus Bound and Other Plays,
1177,1493,9780140441376,2004-08-26,404,,eng,The Nibelungenlied,
1178,1493,9780140441451,1972-07-30,711,,eng,The History of Rome  Books 21-30: The War with Hannibal,
1179,1476,9780140441529,1964-02-28,224,,eng,Three Plays: The Wasps / The Poet and the Women / The Frogs,
1180,1476,9780140441734,1976-10-28,237,,eng,Rameau's Nephew / D'Alembert's Dream,
1181,1476,9780140441796,1966-05-27,240,,en-US,The Gambler/Bobok/A Nasty Story,
1182,1493,9780140442052,1978-05-25,336,,eng,Cousin Pons,
1183,1476,9780140442090,1982-09-30,256,,eng,The Odes,
1184,1493,9780140442243,2007-12-06,298,,eng,Home of the Gentry,
1185,1493,9780140442274,1976-08-26,240,,eng,Essays and Aphorisms,
1186,1493,9780140442328,1985-09-26,554,,eng,A Harlot High and Low,
1187,1493,9780140442373,1976-05-27,339,,eng,The Black Sheep,
1188,1476,9780140442410,1971-02-28,174,,eng,The Agricola and The Germania,
1189,1476,9780140442526,1972-07-30,287,,eng,Notes from Underground & The Double,
1190,1493,9780140442571,1979-09-27,400,,en-US,Philosophical Dictionary,
1191,1493,9780140442724,1973-04-26,256,,eng,Li Po and Tu Fu: Poems,
1192,1493,9780140442755,1973-01-30,160,,en-US,Phaedrus and Letters VII and VIII,
1193,1493,9780140442823,1975-01-30,148,,eng,As I Crossed a Bridge of Dreams: Recollections of a Woman in Eleventh-Century Japan,
1194,1493,9780140443073,1975-08-28,336,,eng,Love,
1195,1493,9780140443103,1977-09-29,800,,eng,Orlando Furioso: Part Two,
1196,1493,9780140443325,1978-07-27,335,,en-US,The Knights / Peace / The Birds / The Assembly Women / Wealth,
1197,1493,9780140443332,1984-02-07,335,,eng,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,
1198,1487,9780140443486,1979-09-27,249,,eng,The Analects,
1199,1493,9780140443691,1980-01-31,240,,eng,Spring Torrents,
1200,1493,9780140443875,1980-06-26,506,,eng,The Earth,
1201,1493,9780140443943,1979-12-20,240,,en-US,Eugene Onegin,
1202,1493,9780140444087,1983-05-26,272,,eng,Love Visions,
1203,1476,9780140444254,2000-01-03,430,,eng,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,
1204,1493,9780140444308,1982-03-25,1232,,eng,Les Misérables,
1205,1493,9780140444414,1984-11-28,432,,eng,The Divine Comedy  Vol. I: Inferno,
1206,1493,9780140444421,1985-05-30,399,,eng,The Divine Comedy  Vol. 2: Purgatory,
1207,1493,9780140444438,1986-07-31,433,,eng,The Divine Comedy  Vol. 3: Paradise,
1208,1493,9780140444551,1985-08-29,176,,eng,Netochka Nezvanova,
1209,1493,9780140444575,1991-08-06,353,,eng,The Aeneid: A New Prose Translation,
1210,1493,9780140445145,1990-01-25,208,,en-GB,Twilight of the Idols/The Anti-Christ,
1211,1493,9780140445206,1991-06-27,688,,eng,The Enneads,
1212,1493,9780140445220,1990-08-30,403,,eng,Sketches from a Hunter's Album,
1213,1493,9780140445503,2006-10-26,1041,,eng,Gargantua and Pantagruel,
1214,1493,9780140445770,1992-12-01,640,,eng,Either/Or: A Fragment of Life,
1215,1493,9780140446043,1993-02-25,1344,,eng,The Complete Essays,
1216,1493,9780140446166,1999-10-01,90,,eng,The Symposium,
1217,1493,9780140446364,1996-09-26,144,,eng,Poetics,
1218,1493,9780140446388,1954-09-01,622,,eng,The Histories,
1219,1493,9780140446425,1995-08-31,230,,eng,What is Art?,
1220,1475,9780140446586,2001-12-01,224,,eng,The Village of Stepanchikovo,
1221,1476,9780140447200,1999-03-01,208,,eng,Maxims and Reflections,
1222,1493,9780140447262,2006-01-26,360,,eng,The Bacchae and Other Plays,
1223,1493,9780140447422,2004-01-29,592,,eng,Germinal,
1224,1487,9780140447477,2007-11-29,784,,eng,Critique of Pure Reason,
1225,1493,9780140447552,2005-07-28,180,,eng,The Prose Edda,
1226,1493,9780140447576,2002-06-27,288,,eng,The Communist Manifesto,
1227,1493,9780140447606,2003-04-24,992,,eng,Democracy in America,
1228,1493,9780140447804,1999-11-25,192,,eng,The Consolation of Philosophy,
1229,1470,9780140447897,2004-08-03,723,,eng,Metamorphoses,
1230,1493,9780140447941,2003-01-30,462,,eng,The Iliad,
1231,1493,9780140447972,2004-02-05,460,,eng,Sentimental Education,
1232,1493,9780140448009,2005-01-27,110,,eng,Three Tales,
1233,1493,9780140448030,2003-04-29,262,,en-US,Eugene Onegin,
1234,1493,9780140448078,2004-07-29,464,,eng,Dead Souls,
1235,1493,9780140448146,2003-01-30,241,,en-US,Lysistrata and Other Plays,
1236,1476,9780140448153,2002-09-26,336,,eng,Early Greek Philosophy,
1237,1493,9780140448924,2003-04-24,246,,eng,The Black Tulip,
1238,1487,9780140448948,2003-11-27,1186,,eng,City of God,
1239,1493,9780140449044,2004-01-29,208,,en-GB,Gorgias,
1240,1476,9780140449082,2003-01-30,716,,eng,The Histories,
1241,1476,9780140449099,2003-01-30,1056,,eng,Don Quixote,
1242,1493,9780140449105,2003-05-06,135,,eng,Utopia,
1243,1493,9780140449112,2003-01-30,324,,eng,The Odyssey,
1244,1493,9780140449129,2002-12-31,327,,eng,Madame Bovary,
1245,1493,9780140449143,2003-02-25,416,,eng,The Republic,
1246,1476,9780140449174,2003-01-30,837,,eng,Anna Karenina,
1247,1493,9780140449211,2003-05-06,363,,eng,The Twelve Caesars,
1248,1493,9780140449235,2003-02-27,240,,eng,Beyond Good and Evil,
1249,1487,9780140449242,2003-02-27,1013,,eng,The Brothers Karamazov,
1250,1493,9780140449266,2003-05-27,1276,,eng,The Count of Monte Cristo,
1251,1493,9780140449280,2003-03-27,256,,eng,The Last Days of Socrates,
1252,1476,9780140449297,2003-03-27,206,,eng,Medea and Other Plays,
1253,1487,9780140449327,2003-03-27,290,,eng,The Aeneid,
1254,1476,9780140449334,2006-04-27,303,,eng,Meditations,
1255,1493,9780140449495,2004-01-29,329,,eng,The Nicomachean Ethics,
1256,1493,9780140449747,2005-08-25,176,,eng,Phaedrus,
1257,1493,9780140449778,2006-04-27,546,,eng,The Women's War,
1258,1476,9780140481396,1976-11-18,192,,eng,1776,
1259,1476,9780140481938,1985-04-02,80,,eng,Incident at Vichy,
1260,1617,9780140502015,1985-06-15,64,,en-US,Time of Wonder,
1261,1617,9780140502879,1978-04-27,64,,eng,Lentil,
1262,1617,9780140503449,1981-10-29,32,,en-US,Christmas in Noisy Village,
1263,1617,9780140509786,1989-03-01,64,,en-US,Burt Dow  Deep-Water Man,
1264,1476,9780140510355,1969-05-30,907,,eng,The Penguin Companion to European Literature,
1265,1617,9780140564303,1998-12-01,32,,eng,No More Water in the Tub!,
1266,1615,9780140568196,2001-11-29,32,,eng,The Giraffe and the Pelly and Me,
1267,1476,9780140620122,2007-01-13,279,,eng,Wuthering Heights,
1268,1476,9780140620139,1998-10-24,464,,en-GB,The Moonstone,
1269,1476,9780140620160,1994-01-13,443,,eng,Great Expectations,
1270,1476,9780140620184,1994-01-13,188,,eng,The Great Gatsby,
1271,1476,9780140620276,1994-02-24,536,,en-GB,The Mill on the Floss,
1272,1476,9780140620474,1994-03-31,374,,en-GB,Far from the Madding Crowd,
1273,1491,9780140620627,1994-01-01,536,,eng,Moby Dick,
1274,1476,9780140620634,1994-04-28,449,,eng,Dracula,
1275,1470,9780140620665,1994-05-26,479,,eng,Mansfield Park,
1276,1476,9780140620856,1998-10-03,672,,eng,Vanity Fair,
1277,1476,9780140621334,1994-10-01,185,,eng,Three Men in a Boat (Three Men),
1278,1476,9780140621594,2007-10-26,288,,eng,Tales from Shakespeare,
1279,1477,9780140621624,1995-04-01,212,,en-GB,The Railway Children,
1280,1487,9780140621754,1995-10-24,96,,eng,Billy Budd  Sailor,
1281,1493,9780140714531,2001-12-01,164,,eng,The Sonnets,
1282,1476,9780140714548,2001-12-01,148,,eng,Hamlet,
1283,1493,9780140714555,2000-08-01,144,,eng,A Midsummer Night's Dream,
1284,1493,9780140714586,1999-09-01,121,,eng,Henry V,
1285,1493,9780140714753,2001-08-01,126,,eng,Henry VIII (Shakespeare  Pelican),
1286,1497,9780140771978,2003-11-25,144,,eng,The Great Gatsby,
1287,1493,9780140817782,2000-03-30,208,,eng,Ten Short Stories Book & Cd Pack (Penguin Student Editions),
1288,1493,9780140818031,2001-04-26,168,,en-US,Wide Sargasso Sea,
1289,2100,9780141000589,2002-11-07,1808,,eng,The Complete Pelican Shakespeare,
1290,1476,9780141001821,2001-05-01,302,,eng,In the Heart of the Sea: The Tragedy of the Whaleship Essex,
1291,1488,9780141004921,2004-08-26,625,,eng,The Teeth of the Tiger (Jack Ryan Universe),
1292,1470,9780141005348,2002-07-02,148,,eng,How to Build a Time Machine,
1293,1476,9780141006871,2002-04-04,384,,eng,Fast Food Nation: What The All-American Meal is Doing to the World,
1294,1470,9780141007335,2002-04-04,278,,eng,About a Boy,
1295,1470,9780141007458,2004-07-01,304,,eng,Stiff: The Curious Lives of Human Cadavers,
1296,1505,9780141007472,2009-07-28,304,,eng,Under the Duvet,
1297,1498,9780141008257,2003-06-05,276,,eng,Everything Is Illuminated,
1298,1470,9780141009056,2004-01-12,160,,en-US,When the Emperor Was Divine,
1299,1470,9780141009827,2002-07-25,972,,eng,Forever Amber,
1300,1476,9780141010311,2005-03-24,527,,eng,Golden Buddha (Oregon Files),
1301,1470,9780141011110,2005-02-24,592,,en-US,The Fabric of the Cosmos: Space  Time and the Texture of Reality,
1302,1470,9780141011516,2002-09-05,304,,en-GB,Straight Talking,
1303,1470,9780141012254,2004-03-04,244,,eng,Notes on a Scandal,
1304,1470,9780141013459,2004-04-01,350,,eng,You Shall Know Our Velocity,
1305,1500,9780141013800,2005-10-27,224,,eng,Measure for Measure,
1306,1493,9780141013954,2005-04-07,240,,eng,The Merchant of Venice,
1307,1476,9780141014081,2003-10-02,296,,eng,The Complete Maus,
1308,1493,9780141014708,2005-04-07,240,,en-GB,Twelfth Night,
1309,1470,9780141015088,2005-04-07,222,,eng,How to Breathe Underwater,
1310,1505,9780141016702,2005-04-26,336,,eng,Henry IV  part II,
1311,1470,9780141017273,2004-08-05,825,,en-GB,Citizens: A Chronicle of the French Revolution,
1312,1623,9780141017723,2005-08-30,504,,eng,Polar Shift (NUMA Files),
1313,1486,9780141026282,2006-05-04,120,,eng,The Epic of Gilgamesh,
1314,1493,9780141180205,1998-04-01,161,,eng,Gunnar's Daughter,
1315,1493,9780141180304,1997-07-01,512,,eng,D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,
1316,1493,9780141180311,2003-10-02,489,,eng,The Way by Swann’s  (In Search of Lost Time),
1317,1470,9780141180366,2003-10-02,374,,eng,Finding Time Again (In Search of Lost Time),
1318,1493,9780141180410,1997-12-01,305,,eng,The Wreath (Kristin Lavransdatter),
1319,1493,9780141180632,1997-09-01,385,,en-US,Vineland,
1320,1493,9780141180670,1998-09-01,181,,eng,Pan,
1321,1476,9780141180946,2005-04-07,246,,eng,Forty Stories,
1322,1493,9780141181288,1999-11-01,402,,eng,The Wife (Kristin Lavransdatter),
1323,1493,9780141182353,2000-04-01,366,,eng,The Cross (Kristin Lavransdatter),
1324,1493,9780141182575,2000-02-03,316,,eng,In Cold Blood,
1325,1493,9780141182582,2001-05-31,604,,eng,The Collected Dorothy Parker,
1326,1493,9780141182605,2000-02-24,159,,eng,A Clockwork Orange,
1327,1476,9780141182674,2000-02-24,281,,eng,On the Road,
1328,1487,9780141182803,2000-03-30,933,,en-US,Ulysses,
1329,1493,9780141182865,2000-03-30,338,,eng,A Confederacy of Dunces,
1330,1487,9780141183022,2001-01-18,560,,eng,The Total Library: Non-Fiction 1922-1986,
1331,1476,9780141183350,2000-09-28,352,,eng,Howards End,
1332,1476,9780141183534,2000-01-01,112,,eng,A Room of One's Own,
1333,1493,9780141183596,2001-06-28,400,,en-GB,Tender is the Night,
1334,1487,9780141183725,2000-10-26,277,,eng,Keep the Aspidistra Flying,
1335,1493,9780141183787,2000-02-01,281,,en-GB,The Flame Trees of Thika: Memories of an African Childhood,
1336,1493,9780141184272,2000-09-28,228,,eng,Orlando,
1337,1492,9780141184289,2000-10-03,752,,eng,Good Soldier Svejk And His Fortunes In The World,
1338,1493,9780141184548,2000-11-30,163,,eng,Despair,
1339,1470,9780141184845,2000-09-28,287,,eng,Labyrinths: Selected Stories and Other Writings,
1340,1487,9780141184883,2000-08-03,204,,en-GB,The Dharma Bums,
1341,1487,9780141184890,2007-09-06,192,,eng,The Subterraneans,
1342,1493,9780141185019,2000-12-01,306,,eng,Wolf Willow,
1343,1493,9780141185118,2000-09-07,154,,en-GB,Tortilla Flat,
1344,1470,9780141185132,2002-12-05,238,,eng,The Plague,
1345,1493,9780141185163,2001-05-03,416,,eng,Orwell in Spain: The Full Text of Homage to Catalonia  with Associated Articles  Reviews and Letters from the Complete Works of George Orwell,
1346,1493,9780141185224,2000-08-31,317,,eng,The Heart Is a Lonely Hunter,
1347,1487,9780141185262,2000-08-31,246,,eng,Pale Fire,
1348,1493,9780141185323,2002-02-28,444,,eng,The Years,
1349,1493,9780141185361,2001-04-26,272,,eng,The Autobiography of Alice B. Toklas,
1350,1493,9780141185477,2000-12-01,557,,eng,Angle of Repose,
1351,1476,9780141185491,2000-11-30,253,,eng,Nausea,
1352,1493,9780141185538,2000-11-30,144,,eng,The Moon Is Down,
1353,1487,9780141185606,2015-08-03,192,,eng,Invitation to a Beheading,
1354,1493,9780141185859,2001-06-28,448,,eng,How Green Was My Valley,
1355,1476,9780141185873,2001-04-05,406,,eng,The Gift,
1356,1493,9780141185934,2001-10-25,192,,eng,Answered Prayers,
1357,1487,9780141186078,2001-01-18,288,,eng,The Log from the Sea of Cortez,
1358,1487,9780141186160,2001-03-01,528,,eng,The Sea  The Sea,
1359,1493,9780141186177,2001-03-01,432,,eng,A Fairly Honourable Defeat,
1360,1493,9780141186184,2001-01-01,313,,en-US,Mysteries,
1361,1493,9780141186580,2002-02-28,144,,eng,A Happy Death,
1362,1476,9780141187068,2002-07-25,420,,en-GB,The Call of Cthulhu and Other Weird Stories,
1363,1493,9780141187198,2002-10-31,368,,eng,Seven Gothic Tales,
1364,1487,9780141187266,2003-12-04,160,,eng,The Madman of Bergerac,
1365,1470,9780141187396,2003-06-05,368,,eng,Shooting an Elephant,
1366,1493,9780141187426,2003-08-28,396,,eng,Orientalism,
1367,1477,9780141187563,2004-06-03,247,,en-GB,Moonraker,
1368,1477,9780141187587,2004-06-03,181,,eng,Casino Royale,
1369,1617,9780141301068,1998-06-01,240,,eng,Matilda,
1370,1615,9780141303352,1999-04-29,89,,eng,Mr. Majeika and the School Trip,
1371,1617,9780141304311,1999-06-01,154,,eng,The Duplicate,
1372,1617,9780141305950,2000-07-01,224,,eng,The Shakespeare Stealer (Shakespeare Stealer),
1373,1617,9780141306391,1999-10-01,208,,eng,The Beasties,
1374,700,9780141310688,2002-01-14,184,,eng,Westmark (Westmark),
1375,700,9780141310695,2002-06-10,244,,eng,The Kestrel (Westmark),
1376,1615,9780141310947,2001-04-23,192,,eng,The Dreadful Future of Blossom Culp (Blossom Culp),
1377,1617,9780141311296,2001-04-05,67,,eng,The Magic Finger,
1378,1615,9780141311357,1998-04-05,160,,eng,James and the Giant Peach,
1379,1617,9780141311401,2001-04-05,176,,eng,Boy: Tales of Childhood (Roald Dahl's Autobiography),
1380,1615,9780141311425,2001-04-05,209,,eng,Going Solo (Roald Dahl's Autobiography),
1381,1617,9780141311494,2001-09-27,224,,eng,The Wonderful Story Of Henry Sugar and Six More,
1382,699,9780141312620,2003-04-14,137,,eng,The Changeling Sea,
1383,1619,9780141314570,2003-03-06,218,,eng,The Outsiders,
1384,1617,9780141318301,2004-06-24,96,,eng,The Twits,
1385,1470,9780141439495,2003-01-30,306,,eng,Gulliver's Travels,
1386,1476,9780141439501,2003-01-30,122,,eng,Pygmalion,
1387,1476,9780141439563,2002-12-31,512,,eng,Great Expectations,
1388,1476,9780141439587,2003-05-06,474,,eng,Emma,
1389,1493,9780141439617,2003-02-27,672,,eng,The Woman in White,
1390,1493,9780141439624,2003-02-27,579,,eng,The Mill on the Floss,
1391,1493,9780141439631,2003-09-30,797,,eng,The Portrait of a Lady,
1392,1476,9780141439648,2003-01-30,394,,eng,The Adventures of Huckleberry Finn,
1393,1476,9780141439655,2003-02-27,433,,eng,Far From the Madding Crowd,
1394,1493,9780141439686,2003-04-29,325,,eng,Persuasion,
1395,1476,9780141439761,2003-03-27,378,,eng,Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland #1-2),
1396,1493,9780141439822,2003-03-27,286,,eng,Robinson Crusoe,
1397,1476,9780141439839,2003-01-30,867,,eng,Vanity Fair,
1398,1476,9780141439907,2003-06-26,272,,eng,The Turn of the Screw and The Aspern Papers,
1399,1493,9780141439969,2003-09-25,1021,,eng,Little Dorrit,
1400,1487,9780141439976,2005-03-31,104,,eng,The Time Machine,
1401,1493,9780141439983,2005-03-31,161,,eng,The Invisible Man,
1402,1486,9780141441047,2006-05-26,530,,eng,The Shape of Things to Come,
1403,1493,9780141441115,2005-06-28,414,,eng,Tono-Bungay,
1404,1486,9780141441122,2006-03-31,320,,eng,A Modern Utopia,
1405,1493,9780141441146,2006-06-29,590,,eng,Jane Eyre,
1406,1476,9780141441160,2005-08-30,376,,eng,A Passage to India,
1407,1493,9780141441214,2004-03-25,178,,eng,Three Men in a Boat,
1408,1493,9780141441481,2006-07-27,396,,eng,The Longest Journey,
1409,1474,9780141804514,2003-01-28,6,,eng,Middlemarch,
1410,1615,9780141805610,2004-11-25,4,,en-GB,The Adventures of Charlie and Mr. Willy Wonka: A Fully Dramatized Recording,
1411,1616,9780141805627,2005-03-03,1,,eng,Matilda,
1412,1615,9780141805641,2004-11-25,4,,eng,Fantastic Mr Fox and Other Animal Stories,
1413,1476,9780142000083,2001-09-01,625,,en-US,Moby-Dick,
1414,1476,9780142000199,2001-12-31,288,,en-US,Hallucinations: or  The Ill-Fated Peregrinations of Fray Servando,
1415,1476,9780142000205,2001-03-08,320,,eng,Icy Sparks,
1416,1476,9780142000212,2001-04-01,64,,en-US,Bridget Jones's Guide to Life,
1417,1476,9780142000274,2001-12-01,838,,en-US,Anna Karenina,
1418,1476,9780142000281,2002-12-31,267,,en-GB,Getting Things Done: The Art of Stress-Free Productivity,
1419,1476,9780142000670,2002-01-08,103,,eng,Of Mice and Men,
1420,1476,9780142000687,2002-02-05,181,,eng,Cannery Row,
1421,1476,9780142000694,2002-01-08,96,,eng,The Pearl,
1422,1470,9780142000700,2002-02-05,214,,eng,Travels with Charley: In Search of America,
1423,1476,9780142001301,2002-06-25,336,,eng,The Olive Farm: A Memoir of Life  Love  and Olive Oil in the South of France,
1424,1476,9780142001349,2003-02-25,160,,eng,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,
1425,1476,9780142001417,2002-12-31,303,,eng,After the Plague: and Other Stories,
1426,1476,9780142001431,2002-04-30,358,,eng,Year of Wonders,
1427,1476,9780142001615,2003-01-28,484,,eng,Salt: A World History,
1428,1476,9780142001745,2003-01-28,302,,eng,The Secret Life of Bees,
1429,1476,9780142001806,2003-02-25,374,,eng,The Eyre Affair (Thursday Next),
1430,1476,9780142002001,2003-10-07,176,,eng,Youth,
1431,1470,9780142002025,2002-08-27,181,,eng,Casino Royale (James Bond),
1432,1476,9780142002049,2002-08-27,264,,eng,Goldfinger (James Bond),
1433,1476,9780142002063,2002-12-31,247,,eng,Moonraker (James Bond),
1434,1476,9780142002155,2006-04-04,432,,eng,Book of Sketches,
1435,1476,9780142002261,2002-07-30,372,,eng,Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,
1436,1476,9780142002728,2002-09-03,224,,eng,The Lost World (TV Tie-in),
1437,1476,9780142002803,2003-04-29,490,,eng,The Fall of Berlin 1945,
1438,1698,9780142002834,2003-05-27,271,,eng,The Last American Man,
1439,1476,9780142002889,2003-06-24,368,,en-US,When the Elephants Dance,
1440,1470,9780142003169,2003-04-01,208,,eng,Junky,
1441,1476,9780142003251,2003-09-02,326,,eng,On Her Majesty's Secret Service (James Bond),
1442,1476,9780142003268,2003-09-02,198,,eng,The Spy Who Loved Me (James Bond),
1443,1476,9780142003299,2004-04-06,120,,eng,Octopussy & the Living Daylights (James Bond),
1444,1476,9780142003343,2003-08-26,528,,eng,The Blank Slate: The Modern Denial of Human Nature,
1445,1476,9780142003442,2003-08-26,476,,eng,Good Poems,
1446,1476,9780142003565,2003-10-28,224,,en-US,The Classic Ten: The True Story of the Little Black Dress and Nine Other Fashion Favorites,
1447,1470,9780142003718,2003-12-30,432,,en-US,I Should Be Extremely Happy in Your Company: A Novel of Lewis and Clark,
1448,1476,9780142003800,2004-01-27,497,,eng,Drop City,
1449,1470,9780142003848,2004-01-27,368,,eng,Freedom Evolves,
1450,1476,9780142004036,2004-02-04,399,,eng,Lost in a Good Book (Thursday Next),
1451,1476,9780142004104,2004-03-02,320,,eng,River of Shadows: Eadweard Muybridge and the Technological Wild West,
1452,1476,9780142004203,2004-09-07,816,,en-US,The Life of Graham Greene  Vol. 1: 1904-1939,
1453,1476,9780142004234,2002-06-18,601,,eng,East of Eden,
1454,1470,9780142004456,2004-06-29,249,,eng,Voice of the Violin (Inspector Montalbano),
1455,1476,9780142004821,2005-01-25,448,,eng,Mutants: On Genetic Variety and the Human Body,
