edition_id,editeur_id,isbn13,publication_date,num_pages,num_catalogue,langue_code,titre,infos
7075,565,9780756611293,2005-04-02,32,,eng,Star Wars:  Revenge of the Sith Incredible Cross-Sections,
7076,565,9780756611774,2005-08-15,80,,eng,A Faith Like Mine,
7077,567,9780756614195,2005-12-31,175,,eng,Star Wars Complete Locations,
7078,567,9780756615697,2006-08-01,616,,eng,Australia,
7079,564,9780756616342,2005-09-19,624,,eng,Animal: The Definitive Visual Guide to the World's Wildlife,
7080,565,9780756622381,2006-09-25,272,,eng,Star Wars: The Complete Visual Dictionary,
7081,565,9780756623432,2007-01-15,96,,eng,You Can Draw: Star Wars,
7082,564,9780756623586,2006-10-16,352,,eng,The Marvel Encyclopedia,
7083,565,9780756630522,2007-03-19,160,,eng,Star Wars: The Ultimate Visual Guide,
7084,932,9780757305450,2007-06-01,311,,eng,Read for Your Life: 11 Ways to Better Yourself Through Books,
7085,1073,9780758201553,2006-02-01,384,,eng,Peach Cobbler Murder (Hannah Swensen),
7086,1074,9780758202956,2007-02-01,382,,eng,Cherry Cheesecake Murder (Hannah Swensen),
7087,1074,9780758206824,2005-10-01,380,,eng,Sugar Cookie Murder (Hannah Swensen),
7088,485,9780758207302,2006-08-01,285,,en-US,When Somebody Loves You Back (Soulmates Dissipate #6),
7089,315,9780758207746,2004-05-01,278,,eng,Bad Boys In Black Tie (Watson Brothers),
7090,1074,9780758210180,2007-07-31,342,,eng,Key Lime Pie Murder (Hannah Swensen),
7091,1073,9780758210371,2006-04-01,303,,eng,The Man Who Loved Jane Austen (The Man Who Loved Jane Austen),
7092,1073,9780758210944,2005-06-07,352,,eng,Beach Blanket Bad Boys,
7093,1073,9780758212382,2006-01-31,292,,eng,Destiny's Daughters,
7094,1073,9780758213501,2006-09-01,436,,eng,Chocolate Chip Cookie Murder (Hannah Swensen),
7095,315,9780758214096,2006-10-01,255,,en-US,You Don't Know Jack (NY Girlfriends #2),
7096,1073,9780758215048,2004-02-01,352,,eng,Lemon Meringue Pie Murder (Hannah Swensen),
7097,1297,9780760320068,2004-10-23,384,,eng,Corvette: Fifty Years,
7098,2247,9780760324073,2006-02-17,336,,eng,The Sling and the Stone: On War in the 21st Century,
7099,2247,9780760328248,2006-11-15,320,,eng,Jimmy Stewart: Bomber Pilot,
7100,2141,9780760329634,2007-05-15,256,,eng,The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History,
7101,206,9780760728505,2002-04-01,394,,eng,Twenty Thousand Leagues Under the Sea (Extraordinary Voyages),
7102,206,9780760768952,2005-07-16,288,,eng,The Conquest of Gaul,
7103,206,9780760768969,2005-07-16,592,,eng,Hannibal,
7104,2224,9780761104841,2003-05-22,992,,eng,1 000 Places to See Before You Die,
7105,2224,9780761129585,2003-10-16,832,,eng,What to Expect the First Year (What to Expect),
7106,2224,9780761136866,2006-01-31,624,,spa,Qué Se Puede Esperar Cuando Se Está Esperando,
7107,2224,9780761143697,2006-11-16,192,,eng,How to Spell Like a Champ,
7108,1703,9780761316435,2002-08-01,32,,eng,Baby's Alphabet,
7109,705,9780761316800,2002-09-01,32,,eng,It's Winter,
7110,2029,9780761327059,2005-09-01,112,,eng,The Brave Women of the Gulf Wars: Operation Desert Storm and Operation Iraqi Freedom,
7111,363,9780761417071,2003-01-01,40,,eng,The Statue of Liberty (Symbols of America),
7112,363,9780761417095,2004-01-01,39,,eng,The American Flag (Symbols of America),
7113,363,9780761417101,2003-01-01,40,,eng,The Star-Spangled Banner (Symbols of America),
7114,363,9780761417125,2004-01-01,40,,eng,The White House (Symbols of America),
7115,363,9780761417132,2003-01-01,40,,eng,The Liberty Bell (Symbols of America),
7116,2031,9780761452423,2004-01-01,137,,eng,The Bone Collector's Son,
7117,1604,9780761501664,1995-09-20,199,,eng,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,
7118,1973,9780761512196,1998-01-07,304,,eng,Your First Year in Network Marketing: Overcome Your Fears  Experience Success  and Achieve Your Dreams!,
7119,1603,9780761542919,2003-11-18,96,,eng,Medal of Honor: Rising Sun (Prima's Official Strategy Guide),
7120,1603,9780761545644,2004-10-26,144,,eng,The Bard's Tale: Prima's Official Strategy Guide,
7121,1603,9780761554912,2006-09-12,128,,eng,Lego Star Wars: Prima Official Game Guide,
7122,1603,9780761555483,2007-09-10,432,,eng,The Elder Scrolls IV: Oblivion -- Revised & Expanded (Xbox360  PC) (Prima Official Game Guide),
7123,1603,9780761555520,2006-11-14,176,,eng,Eragon: Prima Official Game Guide,
7124,1741,9780761929949,2003-10-16,272,,eng,The Politics of Injustice: Crime and Punishment in America,
7125,1742,9780761956921,1998-04-14,224,,eng,The Consumer Society: Myths and Structures,
7126,1670,9780762100736,1998-08-24,448,,eng,Complete Guide to the Bible,
7127,1671,9780762104208,2002-10-24,384,,eng,New Complete Guide to Sewing,
7128,1731,9780762404780,1999-02-22,128,,eng,Irish Blessings,
7129,1729,9780762408283,2000-09-04,40,,eng,The Mini Zen Gardening Kit,
7130,1734,9780762408481,2000-10-11,56,,eng,Charles Dickens' A Christmas Carol,
7131,460,9780762412631,2002-03-21,56,,eng,The New Big Book of America,
7132,1733,9780762419227,2005-10-04,1160,,eng,God Created the Integers: The Mathematical Breakthroughs That Changed History,
7133,1476,9780762427321,2006-01-01,256,,eng,On the Shoulders of Giants: The Great Works of Physics and Astronomy,
7134,346,9780763608040,1999-10-06,207,,eng,Alice's Adventures in Wonderland,
7135,346,9780763616250,2001-12-31,48,,en-US,Captain Slaughterboard Drops Anchor,
7136,345,9780763618988,2002-07-01,128,,eng,The Tiger Rising,
7137,345,9780763619312,2003-04-01,126,,eng,Judy Moody Gets Famous! (Judy Moody),
7138,345,9780763619336,2005-07-12,24,,en-US,Black Meets White,
7139,345,9780763620493,2003-03-01,208,,eng,Alice's Adventures in Wonderland,
7140,345,9780763620875,2004-04-01,160,,eng,Judy Moody Saves the World! (Judy Moody),
7141,344,9780763621643,2003-07-14,128,,eng,Castle Diary: The Journal of Tobias Burgess,
7142,345,9780763622701,2005-08-23,68,,eng,Mercy Watson to the Rescue,
7143,345,9780763623111,2005-06-14,32,,eng,One Tiny Turtle,
7144,345,9780763623296,2003-10-13,32,,eng,Dragonology (Ologies),
7145,345,9780763623326,2006-05-09,72,,eng,Mercy Watson Goes for a Ride,
7146,345,9780763623432,2005-02-03,160,,eng,Judy Moody Predicts the Future (Judy Moody),
7147,345,9780763625290,2008-09-09,267,,eng,The Tale of Despereaux,
7148,345,9780763625894,2006-02-14,200,,eng,The Miraculous Journey of Edward Tulane,
7149,345,9780763626150,2006-03-14,176,,eng,Judy Moody  M.D.: The Doctor is In! (Judy Moody),
7150,344,9780763626297,2004-10-07,128,,en-US,A Collection of Rudyard Kipling's Just So Stories,
7151,344,9780763628000,2010-01-26,160,,eng,Judy Moody Declares Independence (Judy Moody),
7152,345,9780763628109,2006-11-14,221,,eng,The Dragon's Eye (Dragonology Chronicles),
7153,345,9780763628284,2005-03-03,208,,eng,My Perfect Life (Confessions of a Teenage Drama Queen),
7154,346,9780763628321,2006-07-25,157,,eng,Around the World in 8 1/2 Days (Judy Moody),
7155,345,9780763630140,2007-07-10,70,,eng,Mercy Watson: Princess in Disguise,
7156,345,9780763630188,2006-09-12,192,,eng,Moby-Dick,
7157,345,9780763630645,2006-08-22,272,,eng,The Hound of the Baskervilles,
7158,345,9780763631208,2006-09-12,160,,en-CA,A Christmas Carol,
7159,345,9780763631604,2006-11-14,64,,eng,Beauty and the Beast,
7160,345,9780763632069,2006-10-24,96,,eng,Beowulf,
7161,1059,9780763726713,2005-01-01,616,,eng,Varney's Pocket Midwife,
7162,213,9780764119729,2003-01-01,392,,eng,Algebra the Easy Way,
7163,169,9780764122781,2003-02-01,46,,eng,Aquatic Turtles: Sliders  Cooters  Painted  and Map Turtles,
7164,212,9780764127311,2004-06-30,36,,eng,Winter (Four Seasons),
7165,213,9780764134289,2006-11-01,480,,eng,American Sign Language The Easy Way,
7166,169,9780764136313,2006-11-01,32,,eng,The Night at the Museum,
7167,256,9780764200922,2005-12-31,224,,eng,No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men  Women and Children,
7168,256,9780764202537,2006-08-01,251,,en-US,The Bluebird and the Sparrow (Women of the West #10),
7169,256,9780764222375,1999-10-01,429,,eng,Heathersleigh Homecoming (Secrets of Heathersleigh Hall),
7170,256,9780764225215,2001-09-01,285,,en-US,Chosen But Free,
7171,256,9780764226465,2003-09-01,303,,eng,A Higher Justice (The Trials of Kit Shannon),
7172,256,9780764228490,2003-11-01,239,,eng,Love's Enduring Promise (Love Comes Softly),
7173,726,9780764525681,2003-10-03,348,,eng,Ballet for Dummies,
7174,1055,9780764525902,2003-08-01,454,,eng,Personal Finance for Dummies,
7175,416,9780764537158,2003-04-25,80,,eng,CliffsNotes on Joyce's Dubliners (Cliffs Notes),
7176,416,9780764538131,2003-01-10,96,,en-GB,CliffsNotes on Dostoevsky's The Brothers Karamazov,
7177,416,9780764539503,2003-01-24,80,,eng,Cliffs Notes on Billy Budd & Typee,
7178,2195,9780764542800,2003-10-17,352,,eng,The Art of Deception: Controlling the Human Element of Security,
7179,726,9780764543401,2005-05-01,364,,eng,Baby Names for Dummies,
7180,416,9780764544576,2003-12-12,72,,eng,Cliffs Notes on Woolf's Mrs. Dalloway,
7181,726,9780764551536,1999-09-17,361,,eng,Philosophy for Dummies,
7182,726,9780764553028,2000-12-28,432,,eng,Sex For Dummies,
7183,726,9780764553134,2001-03-15,328,,eng,Turtles & Tortoises for Dummies,
7184,726,9780764555893,2004-04-09,456,,en-US,PHP and MySQL for Dummies,
7185,2195,9780764559914,2004-05-31,391,,en-US,ebay Timesaving Techniques for Dummies,
7186,2195,9780764569241,2004-09-17,384,,eng,Starting an eBay Business for Dummies,
7187,2195,9780764584381,2005-04-25,864,,en-US,eBay Business All-in-One Desk Reference for Dummies,
7188,2198,9780764584657,2005-05-06,318,,eng,Astronomy For Dummies,
7189,416,9780764585685,2000-05-29,240,,eng,Shakespeare's Hamlet,
7190,999,9780764585746,2000-05-08,231,,eng,Shakespeare's Romeo and Juliet,
7191,416,9780764585968,2000-06-05,112,,eng,CliffsNotes on Steinbeck's The Grapes of Wrath,
7192,416,9780764585975,2000-06-13,112,,eng,Golding's Lord of the Flies (Cliffs Notes),
7193,416,9780764586019,2000-06-05,96,,eng,Cliffs Notes on Fitzgerald's the Great Gatsby,
7194,416,9780764586026,2000-05-30,112,,en-US,Cliffs Notes on Shakespeare's Macbeth,
7195,416,9780764586033,2000-05-30,129,,en-US,Cliffs Notes on Shakespeare's Hamlet,
7196,416,9780764586552,2000-11-07,128,,eng,Cliffsnotes on Dostoevsky's Crime and Punishment,
7197,416,9780764586606,2000-12-05,80,,en-US,Cliffs Notes on Hemingway's The Old Man and the Sea,
7198,416,9780764586620,2000-12-11,112,,eng,Kesey's One Flew Over the Cuckoo's Nest (Cliffs Notes),
7199,416,9780764586682,2000-12-14,128,,eng,O'Brien's the Things They Carried,
7200,416,9780764586712,2000-12-20,112,,eng,CliffsNotes on Remarque's All Quiet on the Western Front,
7201,416,9780764587245,2001-04-29,240,,eng,Nathaniel Hawthorne's The Scarlet Letter,
7202,416,9780764587252,2001-04-29,192,,eng,William Shakespeare's A Midsummer Night's Dream (Cliffs Complete),
7203,416,9780764587269,2001-04-15,240,,eng,Mary Shelley‘s Frankenstein,
7204,999,9780764587276,2001-05-01,264,,eng,Mark Twain's Adventures of Huckleberry Finn,
7205,987,9780764596865,2006-08-15,816,,eng,The Bon Appetit Cookbook,
7206,1135,9780764804946,1999-05-10,256,,eng,Modern Reader's Guide to Dante's the Divine Comedy,
7207,1578,9780764937101,2006-05-01,32,,eng,The Twelve Terrors of Christmas,
7208,1851,9780765191120,1997-10-01,822,,en-US,Three Complete Novels: Postmortem / Body Of Evidence / All That Remains (Kay Scarpetta #1 #2 #3),
7209,2000,9780765300355,2001-09-08,717,,en-US,Legends,
7210,2000,9780765304094,2006-10-31,304,,en-US,Stork Naked (Xanth #30),
7211,2000,9780765304742,2002-08-24,370,,eng,Children of the Mind (Ender's Saga),
7212,2000,9780765305114,2002-09-14,624,,eng,The Dragon Reborn (The Wheel of Time),
7213,2000,9780765305244,2006-07-18,587,,eng,Phantom (Sword of Truth),
7214,1401,9780765305602,2003-04-05,336,,eng,Wyrms,
7215,2000,9780765306470,2004-07-01,592,,en-US,Dreamer of Dune: The Biography of Frank Herbert,
7216,728,9780765308375,2003-07-18,320,,en-US,7 Steps to Midnight,
7217,1401,9780765308405,2004-01-01,675,,eng,Maps in a Mirror: The Short Fiction of Orson Scott Card,
7218,2000,9780765308702,2004-01-01,288,,eng,What Dreams May Come,
7219,1401,9780765309044,2006-01-24,288,,eng,Treason,
7220,2000,9780765309532,2003-12-05,208,,eng,Down and Out in the Magic Kingdom,
7221,1999,9780765309969,2006-10-31,496,,eng,Blade of Fortriu (The Bridei Chronicles),
7222,2000,9780765309983,2006-06-13,512,,en-US,The Dark Mirror (The Bridei Chronicles #1),
7223,2000,9780765310453,2005-04-01,223,,en-US,Eastern Standard Tribe,
7224,728,9780765311405,2005-10-01,385,,eng,Noir: Three Novels of Suspense,
7225,2000,9780765311719,2005-04-16,223,,eng,Earthbound,
7226,2000,9780765311801,2006-11-28,320,,eng,Glass Soup  (Vincent Ettrich),
7227,1401,9780765311856,2005-06-01,267,,eng,Outside the Dog Museum (Answered Prayers),
7228,1401,9780765311863,2004-10-01,304,,en-US,Sleeping in Flame (Answered Prayers #2),
7229,2000,9780765312808,2006-05-30,315,,en-US,Someone Comes to Town  Someone Leaves Town,
7230,2000,9780765312921,2006-08-22,524,,eng,Hunters of Dune (Dune Chronicles),
7231,2000,9780765312938,2007-08-07,494,,en-US,Sandworms of Dune (Dune Chronicles),
7232,1885,9780765313188,2005-08-01,320,,en-US,Children of the Night (Diana Tregarde #2),
7233,1885,9780765313195,2000-09-05,335,,en-US,Jinx High (Diana Tregarde #3),
7234,2000,9780765313409,2006-03-07,331,,eng,A Shadow in Summer (Long Price Quartet),
7235,2000,9780765314239,2007-06-26,299,,eng,They Came from Below,
7236,2000,9780765314932,2006-08-08,256,,eng,Time for the Stars (Heinlein's Juveniles),
7237,728,9780765315083,2006-10-03,384,,eng,Blame It on Paris,
7238,2000,9780765316110,2006-11-28,352,,en-US,Empire (Empire #1),
7239,2000,9780765316646,2006-10-31,320,,eng,Soldier of Sidon (Latro),
7240,2000,9780765316929,2007-01-23,301,,en-US,Voices From the Street,
7241,2002,9780765340214,2002-02-18,224,,eng,Conan: Sword of Skelos,
7242,2000,9780765341136,2004-02-01,512,,eng,Wasteland of Flint,
7243,727,9780765341174,2001-09-17,341,,eng,Sarah (Women of Genesis),
7244,727,9780765341280,2012-03-27,416,,eng,Rebekah (Women of Genesis),
7245,728,9780765341297,2005-11-29,368,,en-GB,Rachel & Leah (Women of Genesis #3),
7246,1892,9780765342409,2002-05-19,469,,eng,Ender's Shadow (The Shadow Series),
7247,2000,9780765342515,2002-09-16,256,,eng,The Santaroga Barrier,
7248,2000,9780765342522,2002-09-16,192,,eng,The Eyes of Heisenberg,
7249,2000,9780765342539,2002-09-16,320,,eng,The Dosadi Experiment (ConSentiency Universe),
7250,2000,9780765343116,2006-10-01,384,,en-US,Pet Peeve (Xanth #29),
7251,2000,9780765343260,2002-06-17,608,,eng,Son of the Shadows (Sevenwaters),
7252,2000,9780765344304,2004-06-01,736,,eng,Naked Empire (Sword of Truth),
7253,2000,9780765344724,2005-10-01,289,,en-US,Hawkes Harbor,
7254,2000,9780765344953,2002-09-16,1296,,en-US,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,
7255,2003,9780765344977,2003-02-17,352,,eng,Terraforming Earth,
7256,2000,9780765345011,2003-06-16,596,,eng,Child of the Prophecy (Sevenwaters),
7257,2002,9780765345516,2005-03-01,769,,eng,A Cavern of Black Ice (Sword of Shadows),
7258,1892,9780765345707,2003-06-16,256,,en-US,In the Land of the Lawn Weenies and Other Warped and Creepy Tales (Weenies series #1),
7259,2000,9780765345905,2004-08-01,544,,eng,Wolfskin (Saga of the Light Isles),
7260,2002,9780765345912,2005-11-01,560,,eng,Foxmask (Saga of the Light Isles),
7261,2000,9780765346520,2003-04-14,836,,eng,Wizard's First Rule (Sword of Truth),
7262,1999,9780765347985,2004-09-01,212,,eng,First Meetings in Ender's Universe (Ender's Saga #0.5),
7263,2002,9780765348210,2005-05-01,308,,eng,The Family Trade (The Merchant Princes),
7264,1892,9780765348449,2004-01-05,464,,eng,New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time #2-2),
7265,2002,9780765348753,2007-03-06,561,,en-US,The Dark Mirror (The Bridei Chronicles #1),
7266,2002,9780765349118,2006-05-02,304,,en-US,The Dragon Quintet,
7267,2002,9780765350503,2006-08-29,587,,eng,The Wizard (The Wizard Knight),
7268,2000,9780765350985,2006-06-27,404,,en-US,Godslayer (The Sundering #2),
7269,2002,9780765352057,2006-05-02,309,,eng,The Hidden Family (The Merchant Princes),
7270,1892,9780765352392,2006-05-02,96,,eng,Among the Dolls,
7271,2003,9780765353702,2006-08-29,426,,eng,The Road to Dune,
7272,2000,9780765354952,2005-08-01,464,,eng,Reliquary (Pendergast),
7273,2000,9780765356178,2006-10-03,368,,eng,The Prestige,
7274,1892,9780765357663,2007-02-06,240,,eng,Hidden Talents (Talents),
7275,1717,9780765600042,1998-05-21,240,,eng,Why Did the Soviet Union Collapse?: Understanding Historical Change,
7276,214,9780765804716,1980-01-01,677,,eng,Fire in the Minds of Men: Origins of the Revolutionary Faith,
7277,1077,9780766144736,2003-04-07,184,,eng,Arthur Edward Waite's Quest of the Golden Stairs,
7278,1077,9780766184152,2004-03-05,144,,eng,EULIS! The History of Love,
7279,1283,9780766608283,2004-07-30,189,,en-GB,Frankenstein,
7280,325,9780767900317,1998-06-15,576,,eng,The Corner: A Year in the Life of an Inner-City Neighborhood,
7281,863,9780767900959,1999-04-06,304,,en-US,The Heart's Code: Tapping the Wisdom and Power of Our Heart Energy,
7282,863,9780767901574,1998-06-15,432,,en-US,Awakening the Buddha Within: Eight Steps to Enlightenment,
7283,863,9780767902359,1999-06-01,200,,eng,Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,
7284,193,9780767902519,1998-05-04,276,,eng,A Walk in the Woods: Rediscovering America on the Appalachian Trail,
7285,325,9780767902526,1999-05-04,284,,eng,A Walk in the Woods: Rediscovering America on the Appalachian Trail,
7286,325,9780767902809,1998-08-10,291,,en-US,Under The Tuscan Sun - At Home In Italy,
7287,325,9780767903820,2000-06-28,304,,eng,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,
7288,325,9780767903868,2001-05-15,335,,eng,In a Sunburned Country,
